true_angle,convex_hull_area,convex_hull_perimeter,circularity,photon_density,mean_pairwise_distance,max_pairwise_distance,min_pairwise_distance,pairwise_entropy
0.2,1150.97,125.578,0.917,0.052,17.178,43.426,0.0,2.779
0.2,1006.262,119.65,0.883,0.066,15.564,41.56,0.0,2.753
0.2,1088.25,122.992,0.904,0.062,17.818,43.595,0.0,2.779
0.2,987.288,118.773,0.879,0.056,14.853,42.169,0.0,2.718
0.2,1218.244,127.752,0.938,0.06,16.161,42.849,0.0,2.773
0.2,1231.061,128.367,0.939,0.053,15.891,44.482,0.0,2.71
0.2,1090.957,123.679,0.896,0.044,15.19,44.418,0.0,2.676
0.2,1083.044,124.325,0.881,0.047,17.239,43.265,0.0,2.778
0.2,1224.367,128.912,0.926,0.051,16.975,44.344,0.0,2.757
0.2,1091.135,125.527,0.87,0.049,15.054,44.265,0.0,2.664
0.2,1011.463,119.399,0.892,0.057,15.278,42.233,0.0,2.723
0.2,1062.821,119.106,0.941,0.057,17.474,40.346,0.0,2.836
0.2,1117.032,124.521,0.905,0.052,15.728,42.903,0.0,2.741
0.4,1223.11,128.661,0.928,0.052,15.632,43.102,0.0,2.741
0.4,990.527,116.876,0.911,0.05,15.504,41.956,0.0,2.776
0.4,1079.794,121.674,0.917,0.048,15.115,43.521,0.0,2.705
0.4,1182.811,125.641,0.942,0.046,17.005,42.198,0.0,2.797
0.4,1045.336,122.192,0.88,0.069,16.261,42.17,0.0,2.75
0.4,803.913,104.423,0.926,0.051,13.868,35.0,0.0,2.825
0.4,1162.587,125.601,0.926,0.045,16.38,43.409,0.0,2.748
0.4,1145.913,126.831,0.895,0.045,16.789,43.342,0.0,2.779
0.4,1171.541,125.634,0.933,0.046,17.358,41.17,0.0,2.82
0.4,1092.801,124.639,0.884,0.05,15.44,44.255,0.0,2.69
0.4,1115.281,123.935,0.912,0.057,16.992,41.921,0.0,2.797
0.4,1218.404,128.295,0.93,0.043,16.002,43.353,0.0,2.745
0.4,1044.284,118.603,0.933,0.051,15.101,41.949,0.0,2.704
0.4,1165.228,125.093,0.936,0.059,15.689,41.422,0.0,2.78
0.4,1202.564,126.323,0.947,0.045,16.65,42.808,0.0,2.783
0.4,1091.207,123.465,0.9,0.057,15.359,43.668,0.0,2.709
0.4,928.04,116.641,0.857,0.057,14.277,41.951,0.0,2.691
0.4,1217.288,129.42,0.913,0.044,16.458,43.324,0.0,2.765
0.4,1235.739,129.71,0.923,0.057,15.59,44.667,0.0,2.706
0.4,1040.047,119.165,0.92,0.049,14.673,40.621,0.0,2.755
0.4,1329.857,132.604,0.95,0.041,16.968,43.762,0.0,2.762
0.4,1062.557,122.694,0.887,0.049,15.822,42.056,0.0,2.755
0.4,1225.712,130.427,0.905,0.047,15.524,44.709,0.0,2.701
0.4,1137.406,125.201,0.912,0.066,14.86,41.44,0.0,2.757
0.4,1144.092,124.585,0.926,0.052,16.566,44.676,0.0,2.731
0.4,1154.188,124.078,0.942,0.055,16.237,41.888,0.0,2.772
0.4,1328.51,132.159,0.956,0.047,17.278,43.932,0.0,2.802
0.4,1234.752,128.585,0.938,0.051,16.674,43.655,0.0,2.759
0.4,1077.732,125.282,0.863,0.05,16.298,44.688,0.0,2.712
0.4,1067.303,121.388,0.91,0.053,12.9,40.354,0.0,2.705
0.4,1188.182,125.833,0.943,0.049,17.556,42.821,0.0,2.812
0.4,1289.384,130.782,0.947,0.049,18.502,44.432,0.0,2.821
0.4,1121.016,125.074,0.901,0.053,17.617,41.999,0.0,2.833
0.4,1148.674,128.059,0.88,0.034,15.352,43.242,0.0,2.773
0.4,1028.538,118.637,0.918,0.053,15.659,40.324,0.0,2.8
0.4,1208.734,129.052,0.912,0.047,15.249,43.22,0.0,2.756
0.4,1121.328,124.577,0.908,0.072,15.596,43.193,0.0,2.717
0.4,1056.099,119.124,0.935,0.041,16.142,41.831,0.0,2.771
0.4,1097.248,122.041,0.926,0.055,16.31,41.369,0.0,2.782
0.4,991.186,117.572,0.901,0.056,16.026,41.558,0.0,2.767
0.4,1100.031,125.443,0.878,0.05,16.286,42.77,0.0,2.774
0.4,1107.569,124.894,0.892,0.055,15.404,44.183,0.0,2.673
0.4,1131.962,124.944,0.911,0.039,16.088,43.198,0.0,2.768
0.4,1296.76,133.088,0.92,0.048,18.121,44.896,0.0,2.78
0.4,979.01,121.607,0.832,0.041,15.952,42.865,0.0,2.722
0.4,1076.047,123.159,0.891,0.053,16.409,44.099,0.0,2.744
0.4,1054.182,121.956,0.891,0.053,15.688,43.166,0.0,2.705
0.4,1207.643,128.316,0.922,0.049,17.989,43.363,0.0,2.822
0.4,1132.715,123.666,0.931,0.057,15.804,42.12,0.0,2.781
0.4,1126.941,125.415,0.9,0.049,14.829,42.609,0.0,2.735
0.4,1061.342,121.982,0.896,0.053,14.984,43.932,0.0,2.677
0.4,1129.911,123.19,0.936,0.058,15.975,41.422,0.0,2.774
0.4,1074.124,122.864,0.894,0.059,15.462,43.417,0.0,2.685
0.4,1148.875,123.492,0.947,0.046,17.197,42.122,0.0,2.822
0.4,1027.166,119.66,0.901,0.061,15.618,41.928,0.0,2.728
0.4,1142.963,124.964,0.92,0.052,17.528,43.272,0.0,2.776
0.4,1224.701,128.103,0.938,0.045,17.684,43.876,0.0,2.795
0.4,1169.905,125.237,0.937,0.056,17.867,42.885,0.0,2.805
0.4,1190.1,127.998,0.913,0.048,17.04,43.977,0.0,2.758
0.4,1168.089,124.952,0.94,0.045,15.759,42.531,0.0,2.782
0.4,1224.322,127.806,0.942,0.042,17.475,43.533,0.0,2.795
0.4,1201.321,127.498,0.929,0.054,17.042,42.951,0.0,2.785
0.4,1161.584,124.369,0.944,0.055,15.587,41.766,0.0,2.768
0.4,1082.233,124.172,0.882,0.054,17.169,43.16,0.0,2.815
0.4,1120.898,125.689,0.892,0.044,16.394,42.787,0.0,2.774
0.4,1071.51,120.419,0.929,0.045,17.23,42.493,0.0,2.812
0.4,1217.763,128.702,0.924,0.064,16.606,43.641,0.0,2.741
0.4,869.851,111.76,0.875,0.066,13.117,38.807,0.0,2.721
0.4,1205.658,128.231,0.921,0.056,16.87,42.795,0.0,2.778
0.4,1199.639,128.457,0.914,0.05,16.985,44.817,0.0,2.764
0.4,1240.554,129.678,0.927,0.048,17.467,43.502,0.0,2.807
0.4,1146.974,125.337,0.917,0.053,16.726,42.995,0.0,2.782
0.4,1087.093,120.08,0.947,0.046,17.906,39.796,0.0,2.869
0.4,895.217,115.79,0.839,0.067,15.487,42.211,0.0,2.725
0.4,986.575,119.703,0.865,0.064,14.849,43.482,0.0,2.694
0.4,1199.719,127.14,0.933,0.053,16.28,42.971,0.0,2.756
0.4,973.798,116.819,0.897,0.063,16.219,40.0,0.0,2.812
0.4,1083.618,125.196,0.869,0.044,16.796,42.613,0.0,2.792
0.4,1057.756,122.883,0.88,0.057,15.349,43.681,0.0,2.706
0.4,1129.438,125.575,0.9,0.047,16.742,43.743,0.0,2.768
0.4,985.975,117.57,0.896,0.056,13.594,41.466,0.0,2.671
0.4,1071.761,123.132,0.888,0.049,16.199,43.858,0.0,2.734
0.4,1174.462,125.898,0.931,0.049,15.425,42.718,0.0,2.739
0.4,1061.965,121.856,0.899,0.049,15.75,41.05,0.0,2.785
0.4,1206.157,128.159,0.923,0.048,16.241,43.277,0.0,2.767
0.4,1259.821,130.868,0.924,0.052,17.384,43.605,0.0,2.8
0.4,1011.285,117.444,0.921,0.054,16.296,41.302,0.0,2.78
0.4,1133.701,124.295,0.922,0.046,14.467,41.402,0.0,2.739
0.4,1224.224,126.984,0.954,0.055,16.533,43.258,0.0,2.738
0.4,1069.268,123.784,0.877,0.043,16.03,43.507,0.0,2.748
0.4,1161.261,125.755,0.923,0.049,17.499,43.658,0.0,2.787
0.4,1035.482,121.055,0.888,0.042,16.552,42.777,0.0,2.788
0.4,1230.957,128.624,0.935,0.048,15.948,43.776,0.0,2.767
0.4,1252.691,130.929,0.918,0.056,16.638,44.839,0.0,2.738
0.4,1032.249,120.071,0.9,0.058,15.832,41.235,0.0,2.779
0.4,1110.709,124.445,0.901,0.043,15.493,43.213,0.0,2.737
0.4,1251.727,129.061,0.944,0.048,18.203,42.9,0.0,2.834
0.4,1098.638,125.759,0.873,0.057,15.958,42.301,0.0,2.766
0.4,1095.079,121.642,0.93,0.048,16.574,42.21,0.0,2.783
0.4,1141.675,125.037,0.918,0.057,16.481,41.434,0.0,2.78
0.0,928.305,113.876,0.9,0.05,16.451,42.491,0.0,2.766
0.0,1118.795,124.113,0.913,0.059,17.069,42.483,0.0,2.782
0.0,1159.172,127.296,0.899,0.043,17.129,43.717,0.0,2.77
0.0,991.506,114.889,0.944,0.056,16.569,39.429,0.0,2.818
0.0,991.162,119.975,0.865,0.051,14.179,44.441,0.0,2.636
0.0,1076.194,124.585,0.871,0.04,16.85,42.982,0.0,2.766
0.0,1038.314,120.252,0.902,0.052,15.334,40.668,0.0,2.781
0.0,1157.648,124.352,0.941,0.054,17.152,42.238,0.0,2.801
0.0,1078.515,121.305,0.921,0.053,15.994,39.967,0.0,2.792
0.0,1273.017,131.394,0.927,0.052,16.059,45.051,0.0,2.743
0.0,1086.471,121.948,0.918,0.062,15.549,41.906,0.0,2.714
0.0,1166.05,128.63,0.886,0.048,16.594,45.252,0.0,2.721
0.0,886.963,116.4,0.823,0.068,13.575,40.956,0.0,2.697
0.0,1219.712,128.739,0.925,0.043,16.703,44.505,0.0,2.766
0.0,1043.721,120.83,0.898,0.057,17.187,41.056,0.0,2.806
0.0,1047.918,120.093,0.913,0.053,16.018,42.938,0.0,2.745
0.0,1053.626,121.154,0.902,0.043,15.962,41.387,0.0,2.781
0.0,978.726,119.14,0.866,0.056,16.303,40.854,0.0,2.826
0.0,1256.352,130.932,0.921,0.049,17.77,45.128,0.0,2.774
0.0,1007.538,118.887,0.896,0.058,15.03,41.687,0.0,2.727
0.0,1262.778,130.583,0.931,0.054,17.249,44.665,0.0,2.753
0.0,1162.392,125.792,0.923,0.062,17.21,43.058,0.0,2.766
0.0,1141.903,124.863,0.92,0.045,16.432,42.268,0.0,2.802
0.0,1045.655,119.755,0.916,0.045,16.074,43.645,0.0,2.724
0.0,1159.972,125.198,0.93,0.065,15.456,43.532,0.0,2.706
0.0,764.034,107.979,0.823,0.047,15.059,40.508,0.0,2.751
0.0,985.309,118.0,0.889,0.059,15.762,39.665,0.0,2.811
0.0,1264.839,129.796,0.943,0.057,17.113,44.347,0.0,2.76
0.0,1091.633,121.158,0.935,0.06,16.84,42.109,0.0,2.778
0.0,1180.316,125.568,0.941,0.064,16.1,43.109,0.0,2.751
0.0,1129.046,125.222,0.905,0.048,16.293,44.239,0.0,2.719
0.0,1057.039,123.163,0.876,0.06,16.262,43.433,0.0,2.737
0.0,975.834,118.964,0.866,0.052,14.8,42.762,0.0,2.68
0.0,1110.805,124.868,0.895,0.054,16.078,41.386,0.0,2.784
0.0,1033.201,121.32,0.882,0.063,14.362,42.553,0.0,2.684
0.0,1245.434,130.352,0.921,0.053,17.732,44.842,0.0,2.776
0.0,1149.892,125.842,0.912,0.048,17.032,42.237,0.0,2.796
0.0,1035.78,123.3,0.856,0.059,15.389,42.846,0.0,2.739
0.0,986.795,119.064,0.875,0.061,14.626,41.994,0.0,2.681
0.0,871.658,111.915,0.875,0.071,14.638,38.526,0.0,2.755
0.0,987.449,120.109,0.86,0.064,16.068,41.999,0.0,2.765
0.0,1145.69,124.683,0.926,0.057,17.009,43.513,0.0,2.767
0.0,1163.001,124.581,0.942,0.048,16.103,41.693,0.0,2.767
0.0,1035.241,121.411,0.883,0.05,15.962,43.411,0.0,2.731
0.0,1267.471,130.668,0.933,0.049,16.315,43.624,0.0,2.746
0.0,1080.604,122.043,0.912,0.044,17.331,43.107,0.0,2.78
0.0,1067.285,120.936,0.917,0.05,15.256,41.303,0.0,2.767
0.0,1080.919,121.388,0.922,0.055,16.307,41.796,0.0,2.806
0.0,929.259,114.41,0.892,0.05,13.697,41.649,0.0,2.703
0.0,1123.261,127.463,0.869,0.059,15.663,44.589,0.0,2.703
0.0,1030.429,119.811,0.902,0.054,15.812,42.233,0.0,2.75
0.0,958.366,118.212,0.862,0.046,14.792,42.64,0.0,2.701
0.0,1228.269,128.83,0.93,0.047,16.876,43.262,0.0,2.785
0.0,1258.117,129.133,0.948,0.052,17.092,43.268,0.0,2.804
0.0,1089.672,122.391,0.914,0.046,16.387,41.969,0.0,2.779
0.0,1093.072,125.029,0.879,0.048,15.809,43.124,0.0,2.746
0.0,1109.919,125.45,0.886,0.05,16.779,43.769,0.0,2.761
0.0,1210.487,127.861,0.93,0.048,16.927,43.843,0.0,2.773
0.0,938.632,115.473,0.885,0.049,16.774,41.833,0.0,2.794
0.0,927.746,112.853,0.915,0.06,16.012,39.53,0.0,2.806
0.0,1276.663,131.617,0.926,0.051,17.341,44.941,0.0,2.767
0.0,1219.356,128.869,0.923,0.043,18.19,43.475,0.0,2.844
0.0,984.732,117.521,0.896,0.047,15.561,42.409,0.0,2.743
0.0,959.547,115.842,0.899,0.045,16.437,42.214,0.0,2.774
0.0,1109.368,125.252,0.889,0.049,15.863,44.038,0.0,2.75
0.0,1272.979,131.663,0.923,0.051,18.094,43.887,0.0,2.803
0.0,1018.105,122.546,0.852,0.045,14.679,44.052,0.0,2.695
0.0,1183.84,127.754,0.911,0.046,16.861,43.634,0.0,2.773
0.0,1165.399,127.111,0.906,0.043,15.905,43.797,0.0,2.742
0.0,1199.725,129.424,0.9,0.05,16.169,43.584,0.0,2.751
0.0,1156.935,124.749,0.934,0.042,15.311,43.159,0.0,2.734
0.0,1272.988,130.775,0.935,0.051,17.975,45.214,0.0,2.785
0.0,1069.389,120.891,0.92,0.054,16.56,42.684,0.0,2.764
0.0,1167.119,123.65,0.959,0.051,15.257,42.419,0.0,2.734
0.0,1032.419,120.509,0.893,0.054,15.591,41.912,0.0,2.746
0.0,1120.917,124.94,0.902,0.054,18.121,42.133,0.0,2.838
0.0,1015.475,120.491,0.879,0.05,16.392,42.068,0.0,2.783
0.0,1115.129,123.465,0.919,0.053,15.379,42.319,0.0,2.747
0.0,985.015,122.323,0.827,0.059,15.535,42.344,0.0,2.753
0.0,1135.484,124.351,0.923,0.052,16.408,41.906,0.0,2.788
0.0,1224.038,129.206,0.921,0.051,17.378,43.728,0.0,2.784
0.0,1090.657,122.904,0.907,0.057,14.688,42.357,0.0,2.715
0.0,1005.71,120.818,0.866,0.061,16.55,42.171,0.0,2.803
0.0,958.976,118.291,0.861,0.054,15.177,41.441,0.0,2.71
0.0,1154.386,124.529,0.935,0.055,16.366,41.867,0.0,2.791
0.0,1088.153,122.427,0.912,0.044,17.329,43.519,0.0,2.772
0.0,1073.523,123.182,0.889,0.053,15.653,41.814,0.0,2.747
0.0,1016.375,118.952,0.903,0.053,16.494,41.162,0.0,2.779
0.0,1236.969,128.691,0.939,0.054,15.931,43.803,0.0,2.746
0.0,1031.813,121.427,0.879,0.059,15.447,43.332,0.0,2.711
0.0,1225.019,128.612,0.931,0.054,16.71,43.308,0.0,2.745
0.0,1271.094,130.366,0.94,0.05,17.532,43.425,0.0,2.833
0.0,1071.157,121.028,0.919,0.057,16.266,42.567,0.0,2.761
0.0,1069.223,123.137,0.886,0.059,15.775,43.335,0.0,2.73
0.0,962.961,116.098,0.898,0.048,16.783,39.841,0.0,2.822
0.0,1207.45,127.396,0.935,0.051,16.754,43.264,0.0,2.756
0.0,1071.015,120.969,0.92,0.05,15.41,43.918,0.0,2.695
0.0,941.74,117.169,0.862,0.056,15.899,38.448,0.0,2.82
0.0,1094.779,122.139,0.922,0.052,15.147,41.833,0.0,2.744
0.0,1146.338,123.448,0.945,0.042,18.586,41.65,0.0,2.861
0.6,1021.199,120.373,0.886,0.056,16.378,43.505,0.0,2.74
0.6,1076.383,122.375,0.903,0.067,15.477,43.305,0.0,2.718
0.6,971.162,120.677,0.838,0.058,16.112,42.572,0.0,2.725
0.6,1300.208,131.538,0.944,0.05,17.19,43.954,0.0,2.764
0.6,1244.579,128.633,0.945,0.046,17.697,43.587,0.0,2.793
0.6,1096.303,124.281,0.892,0.053,14.602,44.602,0.0,2.656
0.6,1069.732,122.984,0.889,0.042,16.619,43.477,0.0,2.778
0.6,1099.064,125.145,0.882,0.033,17.036,42.456,0.0,2.811
0.6,1227.434,128.372,0.936,0.049,17.135,42.882,0.0,2.808
0.6,978.316,117.447,0.891,0.063,15.365,43.094,0.0,2.715
0.6,1255.186,129.835,0.936,0.041,18.455,44.472,0.0,2.811
0.6,1011.208,119.944,0.883,0.056,15.702,40.412,0.0,2.783
0.6,1131.961,126.297,0.892,0.053,16.746,44.433,0.0,2.765
0.6,1194.342,126.279,0.941,0.054,17.496,42.626,0.0,2.816
0.6,1304.06,131.633,0.946,0.045,18.356,43.685,0.0,2.819
0.6,1152.331,125.433,0.92,0.052,15.659,42.863,0.0,2.75
0.6,1002.74,117.986,0.905,0.049,16.852,42.208,0.0,2.764
0.6,1200.554,127.429,0.929,0.057,16.584,43.596,0.0,2.743
0.6,1108.831,125.791,0.881,0.045,17.193,44.627,0.0,2.739
0.6,1256.217,129.089,0.947,0.047,17.406,44.371,0.0,2.785
0.6,1030.626,119.28,0.91,0.048,16.473,43.288,0.0,2.757
0.6,1086.822,121.664,0.923,0.047,16.346,40.938,0.0,2.787
0.6,1153.999,123.391,0.952,0.063,16.725,42.209,0.0,2.786
0.6,959.648,120.581,0.829,0.049,15.057,42.869,0.0,2.714
0.6,1151.417,124.314,0.936,0.059,17.117,43.84,0.0,2.749
0.6,1065.373,123.109,0.883,0.054,15.735,42.912,0.0,2.745
0.6,1061.959,120.876,0.913,0.057,16.924,41.887,0.0,2.794
0.6,1300.513,131.772,0.941,0.054,16.418,43.771,0.0,2.767
0.6,952.677,118.889,0.847,0.049,16.479,43.94,0.0,2.709
0.6,1197.37,127.086,0.932,0.052,17.405,42.8,0.0,2.806
0.6,1202.428,126.198,0.949,0.046,16.287,43.428,0.0,2.763
0.6,940.948,117.708,0.853,0.054,15.194,43.714,0.0,2.698
0.6,1076.658,120.697,0.929,0.05,16.666,40.062,0.0,2.809
0.6,1166.411,128.1,0.893,0.063,15.272,43.853,0.0,2.707
0.6,1220.82,128.93,0.923,0.052,16.416,43.233,0.0,2.757
0.6,1028.5,119.226,0.909,0.053,15.098,41.066,0.0,2.755
0.6,964.588,117.595,0.877,0.055,15.061,40.952,0.0,2.75
0.6,1074.721,123.979,0.879,0.041,14.528,44.704,0.0,2.678
0.6,1274.132,131.35,0.928,0.05,17.864,44.843,0.0,2.779
0.6,1186.186,128.319,0.905,0.051,17.392,44.048,0.0,2.775
0.6,1126.894,123.643,0.926,0.053,15.141,43.388,0.0,2.719
0.6,1113.696,122.963,0.926,0.053,17.25,41.449,0.0,2.811
0.6,1056.23,120.422,0.915,0.061,16.211,41.694,0.0,2.773
0.6,1186.853,126.923,0.926,0.055,15.877,43.435,0.0,2.738
0.6,1063.396,122.491,0.891,0.048,14.117,42.348,0.0,2.671
0.6,962.202,117.046,0.883,0.059,14.423,40.55,0.0,2.731
0.6,1057.798,123.629,0.87,0.044,15.673,43.357,0.0,2.724
0.6,1186.083,127.996,0.91,0.05,16.205,43.907,0.0,2.759
0.6,1349.791,134.266,0.941,0.045,17.57,44.416,0.0,2.785
0.6,1077.095,124.636,0.871,0.051,15.649,43.725,0.0,2.747
0.6,1252.315,128.493,0.953,0.05,17.226,43.539,0.0,2.768
0.6,1241.357,129.874,0.925,0.043,15.666,43.334,0.0,2.758
0.6,1085.706,124.143,0.885,0.044,17.395,43.201,0.0,2.805
0.6,1258.371,129.856,0.938,0.049,17.309,43.895,0.0,2.784
0.6,1192.013,127.891,0.916,0.048,15.676,42.731,0.0,2.766
0.6,1172.464,127.019,0.913,0.048,17.319,43.308,0.0,2.795
0.6,1318.454,132.358,0.946,0.049,15.367,43.448,0.0,2.739
0.6,1056.794,122.817,0.88,0.055,16.171,43.936,0.0,2.71
0.6,959.072,119.948,0.838,0.049,15.711,41.763,0.0,2.775
0.6,1180.797,126.74,0.924,0.064,16.374,43.863,0.0,2.747
0.6,1110.928,124.548,0.9,0.041,16.226,41.11,0.0,2.807
0.6,967.207,117.559,0.879,0.051,15.065,42.025,0.0,2.737
0.6,1232.053,131.292,0.898,0.054,15.53,44.511,0.0,2.717
0.6,1118.326,121.701,0.949,0.062,15.598,41.084,0.0,2.768
0.6,821.314,109.978,0.853,0.063,14.879,37.185,0.0,2.785
0.6,1124.362,125.042,0.904,0.048,15.826,43.266,0.0,2.726
0.6,1222.987,128.202,0.935,0.039,16.846,43.484,0.0,2.772
0.6,1039.28,121.129,0.89,0.041,17.493,41.639,0.0,2.813
0.6,925.036,112.614,0.917,0.052,16.054,41.548,0.0,2.789
0.6,1066.101,122.534,0.892,0.05,17.111,44.428,0.0,2.767
0.6,1165.773,126.621,0.914,0.054,16.989,42.988,0.0,2.758
0.6,879.648,110.554,0.904,0.052,15.393,38.487,0.0,2.803
0.6,1030.181,118.969,0.915,0.054,15.784,39.89,0.0,2.799
0.6,987.551,120.689,0.852,0.049,15.752,40.518,0.0,2.813
0.6,992.18,118.874,0.882,0.057,15.249,43.453,0.0,2.693
0.6,1178.028,125.612,0.938,0.048,17.176,42.46,0.0,2.798
