true_angle,semi_major_axis,semi_minor_axis,eccentricity,convex_hull_area,convex_hull_perimeter,std_x,std_y
33.0,5.875,2.581,0.898,21.398,18.397,1.478,1.43
33.0,5.157,2.532,0.871,22.664,18.734,1.478,1.43
33.0,4.779,2.39,0.866,19.109,16.852,1.478,1.43
33.0,5.645,2.58,0.889,20.894,18.535,1.478,1.43
33.0,5.151,2.471,0.877,18.142,17.872,1.478,1.43
33.0,4.547,2.475,0.839,14.457,15.644,1.478,1.43
33.0,4.23,2.401,0.823,20.183,17.321,1.478,1.43
33.0,55633.154,195.067,1.0,17.901,17.754,1.478,1.43
33.0,4.73,2.471,0.853,16.86,16.639,1.478,1.43
33.0,3.582,2.374,0.749,17.368,16.648,1.478,1.43
33.0,6.184,2.747,0.896,21.529,18.411,1.478,1.43
33.0,3.765,2.18,0.815,11.46,13.573,1.478,1.43
33.0,4.642,2.581,0.831,20.881,18.159,1.478,1.43
33.0,5.258,2.532,0.876,22.088,18.652,1.478,1.43
33.0,4.805,2.538,0.849,18.237,16.723,1.478,1.43
33.0,5.835,2.478,0.905,20.104,17.609,1.478,1.43
33.0,5.171,2.455,0.88,19.245,17.246,1.478,1.43
33.0,6.727,2.739,0.913,23.813,19.457,1.478,1.43
33.0,5.073,2.403,0.881,18.203,16.685,1.478,1.43
33.0,4.879,2.455,0.864,17.865,16.75,1.478,1.43
33.0,4.595,2.502,0.839,21.046,17.868,1.478,1.43
33.0,6.301,2.643,0.908,23.091,19.095,1.478,1.43
33.0,3.881,2.328,0.8,12.478,14.184,1.478,1.43
33.0,4.456,2.367,0.847,15.398,15.353,1.478,1.43
33.0,5.215,2.505,0.877,24.187,19.285,1.478,1.43
33.0,2.976,1.835,0.787,9.502,12.99,1.478,1.43
33.0,4.874,2.366,0.874,16.55,16.036,1.478,1.43
33.0,4.361,2.392,0.836,14.077,14.858,1.478,1.43
33.0,48792.26,178.076,1.0,19.91,17.756,1.478,1.43
33.0,4.095,2.428,0.805,17.164,16.339,1.478,1.43
33.0,5.574,2.474,0.896,19.337,17.696,1.478,1.43
33.0,3.294,2.04,0.785,9.508,12.187,1.478,1.43
33.0,4.965,2.331,0.883,19.356,17.151,1.478,1.43
33.0,5.065,2.429,0.878,19.165,17.24,1.478,1.43
33.0,38736.213,169.314,1.0,15.078,15.717,1.478,1.43
33.0,5.33,2.697,0.863,22.799,18.895,1.478,1.43
33.0,4.874,2.387,0.872,16.966,16.298,1.478,1.43
33.0,3.531,2.683,0.65,25.019,18.741,1.478,1.43
33.0,5.256,2.423,0.887,19.547,18.131,1.478,1.43
33.0,4.147,2.473,0.803,17.526,17.437,1.478,1.43
33.0,4.574,2.374,0.855,19.528,18.078,1.478,1.43
33.0,5.572,2.467,0.897,21.582,18.342,1.478,1.43
33.0,41721.569,159.713,1.0,14.778,15.218,1.478,1.43
33.0,4.612,2.341,0.862,19.214,16.958,1.478,1.43
33.0,3.919,2.455,0.78,18.316,16.455,1.478,1.43
33.0,3.796,2.317,0.792,15.715,15.694,1.478,1.43
33.0,7.053,2.638,0.927,25.014,19.892,1.478,1.43
33.0,6.596,2.727,0.911,22.334,18.839,1.478,1.43
33.0,74671.018,226.639,1.0,19.446,17.629,1.478,1.43
33.0,6.148,2.654,0.902,23.414,19.291,1.478,1.43
33.0,5.011,2.35,0.883,19.474,17.966,1.478,1.43
33.0,7.577,2.662,0.936,23.844,19.454,1.478,1.43
33.0,5.956,2.566,0.902,22.327,18.73,1.478,1.43
33.0,52721.888,176.856,1.0,22.034,19.071,1.478,1.43
33.0,55918.378,182.791,1.0,27.175,20.618,1.478,1.43
33.0,3.715,2.522,0.734,19.752,17.647,1.478,1.43
33.0,9.393,2.757,0.956,20.129,18.209,1.478,1.43
32.6,4.058,2.101,0.855,13.26,14.911,1.484,1.416
32.6,38102.26,154.472,1.0,18.095,17.09,1.484,1.416
32.6,3.618,2.183,0.797,12.705,13.953,1.484,1.416
32.6,4.509,2.329,0.856,15.574,15.51,1.484,1.416
32.6,4.837,2.508,0.855,21.928,18.246,1.484,1.416
32.6,4.879,2.361,0.875,19.733,17.581,1.484,1.416
32.6,4.702,2.402,0.86,18.359,16.85,1.484,1.416
32.6,5.016,2.44,0.874,22.623,18.712,1.484,1.416
32.6,6.592,2.526,0.924,24.654,19.951,1.484,1.416
32.6,86251.214,263.735,1.0,24.277,19.751,1.484,1.416
32.6,6.338,2.536,0.916,23.662,19.164,1.484,1.416
32.6,5.245,2.413,0.888,18.357,16.851,1.484,1.416
32.6,5.651,2.376,0.907,18.108,16.966,1.484,1.416
32.6,4.461,2.215,0.868,16.328,16.026,1.484,1.416
32.6,6.579,2.587,0.919,25.615,19.956,1.484,1.416
32.6,2.863,2.25,0.618,17.758,15.589,1.484,1.416
32.6,5.123,2.549,0.867,20.853,18.117,1.484,1.416
32.6,4.878,2.495,0.859,18.526,16.96,1.484,1.416
32.6,6.834,2.63,0.923,23.886,19.372,1.484,1.416
32.6,5.532,2.446,0.897,17.304,16.405,1.484,1.416
32.6,4.745,2.406,0.862,14.533,15.002,1.484,1.416
32.6,3.722,2.174,0.812,15.472,15.179,1.484,1.416
32.6,4.184,2.371,0.824,16.79,15.892,1.484,1.416
32.6,4.021,2.371,0.808,17.031,15.954,1.484,1.416
32.6,5.768,2.544,0.897,25.519,19.909,1.484,1.416
32.6,35142.907,145.259,1.0,16.541,16.211,1.484,1.416
32.6,5.662,2.509,0.896,17.404,16.447,1.484,1.416
32.6,3.843,2.403,0.78,17.972,16.705,1.484,1.416
32.6,4.865,2.482,0.86,18.4,16.936,1.484,1.416
32.6,5.522,2.475,0.894,20.867,18.507,1.484,1.416
32.6,7.781,2.665,0.939,25.198,20.101,1.484,1.416
32.6,4.1,2.359,0.818,19.665,17.095,1.484,1.416
32.6,3.596,2.184,0.795,13.951,14.546,1.484,1.416
32.6,6.998,2.754,0.919,18.961,18.391,1.484,1.416
32.6,4.654,2.36,0.862,20.718,17.616,1.484,1.416
32.6,5.363,2.503,0.884,22.665,18.543,1.484,1.416
32.6,3.288,2.153,0.756,13.692,14.421,1.484,1.416
32.6,5.485,2.482,0.892,23.646,19.017,1.484,1.416
32.6,6.048,2.54,0.908,23.153,19.036,1.484,1.416
32.6,5.34,2.519,0.882,22.075,18.361,1.484,1.416
32.6,5.674,2.463,0.901,19.646,17.389,1.484,1.416
32.6,5.678,2.484,0.899,16.783,16.123,1.484,1.416
32.6,4.257,2.423,0.822,18.69,16.864,1.484,1.416
32.6,4.256,2.341,0.835,15.253,15.411,1.484,1.416
32.6,5.183,2.551,0.87,25.373,19.85,1.484,1.416
32.6,4.94,2.454,0.868,21.689,18.137,1.484,1.416
32.6,5.903,2.681,0.891,18.967,17.491,1.484,1.416
32.6,4.284,2.306,0.843,13.982,15.04,1.484,1.416
32.6,4.322,2.396,0.832,13.671,14.657,1.484,1.416
32.6,4.227,2.343,0.832,16.345,17.11,1.484,1.416
32.6,5.616,2.5,0.895,17.977,17.063,1.484,1.416
32.6,4.181,2.49,0.803,19.227,17.197,1.484,1.416
32.6,21923.028,112.139,1.0,15.928,16.228,1.484,1.416
32.6,5.235,2.509,0.878,23.027,18.675,1.484,1.416
32.6,6.395,2.663,0.909,22.873,19.258,1.484,1.416
32.6,4.872,2.546,0.853,21.377,18.115,1.484,1.416
32.6,4.6,2.43,0.849,20.128,17.386,1.484,1.416
32.6,5.527,2.49,0.893,20.223,17.683,1.484,1.416
32.6,47807.584,192.877,1.0,16.454,16.693,1.484,1.416
32.6,59688.34,198.311,1.0,16.944,16.459,1.484,1.416
32.6,54231.583,177.944,1.0,17.83,17.172,1.484,1.416
32.6,4.249,2.353,0.833,19.849,17.782,1.484,1.416
32.6,3.744,2.314,0.786,12.568,14.128,1.484,1.416
32.6,3.56,2.27,0.77,15.339,15.181,1.484,1.416
32.6,33326.16,142.988,1.0,17.376,17.401,1.484,1.416
32.6,4.408,2.322,0.85,16.093,15.718,1.484,1.416
32.6,4.452,2.248,0.863,14.453,16.195,1.484,1.416
32.6,5.459,2.48,0.891,21.592,18.244,1.484,1.416
32.6,3.503,2.289,0.757,17.055,15.887,1.484,1.416
32.6,6.434,2.538,0.919,21.985,18.629,1.484,1.416
32.6,5.743,2.572,0.894,25.481,19.755,1.484,1.416
32.6,6.683,2.638,0.919,24.541,19.759,1.484,1.416
32.6,5.791,2.663,0.888,24.932,19.717,1.484,1.416
32.6,5.501,2.52,0.889,22.317,18.495,1.484,1.416
32.6,3.772,2.273,0.798,16.635,16.276,1.484,1.416
32.6,5.335,2.4,0.893,18.302,17.408,1.484,1.416
32.6,4.291,2.354,0.836,20.046,17.225,1.484,1.416
32.6,5.399,2.426,0.893,18.37,17.837,1.484,1.416
32.6,6.28,2.628,0.908,25.044,19.652,1.484,1.416
32.6,5.471,2.481,0.891,22.056,18.7,1.484,1.416
32.6,8.953,2.778,0.951,23.731,19.507,1.484,1.416
32.6,4.883,2.479,0.862,16.849,16.257,1.484,1.416
32.6,7.387,2.839,0.923,16.412,17.412,1.484,1.416
32.6,6.204,2.542,0.912,24.075,19.355,1.484,1.416
32.6,4.241,2.442,0.817,20.792,17.999,1.484,1.416
32.6,3.931,2.285,0.814,12.709,14.199,1.484,1.416
32.6,4.858,2.374,0.872,20.195,17.956,1.484,1.416
32.6,4.202,2.351,0.829,17.913,16.733,1.484,1.416
32.6,5.362,2.588,0.876,21.239,18.509,1.484,1.416
32.6,3.71,2.383,0.766,16.475,15.65,1.484,1.416
32.6,3.962,2.348,0.806,16.099,15.677,1.484,1.416
32.6,58143.051,230.855,1.0,13.005,15.834,1.484,1.416
32.6,4.525,2.5,0.834,15.182,15.453,1.484,1.416
32.6,4.982,2.479,0.867,22.324,18.557,1.484,1.416
32.6,4.769,2.393,0.865,21.246,18.065,1.484,1.416
32.6,33343.403,148.727,1.0,16.63,16.814,1.484,1.416
32.6,5.72,2.551,0.895,23.41,18.944,1.484,1.416
32.6,69704.6,236.911,1.0,14.424,16.424,1.484,1.416
32.6,3.302,2.105,0.771,7.728,11.312,1.484,1.416
32.6,2.624,1.895,0.692,8.377,11.586,1.484,1.416
32.9,4.715,2.308,0.872,17.842,17.358,1.49,1.441
32.9,4.905,2.569,0.852,20.209,17.72,1.49,1.441
32.9,4.622,2.376,0.858,20.055,18.052,1.49,1.441
32.9,3.318,2.183,0.753,12.796,13.934,1.49,1.441
32.9,27053.266,137.339,1.0,13.771,14.836,1.49,1.441
32.9,2.538,2.13,0.544,10.888,12.83,1.49,1.441
32.9,5.632,2.521,0.894,20.738,17.908,1.49,1.441
32.9,4.999,2.529,0.863,20.857,17.811,1.49,1.441
32.9,35974.214,160.276,1.0,14.769,15.485,1.49,1.441
32.9,4.94,2.953,0.802,31.733,22.164,1.49,1.441
32.9,6.495,2.566,0.919,23.489,19.65,1.49,1.441
32.9,5.936,2.601,0.899,24.138,19.353,1.49,1.441
32.9,4.615,2.46,0.846,21.304,18.21,1.49,1.441
32.9,5.37,2.531,0.882,22.84,18.817,1.49,1.441
32.9,7.576,2.622,0.938,24.137,19.616,1.49,1.441
32.9,5.008,2.513,0.865,23.119,18.755,1.49,1.441
32.9,30541.426,153.814,1.0,14.356,15.401,1.49,1.441
32.9,4.489,2.211,0.87,16.744,16.546,1.49,1.441
32.9,3.077,2.125,0.723,12.073,13.427,1.49,1.441
32.9,34053.063,154.187,1.0,14.842,16.463,1.49,1.441
32.9,4.685,2.369,0.863,19.166,17.697,1.49,1.441
32.9,5.528,2.597,0.883,18.485,17.292,1.49,1.441
32.9,6.46,2.731,0.906,20.412,18.121,1.49,1.441
32.9,4.183,2.179,0.854,12.752,14.183,1.49,1.441
32.9,4.323,2.424,0.828,17.205,16.191,1.49,1.441
32.9,4.617,2.477,0.844,16.686,16.087,1.49,1.441
32.9,6.454,2.591,0.916,19.409,17.424,1.49,1.441
32.9,5.151,2.324,0.892,17.256,16.654,1.49,1.441
32.9,7.418,2.632,0.935,25.348,20.053,1.49,1.441
32.9,5.822,2.649,0.89,22.035,18.47,1.49,1.441
32.9,7.228,2.765,0.924,25.428,20.062,1.49,1.441
32.9,5.779,2.57,0.896,21.333,18.176,1.49,1.441
32.9,6.303,2.428,0.923,18.736,17.576,1.49,1.441
32.9,5.47,2.624,0.877,18.556,17.019,1.49,1.441
32.9,4.117,2.364,0.819,17.822,16.353,1.49,1.441
32.9,4.359,2.512,0.817,20.287,17.607,1.49,1.441
32.9,5.325,2.538,0.879,14.02,15.115,1.49,1.441
32.9,120052.114,289.639,1.0,27.034,21.758,1.49,1.441
32.9,46060.744,171.807,1.0,18.002,16.98,1.49,1.441
32.9,4.866,2.446,0.864,20.246,17.566,1.49,1.441
32.9,35835.447,157.786,1.0,18.556,17.87,1.49,1.441
32.9,5.542,2.519,0.891,23.166,19.015,1.49,1.441
32.9,3.744,2.259,0.797,13.856,14.535,1.49,1.441
32.9,4.502,2.284,0.862,16.914,16.86,1.49,1.441
32.9,5.594,2.493,0.895,22.952,18.807,1.49,1.441
32.9,5.745,2.58,0.894,24.189,19.323,1.49,1.441
32.9,5.36,2.54,0.881,20.631,17.715,1.49,1.441
32.9,5.827,2.407,0.911,18.105,17.217,1.49,1.441
32.9,4.657,2.44,0.852,17.769,16.528,1.49,1.441
32.9,2.743,2.132,0.629,12.518,13.52,1.49,1.441
32.9,6.568,2.587,0.919,21.558,18.296,1.49,1.441
32.9,5.811,2.855,0.871,23.689,20.024,1.49,1.441
32.9,5.877,2.533,0.902,20.168,17.923,1.49,1.441
32.9,52720.833,194.173,1.0,16.923,17.393,1.49,1.441
32.9,5.073,2.615,0.857,22.735,18.798,1.49,1.441
32.9,6.043,2.404,0.917,17.784,17.483,1.49,1.441
32.9,3.764,2.373,0.776,16.122,15.507,1.49,1.441
32.9,10.39,3.309,0.948,28.01,21.232,1.49,1.441
32.9,6.872,2.569,0.928,25.641,20.142,1.49,1.441
32.9,5.575,2.549,0.889,24.62,19.379,1.49,1.441
32.9,5.505,2.637,0.878,22.762,18.746,1.49,1.441
32.9,5.439,2.447,0.893,21.395,18.221,1.49,1.441
32.9,4.873,2.234,0.889,10.717,14.228,1.49,1.441
32.9,6.105,2.616,0.904,17.627,17.042,1.49,1.441
32.9,5.083,2.487,0.872,16.174,15.92,1.49,1.441
32.9,4.385,2.357,0.843,17.562,17.25,1.49,1.441
32.9,25558.849,133.508,1.0,14.0,14.943,1.49,1.441
32.9,6.544,2.469,0.926,20.14,17.959,1.49,1.441
32.9,5.473,2.551,0.885,21.724,18.264,1.49,1.441
32.9,5.291,2.455,0.886,20.448,17.967,1.49,1.441
32.9,10.557,3.117,0.955,22.743,19.148,1.49,1.441
32.9,3.795,2.314,0.793,16.978,15.985,1.49,1.441
32.9,100259.858,293.185,1.0,23.476,19.6,1.49,1.441
32.9,4.591,2.42,0.85,17.116,16.11,1.49,1.441
32.9,5.758,2.492,0.902,16.147,17.044,1.49,1.441
32.9,5.633,2.553,0.891,17.694,16.664,1.49,1.441
32.9,4.746,2.467,0.854,19.307,17.079,1.49,1.441
32.9,5.151,2.507,0.874,20.05,17.866,1.49,1.441
32.9,5.943,2.506,0.907,22.569,18.746,1.49,1.441
32.9,4.329,2.46,0.823,19.149,17.14,1.49,1.441
32.9,4.76,2.57,0.842,21.525,17.99,1.49,1.441
32.9,3.478,2.158,0.784,15.434,15.304,1.49,1.441
32.9,5.614,2.572,0.889,21.948,18.614,1.49,1.441
32.9,4.02,2.339,0.813,15.02,15.096,1.49,1.441
32.9,6.528,2.667,0.913,22.362,18.654,1.49,1.441
32.9,5.316,2.593,0.873,21.482,18.344,1.49,1.441
32.9,6.102,2.574,0.907,17.704,16.869,1.49,1.441
32.9,4.038,2.283,0.825,17.022,15.998,1.49,1.441
32.9,34340.667,145.5,1.0,16.12,16.374,1.49,1.441
32.9,4.726,2.476,0.852,19.877,17.566,1.49,1.441
32.9,5.167,2.532,0.872,23.426,18.776,1.49,1.441
32.9,6.45,2.743,0.905,22.891,19.025,1.49,1.441
32.9,4.68,2.302,0.871,16.498,16.277,1.49,1.441
32.9,8.979,2.936,0.945,26.754,20.658,1.49,1.441
32.9,4.237,2.347,0.833,18.03,16.462,1.49,1.441
32.9,4.871,2.314,0.88,20.558,18.149,1.49,1.441
32.9,3.911,2.326,0.804,19.161,16.967,1.49,1.441
32.9,4.177,2.386,0.821,19.82,17.202,1.49,1.441
32.9,5.487,2.404,0.899,18.137,16.715,1.49,1.441
32.9,5.866,2.5,0.905,22.228,18.896,1.49,1.441
33.1,63472.769,188.055,1.0,16.908,17.265,1.485,1.449
33.1,5.48,2.583,0.882,22.668,18.685,1.485,1.449
33.1,3.711,2.399,0.763,14.957,15.233,1.485,1.449
33.1,76896.32,239.124,1.0,15.932,16.528,1.485,1.449
33.1,3.247,2.258,0.719,13.58,14.296,1.485,1.449
33.1,6.481,2.716,0.908,25.382,19.777,1.485,1.449
33.1,43276.473,180.357,1.0,15.634,15.663,1.485,1.449
33.1,3.646,3.292,0.43,22.165,19.021,1.485,1.449
33.1,4.904,2.528,0.857,21.782,18.148,1.485,1.449
33.1,5.821,2.577,0.897,17.744,16.996,1.485,1.449
33.1,4.735,2.458,0.855,21.705,18.29,1.485,1.449
33.1,3.923,2.346,0.802,13.96,14.701,1.485,1.449
33.1,4.848,2.541,0.852,22.043,18.344,1.485,1.449
33.1,4.425,2.384,0.842,15.356,15.495,1.485,1.449
33.1,2.784,2.036,0.682,11.642,13.573,1.485,1.449
33.1,7.282,2.74,0.927,24.036,19.516,1.485,1.449
33.1,57483.324,227.272,1.0,13.053,16.822,1.485,1.449
33.1,3.424,2.942,0.511,25.161,18.953,1.485,1.449
33.1,6.678,2.651,0.918,20.108,17.744,1.485,1.449
33.1,3.931,2.284,0.814,17.016,15.954,1.485,1.449
33.1,6.474,2.473,0.924,17.528,16.752,1.485,1.449
33.1,5.065,3.411,0.739,35.549,23.508,1.485,1.449
33.1,4.814,2.43,0.863,19.39,17.488,1.485,1.449
33.1,5.54,2.543,0.888,17.598,16.552,1.485,1.449
33.1,6.4,2.654,0.91,23.938,19.316,1.485,1.449
33.1,4.711,2.377,0.863,14.564,15.077,1.485,1.449
33.1,5.668,2.366,0.909,16.484,17.115,1.485,1.449
33.1,8.213,2.901,0.936,25.109,19.975,1.485,1.449
33.1,4.461,2.424,0.839,15.67,15.496,1.485,1.449
33.1,6.562,2.949,0.893,24.716,19.871,1.485,1.449
33.1,5.303,2.498,0.882,20.149,17.728,1.485,1.449
33.1,4.106,2.251,0.836,17.68,16.468,1.485,1.449
33.1,5.478,2.301,0.907,16.582,16.757,1.485,1.449
33.1,3.661,2.311,0.776,15.736,15.221,1.485,1.449
33.1,5.31,2.443,0.888,20.358,17.994,1.485,1.449
33.1,5.708,2.642,0.886,20.456,17.839,1.485,1.449
33.1,3.3,2.279,0.723,14.79,15.076,1.485,1.449
33.1,4.23,2.315,0.837,15.501,15.424,1.485,1.449
33.1,4.705,2.285,0.874,16.942,17.053,1.485,1.449
33.1,6.261,2.706,0.902,23.674,19.288,1.485,1.449
33.1,4.306,2.734,0.773,24.71,19.418,1.485,1.449
33.1,5.925,2.707,0.89,25.256,19.647,1.485,1.449
33.1,4.637,2.399,0.856,18.62,16.789,1.485,1.449
33.1,51664.521,175.739,1.0,18.563,17.933,1.485,1.449
33.1,3.879,2.548,0.754,20.513,18.247,1.485,1.449
33.1,4.639,2.504,0.842,16.229,15.835,1.485,1.449
33.1,51502.842,188.12,1.0,20.119,17.814,1.485,1.449
33.1,4.265,2.418,0.824,20.359,17.4,1.485,1.449
33.1,8.125,2.866,0.936,21.376,18.473,1.485,1.449
33.1,4.413,2.275,0.857,14.51,14.876,1.485,1.449
33.1,6.402,2.754,0.903,23.453,19.316,1.485,1.449
33.1,71198.377,212.392,1.0,24.954,20.109,1.485,1.449
33.1,5.311,2.543,0.878,14.822,15.975,1.485,1.449
33.1,4.111,2.333,0.823,15.829,15.764,1.485,1.449
33.1,5.577,2.523,0.892,16.751,16.185,1.485,1.449
33.1,4.726,2.467,0.853,20.6,18.064,1.485,1.449
33.1,4.513,2.507,0.831,17.69,16.403,1.485,1.449
33.1,5.768,2.603,0.892,22.948,18.976,1.485,1.449
33.1,6.321,2.594,0.912,16.946,17.189,1.485,1.449
33.1,5.706,2.65,0.886,18.361,17.701,1.485,1.449
33.1,35870.576,154.074,1.0,19.265,17.533,1.485,1.449
33.1,4.964,2.557,0.857,22.081,18.377,1.485,1.449
33.1,39018.435,174.684,1.0,16.719,17.299,1.485,1.449
33.1,6.48,2.753,0.905,27.499,20.692,1.485,1.449
33.1,5.937,2.666,0.894,23.288,19.323,1.485,1.449
33.1,7.44,3.144,0.906,26.156,20.756,1.485,1.449
33.1,6.036,2.697,0.895,20.106,17.877,1.485,1.449
33.1,76506.703,221.211,1.0,22.621,19.162,1.485,1.449
33.1,4.016,2.304,0.819,17.074,16.241,1.485,1.449
33.1,6.215,2.566,0.911,22.462,18.653,1.485,1.449
33.1,4.16,2.492,0.801,21.453,17.976,1.485,1.449
33.1,5.03,2.482,0.87,20.705,17.684,1.485,1.449
33.1,6.335,2.655,0.908,24.525,19.512,1.485,1.449
33.1,5.36,2.563,0.878,14.949,15.574,1.485,1.449
33.1,5.611,2.484,0.897,19.631,17.478,1.485,1.449
33.1,4.208,2.46,0.811,18.835,17.049,1.485,1.449
33.1,5.338,2.672,0.866,24.553,19.559,1.485,1.449
33.1,5.951,2.582,0.901,20.864,18.088,1.485,1.449
33.1,2.981,2.352,0.614,15.453,15.245,1.485,1.449
33.1,5.006,2.422,0.875,15.365,15.441,1.485,1.449
33.1,4.262,2.373,0.831,16.304,15.844,1.485,1.449
33.1,5.578,2.639,0.881,21.215,18.347,1.485,1.449
33.1,5.095,2.561,0.865,21.734,18.333,1.485,1.449
33.1,4.14,2.249,0.84,14.741,15.263,1.485,1.449
33.1,8.106,2.688,0.943,24.449,19.58,1.485,1.449
33.1,4.996,2.338,0.884,13.291,14.806,1.485,1.449
33.1,3.316,2.196,0.749,13.455,14.141,1.485,1.449
33.1,8.409,2.898,0.939,17.599,17.679,1.485,1.449
33.1,6.81,2.66,0.921,24.536,19.6,1.485,1.449
33.1,7.071,2.687,0.925,16.228,16.457,1.485,1.449
33.1,4.779,2.51,0.851,20.295,17.857,1.485,1.449
33.1,5.161,2.341,0.891,17.917,17.748,1.485,1.449
33.1,6.547,2.792,0.905,25.38,20.091,1.485,1.449
33.1,5.385,2.972,0.834,22.342,18.913,1.485,1.449
33.1,4.997,2.495,0.866,17.839,16.875,1.485,1.449
33.1,7.449,2.766,0.929,22.51,18.951,1.485,1.449
33.1,6.007,2.653,0.897,21.523,18.166,1.485,1.449
33.1,4.051,2.276,0.827,15.735,15.629,1.485,1.449
33.1,4.842,2.496,0.857,21.111,18.43,1.485,1.449
33.1,3.922,2.304,0.809,14.93,15.302,1.485,1.449
33.3,5.811,2.701,0.885,18.849,17.598,1.481,1.439
33.3,4.028,3.222,0.6,27.983,20.527,1.481,1.439
33.3,5.292,2.528,0.878,20.673,17.719,1.481,1.439
33.3,6.133,2.661,0.901,24.744,19.574,1.481,1.439
33.3,3.836,2.372,0.786,19.265,18.529,1.481,1.439
33.3,7.101,2.762,0.921,20.256,18.079,1.481,1.439
33.3,5.271,2.523,0.878,22.451,18.548,1.481,1.439
33.3,4.588,2.556,0.831,20.349,17.585,1.481,1.439
33.3,61070.865,195.611,1.0,22.249,18.992,1.481,1.439
33.3,7.68,2.775,0.932,23.535,19.394,1.481,1.439
33.3,4.997,2.335,0.884,15.413,15.712,1.481,1.439
33.3,65082.408,207.354,1.0,18.674,17.418,1.481,1.439
33.3,4.494,2.39,0.847,12.576,14.758,1.481,1.439
33.3,4.592,2.472,0.843,18.165,16.802,1.481,1.439
33.3,72590.156,253.531,1.0,16.052,17.293,1.481,1.439
33.3,6.979,2.803,0.916,24.439,19.778,1.481,1.439
33.3,6.355,2.699,0.905,20.996,18.362,1.481,1.439
33.3,3.2,2.203,0.725,12.519,13.977,1.481,1.439
33.3,3.602,2.195,0.793,12.537,13.871,1.481,1.439
33.3,52959.904,185.69,1.0,21.87,18.532,1.481,1.439
33.3,4.25,2.806,0.751,21.695,19.36,1.481,1.439
33.3,6.307,2.549,0.915,22.287,18.979,1.481,1.439
33.3,5.591,2.589,0.886,17.881,16.778,1.481,1.439
33.3,3.071,2.1,0.73,10.91,12.89,1.481,1.439
33.3,6.237,2.594,0.909,18.974,17.208,1.481,1.439
33.3,4.699,2.281,0.874,24.017,20.792,1.481,1.439
33.3,5.052,2.525,0.866,21.349,18.112,1.481,1.439
33.3,5.825,2.69,0.887,20.9,18.11,1.481,1.439
33.3,4.918,2.486,0.863,17.219,16.687,1.481,1.439
33.3,47793.275,180.727,1.0,22.115,19.224,1.481,1.439
33.3,5.094,2.543,0.866,17.527,16.473,1.481,1.439
33.3,3.183,2.942,0.382,19.922,17.703,1.481,1.439
33.3,7.388,2.724,0.93,26.446,20.346,1.481,1.439
33.3,5.728,2.623,0.889,22.762,18.898,1.481,1.439
33.3,5.998,2.465,0.912,15.691,15.913,1.481,1.439
33.3,6.484,2.758,0.905,19.215,17.96,1.481,1.439
33.3,5.399,2.61,0.875,18.483,17.646,1.481,1.439
33.3,4.634,2.499,0.842,20.992,17.83,1.481,1.439
33.3,5.17,2.473,0.878,19.889,17.621,1.481,1.439
33.3,5.023,2.44,0.874,21.197,17.94,1.481,1.439
33.3,4.014,2.346,0.811,15.903,15.778,1.481,1.439
33.3,6.264,2.578,0.911,24.353,19.436,1.481,1.439
33.3,54894.499,232.043,1.0,10.552,14.018,1.481,1.439
33.3,6.166,2.651,0.903,24.474,19.508,1.481,1.439
33.3,3.824,2.39,0.781,16.852,16.105,1.481,1.439
33.3,3.558,2.111,0.805,9.26,12.354,1.481,1.439
33.3,5.027,2.517,0.866,22.843,18.598,1.481,1.439
33.3,5.649,2.573,0.89,24.316,19.305,1.481,1.439
33.3,6.496,2.538,0.921,18.95,17.585,1.481,1.439
33.3,5.403,2.623,0.874,20.16,17.718,1.481,1.439
33.3,4.57,2.431,0.847,18.293,16.703,1.481,1.439
33.3,7.217,2.801,0.922,20.337,18.098,1.481,1.439
33.3,4.064,2.416,0.804,13.624,14.667,1.481,1.439
33.3,6.765,2.693,0.917,23.775,19.369,1.481,1.439
33.3,5.685,2.519,0.896,22.413,18.751,1.481,1.439
33.3,4.705,2.443,0.855,19.32,17.142,1.481,1.439
33.3,5.029,2.514,0.866,16.33,15.978,1.481,1.439
33.3,4.089,2.404,0.809,17.465,16.328,1.481,1.439
33.3,6.699,2.722,0.914,22.709,18.966,1.481,1.439
33.3,6.26,2.633,0.907,23.776,19.403,1.481,1.439
33.3,3.925,2.421,0.787,14.87,15.371,1.481,1.439
33.3,4.799,2.345,0.872,18.775,17.338,1.481,1.439
33.3,7.033,2.682,0.924,21.282,18.335,1.481,1.439
33.3,6.329,2.638,0.909,19.373,17.36,1.481,1.439
33.3,5.064,2.475,0.872,19.643,17.327,1.481,1.439
33.3,5.557,2.484,0.895,20.529,17.911,1.481,1.439
33.3,57728.935,216.377,1.0,13.365,16.766,1.481,1.439
33.3,7.629,2.81,0.93,15.122,16.072,1.481,1.439
33.3,4.683,2.535,0.841,18.771,16.865,1.481,1.439
33.3,29542.371,137.526,1.0,19.343,17.546,1.481,1.439
33.3,7.134,2.764,0.922,24.811,19.812,1.481,1.439
33.3,5.387,2.64,0.872,24.056,19.151,1.481,1.439
33.3,4.89,2.396,0.872,17.91,17.301,1.481,1.439
33.3,4.708,2.368,0.864,16.495,15.816,1.481,1.439
33.3,4.76,2.448,0.858,19.849,17.433,1.481,1.439
33.3,5.087,2.53,0.868,21.699,18.536,1.481,1.439
33.3,5.094,2.491,0.872,17.359,16.628,1.481,1.439
