true_angle,semi_major_axis,semi_minor_axis,eccentricity,convex_hull_area,convex_hull_perimeter
0.2,21.909,21.491,0.194,1402.717,135.03
0.2,22.317,21.545,0.261,1443.614,136.62
0.2,22.215,21.943,0.156,1495.433,138.357
0.2,22.267,21.737,0.217,1471.9,137.763
0.2,22.514,21.078,0.351,1435.733,136.468
0.2,22.226,21.679,0.22,1466.483,137.326
0.2,22.237,21.809,0.195,1450.685,137.023
0.2,22.11,21.066,0.304,1401.565,134.888
0.2,22.208,21.97,0.146,1458.935,137.509
0.2,21.718,20.879,0.275,1371.059,132.927
0.2,22.617,21.258,0.341,1405.649,135.403
0.2,22.233,21.929,0.165,1448.24,136.901
0.2,22.444,21.98,0.202,1486.351,138.415
0.2,21.997,21.429,0.226,1430.167,136.118
0.2,22.488,20.854,0.374,1390.886,135.435
0.2,22.669,21.739,0.283,1479.375,138.218
0.2,21.74,21.33,0.193,1401.918,134.759
0.2,22.053,21.256,0.266,1369.46,134.157
0.2,22.693,20.981,0.381,1424.332,135.797
0.2,22.144,21.918,0.143,1444.698,137.094
0.2,21.856,21.7,0.119,1378.039,134.689
0.2,22.354,21.403,0.289,1430.896,136.401
0.2,22.094,21.33,0.261,1396.974,134.975
0.2,22.436,21.963,0.204,1483.654,138.351
0.2,22.788,20.613,0.426,1390.061,135.365
0.2,22.117,21.716,0.19,1429.625,136.714
0.2,22.483,20.848,0.374,1426.664,136.035
0.2,22.288,22.061,0.142,1485.278,138.477
0.2,22.451,21.701,0.256,1451.857,137.212
0.2,22.984,21.162,0.39,1446.682,136.806
0.2,22.29,21.156,0.315,1414.884,135.232
0.2,22.044,21.647,0.189,1436.95,136.552
0.2,22.218,22.02,0.133,1475.618,138.342
0.2,22.322,21.6,0.252,1453.938,137.297
0.2,22.44,21.37,0.305,1425.062,136.1
0.2,22.153,21.9,0.151,1430.097,136.715
0.2,22.307,21.044,0.332,1393.138,134.845
0.2,22.158,21.227,0.287,1426.386,135.603
0.2,22.362,21.472,0.279,1436.901,136.603
0.2,21.865,21.521,0.177,1405.268,135.025
0.2,22.056,21.754,0.165,1455.906,136.794
0.2,22.155,21.696,0.203,1444.965,136.893
1.2,22.367,21.3,0.305,1447.299,136.462
1.2,21.915,21.873,0.062,1438.148,136.612
1.2,22.246,21.455,0.264,1447.297,136.846
1.2,22.474,21.165,0.336,1450.099,136.36
1.2,21.926,21.499,0.197,1417.044,135.361
1.2,22.215,21.506,0.251,1432.837,136.076
1.2,21.939,21.743,0.134,1425.204,135.976
1.2,22.356,21.52,0.271,1448.064,137.057
1.2,21.808,21.593,0.14,1425.307,135.847
1.2,22.199,21.699,0.211,1459.241,137.062
1.2,22.097,21.849,0.149,1454.797,137.048
1.2,22.041,20.651,0.349,1382.867,133.799
1.2,22.095,22.005,0.09,1473.734,137.725
1.2,21.978,21.658,0.17,1445.313,136.502
1.2,21.71,21.003,0.253,1360.113,132.837
1.2,22.322,21.472,0.273,1424.303,136.032
1.2,22.278,21.543,0.255,1441.536,136.6
1.2,21.921,21.375,0.222,1410.887,135.394
1.2,21.911,21.816,0.093,1427.552,135.945
1.2,22.03,21.052,0.295,1367.262,133.809
1.2,22.04,21.634,0.191,1440.712,136.237
1.2,22.105,21.702,0.19,1425.594,136.237
1.2,22.056,21.013,0.304,1389.5,134.463
1.2,22.224,22.104,0.104,1442.309,137.089
1.2,22.339,21.263,0.307,1443.449,136.484
1.2,22.089,21.57,0.216,1413.513,136.047
1.2,21.726,21.273,0.203,1403.438,134.496
1.2,22.288,21.538,0.257,1416.031,136.123
1.2,22.459,21.657,0.265,1447.008,136.992
1.2,22.264,21.091,0.32,1433.353,135.787
1.2,22.231,21.85,0.184,1467.416,137.404
1.2,22.182,21.907,0.157,1463.268,137.313
1.2,22.04,21.626,0.193,1411.702,135.814
1.2,22.295,21.353,0.288,1403.792,135.456
1.2,22.263,20.642,0.375,1368.004,133.64
1.2,22.417,21.538,0.277,1460.498,136.927
1.2,22.465,21.32,0.315,1452.174,136.752
1.2,22.371,20.662,0.383,1385.742,134.416
1.2,22.526,21.021,0.359,1409.762,135.653
1.2,22.632,20.842,0.39,1423.135,135.59
1.2,22.422,21.95,0.204,1458.646,137.51
1.2,22.264,21.615,0.24,1446.839,136.68
1.2,22.062,20.996,0.307,1408.475,135.143
1.2,22.242,21.427,0.268,1446.522,136.409
1.2,21.809,21.661,0.116,1421.385,135.556
1.2,21.758,21.473,0.161,1420.566,135.414
1.2,22.192,21.564,0.236,1442.765,136.222
1.2,21.961,21.817,0.114,1426.098,135.936
1.2,21.49,21.221,0.158,1373.464,133.3
1.2,21.742,21.586,0.12,1407.996,135.652
0.6,22.364,21.115,0.33,1442.554,136.125
0.6,22.126,21.632,0.21,1420.424,135.894
0.6,22.068,21.429,0.239,1417.722,135.303
0.6,22.394,22.071,0.169,1496.482,138.524
0.6,22.276,21.494,0.263,1450.775,136.653
0.6,22.255,22.016,0.146,1480.009,137.99
0.6,22.198,22.012,0.129,1481.021,137.916
0.6,22.28,21.21,0.306,1410.357,135.377
0.6,22.611,20.989,0.372,1417.505,135.803
0.6,22.453,21.155,0.335,1420.12,136.045
0.6,22.031,21.944,0.089,1417.942,136.423
0.6,22.051,21.711,0.175,1451.51,136.901
0.6,22.369,21.573,0.264,1437.73,136.815
0.6,22.095,21.615,0.207,1433.516,136.365
0.6,22.259,21.552,0.25,1448.499,136.698
0.6,21.944,21.613,0.173,1426.941,136.014
0.6,22.003,21.848,0.118,1440.678,136.463
0.6,22.553,21.502,0.302,1451.583,136.965
0.6,22.054,20.997,0.306,1382.052,134.267
0.6,22.117,21.422,0.249,1432.842,135.806
0.6,21.901,21.531,0.183,1409.376,135.3
0.6,22.351,21.534,0.268,1450.895,136.916
0.6,21.856,21.375,0.209,1408.658,134.973
0.6,22.463,21.656,0.266,1423.992,136.209
0.6,22.386,21.747,0.237,1467.295,137.633
0.6,22.205,21.595,0.233,1435.814,136.625
0.6,22.109,21.172,0.288,1382.863,134.309
0.6,22.171,21.584,0.229,1441.727,136.586
0.6,22.072,21.42,0.241,1408.392,135.193
0.6,22.401,22.147,0.15,1513.532,139.049
0.6,22.015,21.604,0.192,1435.758,136.763
0.6,21.99,21.574,0.194,1392.244,134.698
0.6,22.471,21.869,0.23,1482.027,138.012
0.6,22.014,21.463,0.222,1426.816,135.573
0.6,22.308,21.758,0.221,1470.777,137.473
0.6,22.04,21.241,0.267,1383.163,134.049
0.6,22.269,20.965,0.337,1407.198,134.837
0.6,22.136,21.921,0.139,1419.996,136.441
0.6,22.178,21.492,0.247,1435.08,136.311
0.6,22.436,21.355,0.307,1445.087,136.462
0.6,21.813,21.749,0.077,1422.746,136.115
0.6,22.201,21.787,0.192,1450.518,136.981
0.6,22.521,21.161,0.342,1412.757,135.846
0.6,21.984,21.792,0.132,1424.785,136.121
0.6,22.018,21.736,0.16,1443.729,136.333
0.6,22.326,21.596,0.254,1440.538,136.755
0.6,22.186,21.414,0.261,1434.154,136.224
0.6,22.493,21.632,0.274,1460.152,137.296
0.6,22.047,21.687,0.18,1447.411,136.418
0.6,22.46,21.274,0.321,1419.231,136.042
1.6,22.288,21.474,0.268,1454.192,136.838
1.6,21.948,21.641,0.167,1424.654,136.046
1.6,22.221,21.749,0.205,1473.089,137.705
1.6,22.037,21.309,0.255,1402.348,135.148
1.6,22.006,21.71,0.164,1437.032,136.399
1.6,22.337,21.972,0.18,1433.596,137.201
1.6,22.156,21.365,0.265,1426.073,136.092
1.6,22.198,21.329,0.277,1433.643,135.94
1.6,22.449,21.372,0.306,1441.117,136.814
1.6,21.937,20.915,0.302,1346.369,133.204
1.6,22.27,21.971,0.163,1482.074,138.117
1.6,22.354,21.549,0.266,1460.037,137.399
1.6,22.077,21.448,0.237,1411.953,135.435
1.6,22.12,21.571,0.221,1442.17,136.969
1.6,21.969,20.985,0.296,1377.663,134.238
1.6,21.984,21.467,0.216,1413.604,135.619
1.6,22.439,21.392,0.302,1441.779,136.515
1.6,22.041,21.232,0.268,1396.346,134.852
1.6,22.15,21.872,0.158,1459.662,137.132
1.6,22.112,21.74,0.183,1449.931,136.709
1.6,21.904,21.204,0.251,1391.456,134.528
1.6,22.208,21.283,0.286,1403.499,134.958
1.6,22.04,20.737,0.339,1369.258,133.175
1.6,22.515,20.899,0.372,1427.552,135.836
1.6,22.423,21.84,0.227,1444.744,136.952
1.6,22.08,21.133,0.29,1431.787,135.893
1.6,22.155,21.783,0.182,1452.169,137.081
1.6,22.452,21.859,0.228,1438.567,137.025
1.6,22.459,20.884,0.368,1408.757,135.247
1.6,22.329,21.536,0.264,1451.215,137.165
1.6,22.312,21.297,0.298,1439.433,136.083
1.6,22.143,20.865,0.335,1406.715,134.961
1.6,21.929,21.587,0.176,1429.18,136.145
1.6,22.279,21.4,0.278,1413.618,136.096
1.6,22.359,21.959,0.188,1470.328,137.895
1.6,21.897,21.54,0.18,1423.614,135.482
1.6,22.119,21.363,0.259,1408.616,135.225
1.6,22.017,21.841,0.126,1448.576,136.662
1.6,22.331,21.46,0.277,1422.04,136.216
1.6,22.58,21.172,0.348,1443.875,136.509
1.6,22.248,21.377,0.277,1426.05,135.975
1.6,22.481,21.706,0.26,1450.789,137.153
1.6,21.656,21.412,0.15,1411.472,134.932
1.6,22.014,21.8,0.139,1414.755,135.497
1.6,22.319,21.813,0.212,1481.687,137.785
1.6,22.516,20.943,0.367,1427.776,135.89
1.6,22.064,21.634,0.196,1415.033,135.538
1.6,22.113,21.482,0.237,1432.069,136.33
1.6,22.242,22.09,0.116,1490.859,138.486
1.6,22.077,21.833,0.148,1448.087,136.754
1.4,21.907,21.344,0.225,1382.795,134.302
1.4,22.102,21.279,0.27,1426.793,135.467
1.4,21.801,21.673,0.108,1399.986,134.881
1.4,22.026,21.638,0.187,1428.503,136.156
1.4,22.133,21.352,0.263,1409.812,135.311
1.4,22.121,21.401,0.253,1427.882,135.767
1.4,22.251,21.278,0.292,1390.252,135.095
1.4,22.314,21.556,0.258,1452.811,136.912
1.4,22.128,21.728,0.189,1424.094,136.075
1.4,21.829,21.373,0.203,1403.409,134.758
1.4,21.73,21.376,0.18,1403.868,135.209
1.4,22.342,21.491,0.274,1432.615,136.609
1.4,22.209,21.695,0.214,1461.849,137.068
1.4,22.263,21.854,0.191,1443.322,137.045
1.4,22.286,20.972,0.338,1407.94,135.539
1.4,22.447,21.195,0.329,1424.198,135.83
1.4,22.227,21.721,0.212,1456.202,137.225
1.4,22.304,21.818,0.208,1433.577,137.097
1.4,22.186,21.712,0.206,1440.901,136.854
1.4,22.127,21.452,0.245,1404.736,135.802
1.4,22.186,21.257,0.286,1411.254,135.503
1.4,21.337,20.915,0.198,1336.295,132.301
1.4,22.414,21.337,0.306,1371.832,134.909
1.4,21.843,21.253,0.231,1400.532,134.743
1.4,22.333,21.808,0.216,1467.216,137.528
1.4,22.101,21.688,0.192,1447.195,136.981
1.4,22.262,22.147,0.101,1457.373,137.811
1.4,22.349,20.708,0.376,1376.341,133.98
1.4,21.92,21.291,0.238,1381.077,134.285
1.4,21.995,21.883,0.101,1466.079,137.055
1.4,22.236,21.802,0.197,1445.477,137.399
1.4,22.389,21.809,0.226,1466.653,137.543
1.4,21.748,20.897,0.277,1316.158,131.915
1.4,21.903,21.364,0.22,1421.747,135.327
1.4,22.167,21.52,0.24,1399.315,135.317
1.4,22.418,21.619,0.265,1448.27,137.261
1.4,21.997,21.577,0.194,1443.099,136.516
1.4,22.011,21.592,0.194,1427.137,135.868
1.4,22.257,21.845,0.191,1464.983,137.778
1.4,21.908,21.365,0.221,1437.321,135.778
1.4,21.986,21.577,0.192,1432.515,135.827
1.4,22.098,21.484,0.234,1406.489,135.835
1.4,21.967,20.83,0.318,1350.475,132.843
1.4,22.516,21.618,0.28,1456.071,137.413
1.4,21.651,21.149,0.214,1398.803,133.879
1.4,21.962,21.111,0.276,1351.387,133.08
1.4,22.335,21.029,0.337,1391.908,134.724
1.4,22.204,21.53,0.245,1455.269,137.12
1.4,22.23,21.697,0.218,1437.362,136.634
1.4,22.214,21.459,0.259,1421.439,135.748
0.8,22.267,21.093,0.32,1407.808,135.246
0.8,21.799,21.21,0.231,1387.635,133.812
0.8,22.497,21.29,0.323,1395.989,135.274
0.8,22.284,21.357,0.286,1431.92,136.206
0.8,22.158,21.206,0.29,1409.668,135.593
0.8,21.815,21.238,0.229,1384.356,134.552
0.8,22.177,21.758,0.193,1419.8,136.667
0.8,22.244,20.798,0.355,1395.402,134.476
0.8,22.063,21.6,0.204,1422.288,136.036
0.8,21.955,21.678,0.158,1409.835,135.776
0.8,22.019,21.317,0.251,1411.952,135.157
0.8,22.22,21.902,0.168,1450.971,136.953
0.8,21.972,21.762,0.138,1410.977,136.193
0.8,22.387,21.45,0.286,1405.477,135.644
0.8,22.542,21.703,0.27,1397.121,135.89
0.8,22.335,21.242,0.309,1435.037,136.347
0.8,22.302,21.072,0.327,1379.457,134.908
0.8,22.035,21.335,0.25,1417.095,135.598
0.8,22.204,21.591,0.233,1447.169,136.715
0.8,21.871,20.839,0.304,1363.184,132.977
0.8,22.435,21.423,0.297,1460.606,137.189
0.8,22.339,21.906,0.196,1436.33,136.848
0.8,21.578,21.19,0.189,1388.063,134.155
0.8,22.408,21.219,0.321,1433.734,136.056
0.8,22.029,21.333,0.249,1407.147,135.103
0.8,22.019,21.4,0.235,1411.85,136.088
0.8,21.857,21.414,0.2,1397.31,134.746
0.8,22.811,20.967,0.394,1373.711,134.87
0.8,22.687,21.798,0.277,1505.148,138.88
0.8,22.815,21.658,0.314,1438.912,137.149
0.8,22.522,21.633,0.278,1460.415,137.535
0.8,21.862,20.698,0.322,1357.029,133.261
0.8,22.144,21.393,0.258,1431.617,135.881
0.8,22.356,21.629,0.253,1457.061,137.494
0.8,22.374,21.538,0.271,1448.068,136.99
0.8,22.286,21.997,0.16,1460.717,137.814
0.8,21.707,21.618,0.09,1428.719,135.552
0.8,22.416,21.127,0.334,1410.052,135.545
0.8,22.24,21.223,0.299,1426.567,136.121
0.8,22.482,21.649,0.27,1435.106,136.791
0.8,22.222,21.298,0.285,1423.268,135.92
0.8,22.611,21.8,0.266,1451.347,137.537
0.8,22.227,21.504,0.253,1425.155,136.112
0.8,22.295,21.51,0.263,1418.211,135.768
0.8,22.478,21.829,0.239,1484.634,138.222
0.8,22.119,21.797,0.17,1459.106,137.364
0.8,22.161,21.679,0.207,1450.115,137.059
0.8,22.092,21.794,0.164,1455.021,137.164
0.8,22.067,21.664,0.19,1436.958,136.317
0.8,22.288,21.149,0.316,1409.564,135.115
1.0,22.069,21.092,0.294,1414.089,134.951
1.0,22.14,21.432,0.251,1428.751,135.991
1.0,21.937,21.516,0.195,1431.028,136.068
1.0,22.138,21.509,0.237,1423.5,135.871
1.0,22.137,21.285,0.275,1397.203,135.278
1.0,22.213,21.377,0.272,1441.304,136.28
1.0,21.943,20.659,0.337,1363.775,133.248
1.0,21.591,21.461,0.11,1379.023,133.932
1.0,22.076,21.261,0.269,1412.231,135.125
1.0,22.122,21.796,0.171,1417.73,136.24
1.0,22.239,20.873,0.345,1383.459,134.169
1.0,21.881,21.654,0.144,1431.598,136.196
1.0,22.1,21.204,0.282,1404.477,135.208
1.0,22.749,20.624,0.422,1405.364,135.139
1.0,21.977,21.23,0.258,1365.657,133.852
1.0,22.168,21.727,0.199,1460.933,136.847
1.0,21.992,21.675,0.169,1458.617,136.558
1.0,21.793,21.484,0.168,1407.722,135.019
1.0,22.134,20.583,0.368,1386.775,134.089
1.0,22.137,21.643,0.21,1426.26,136.189
1.0,22.228,21.325,0.282,1420.523,135.617
1.0,22.627,21.419,0.322,1424.6,136.3
1.0,21.993,21.312,0.247,1427.21,135.889
1.0,22.003,21.537,0.205,1425.553,135.874
1.0,22.067,21.553,0.215,1446.942,136.618
1.0,22.173,20.784,0.348,1412.459,135.287
1.0,22.007,21.718,0.162,1430.134,136.27
1.0,22.28,21.052,0.327,1401.985,135.172
1.0,22.094,21.388,0.251,1442.759,136.395
1.0,22.417,21.458,0.289,1426.594,136.454
1.0,21.926,21.24,0.248,1406.073,134.88
1.0,22.04,21.838,0.135,1450.041,136.857
1.0,21.973,21.374,0.232,1426.022,135.707
1.0,22.044,21.303,0.257,1425.11,135.518
1.0,22.228,21.827,0.189,1443.472,136.949
1.0,22.054,21.09,0.292,1402.329,134.581
1.0,22.166,21.381,0.264,1401.203,135.585
1.0,22.403,21.465,0.286,1430.94,136.448
1.0,22.149,21.411,0.256,1412.822,135.478
1.0,21.844,21.362,0.209,1408.354,134.858
1.0,21.845,21.587,0.153,1435.13,136.464
1.0,22.235,20.741,0.36,1369.064,133.595
1.0,22.363,21.509,0.274,1433.674,136.319
1.0,22.229,21.314,0.284,1406.227,135.153
1.0,21.921,20.569,0.346,1347.561,132.945
1.0,22.123,21.557,0.225,1407.846,135.56
1.0,22.189,21.493,0.248,1447.745,136.54
1.0,22.32,21.073,0.33,1423.958,135.422
1.0,22.1,21.12,0.294,1382.024,134.409
1.0,22.543,21.135,0.348,1421.002,135.862
0.4,22.132,21.594,0.219,1450.251,136.869
0.4,22.061,21.542,0.216,1383.64,134.831
0.4,22.183,21.708,0.206,1432.48,136.592
0.4,22.396,21.797,0.23,1446.738,137.194
0.4,22.129,21.766,0.18,1449.96,136.9
0.4,21.954,20.888,0.308,1389.399,133.972
0.4,22.388,21.106,0.333,1400.745,134.926
0.4,21.777,21.385,0.189,1404.51,135.024
0.4,21.963,21.522,0.199,1407.546,135.501
0.4,22.075,21.786,0.161,1442.996,136.628
0.4,22.287,21.09,0.323,1431.507,135.578
0.4,22.335,21.558,0.261,1461.924,137.196
0.4,22.171,21.925,0.149,1464.288,137.263
0.4,22.209,21.817,0.187,1453.017,137.267
0.4,22.569,21.484,0.306,1425.754,136.374
0.4,22.185,21.766,0.193,1439.8,136.775
0.4,22.293,21.475,0.268,1453.103,136.666
0.4,22.364,22.11,0.15,1492.075,138.772
0.4,21.975,21.506,0.206,1408.426,135.361
0.4,22.12,21.499,0.235,1417.926,135.791
0.4,22.159,20.828,0.341,1350.709,132.636
0.4,22.189,21.886,0.165,1445.027,137.128
0.4,22.249,21.778,0.205,1444.656,136.775
0.4,22.159,21.851,0.166,1457.135,137.086
0.4,22.184,21.202,0.294,1408.361,135.588
0.4,22.725,21.349,0.343,1447.219,137.121
0.4,22.388,21.516,0.276,1471.207,137.33
0.4,22.303,21.84,0.203,1452.538,137.46
0.4,22.305,21.256,0.303,1440.327,136.102
0.4,22.152,21.014,0.316,1391.672,134.593
0.4,22.187,21.265,0.285,1388.618,134.932
0.4,22.571,21.224,0.34,1415.992,135.891
0.4,21.817,21.43,0.187,1392.92,134.753
0.4,22.254,21.454,0.266,1438.483,136.182
0.4,21.638,21.481,0.12,1403.815,135.081
0.4,22.13,21.375,0.259,1425.109,135.49
0.4,22.449,21.413,0.3,1428.791,136.056
0.4,22.148,20.844,0.338,1369.2,133.592
0.4,21.958,21.341,0.236,1404.323,135.254
0.4,22.554,21.18,0.344,1448.745,136.577
0.4,21.986,21.582,0.191,1411.751,135.987
0.4,22.236,21.516,0.252,1417.979,135.805
0.4,22.362,21.933,0.195,1420.749,136.814
0.4,22.268,21.646,0.235,1426.33,136.488
0.4,22.042,21.561,0.208,1421.036,135.622
0.4,21.73,21.479,0.151,1387.44,134.883
0.4,22.194,21.501,0.248,1420.82,136.089
0.4,22.723,21.283,0.35,1444.054,136.907
0.4,22.18,21.549,0.237,1438.441,136.378
0.4,22.268,21.108,0.318,1419.748,135.252
2.2,22.134,21.174,0.291,1419.46,135.576
2.2,21.749,21.655,0.093,1399.195,134.72
2.2,22.303,21.431,0.277,1439.709,136.86
2.2,22.105,21.885,0.141,1413.423,136.191
2.2,22.272,22.026,0.148,1480.329,138.181
2.2,22.221,21.717,0.212,1460.202,137.488
2.2,21.964,21.502,0.204,1403.778,135.54
2.2,22.799,21.185,0.369,1409.176,136.124
2.2,21.988,21.067,0.286,1395.682,133.959
2.2,22.608,21.679,0.284,1446.982,137.339
2.2,22.285,21.433,0.274,1360.775,134.604
2.2,22.462,21.93,0.216,1461.428,137.676
2.2,22.437,21.599,0.271,1472.034,137.464
2.2,22.298,21.736,0.223,1459.065,137.246
2.2,22.666,20.673,0.41,1408.059,135.836
2.2,22.46,21.058,0.348,1421.48,135.939
2.2,21.799,21.385,0.194,1397.928,135.032
2.2,22.164,21.675,0.209,1464.74,137.187
2.2,22.515,21.874,0.237,1477.163,138.137
2.2,22.161,21.561,0.231,1453.083,136.558
2.2,21.842,21.713,0.108,1430.123,135.997
2.2,22.057,21.546,0.214,1438.176,136.499
2.2,22.126,21.297,0.271,1426.13,136.181
2.2,22.094,21.739,0.179,1435.78,136.5
2.2,22.65,21.768,0.276,1478.734,137.917
2.2,22.442,21.756,0.245,1474.022,137.852
2.2,22.386,21.626,0.258,1454.131,136.935
2.2,22.354,21.194,0.318,1427.096,136.132
2.2,22.161,21.452,0.251,1431.16,136.064
2.2,22.29,21.088,0.324,1405.279,135.067
2.2,22.161,21.935,0.143,1463.291,137.783
2.2,22.008,21.528,0.208,1425.773,135.797
2.2,22.184,21.375,0.268,1405.82,135.669
2.2,22.39,21.29,0.31,1417.112,136.001
2.2,22.062,21.65,0.192,1417.373,136.281
2.2,22.382,21.972,0.19,1479.06,138.349
2.2,22.353,21.279,0.306,1444.758,136.38
2.2,22.177,21.837,0.175,1462.501,137.777
2.2,22.146,21.453,0.248,1421.351,135.835
2.2,22.256,21.409,0.273,1433.947,136.218
2.2,22.297,21.807,0.209,1439.809,136.759
2.2,22.263,21.81,0.201,1463.387,137.412
2.2,21.483,21.248,0.148,1344.419,133.038
2.2,21.977,21.503,0.207,1441.847,136.464
2.2,22.5,21.83,0.242,1378.693,135.584
2.2,22.079,21.377,0.25,1412.839,135.46
2.2,22.688,21.2,0.356,1407.612,136.073
2.2,22.272,21.707,0.224,1446.242,136.82
2.2,22.75,21.507,0.326,1460.085,137.706
2.2,22.057,21.53,0.217,1418.445,135.805
1.8,22.108,21.887,0.141,1442.075,137.178
1.8,21.768,21.431,0.175,1396.39,135.157
1.8,22.315,21.705,0.232,1446.088,136.945
1.8,22.025,21.362,0.244,1433.159,135.582
1.8,22.515,21.705,0.266,1479.733,137.838
1.8,22.568,21.558,0.296,1436.079,137.023
1.8,22.073,21.39,0.247,1402.048,135.097
1.8,21.927,21.201,0.255,1402.941,134.935
1.8,21.938,21.588,0.178,1412.397,135.682
1.8,22.185,21.568,0.234,1421.741,135.723
1.8,21.724,21.635,0.09,1417.291,135.849
1.8,22.403,21.961,0.198,1447.007,137.177
1.8,22.271,21.774,0.21,1450.635,137.215
1.8,22.077,21.695,0.185,1436.295,136.603
1.8,22.194,21.89,0.165,1463.376,137.653
1.8,22.304,21.632,0.244,1452.016,137.151
1.8,22.082,20.614,0.358,1318.982,132.25
1.8,22.282,21.931,0.177,1479.171,137.918
1.8,21.843,21.648,0.133,1420.122,136.012
1.8,22.083,21.496,0.229,1432.367,136.033
1.8,22.315,21.684,0.236,1461.543,137.53
1.8,22.155,21.379,0.262,1415.667,135.381
1.8,22.259,22.008,0.15,1448.21,137.367
1.8,22.22,21.577,0.239,1441.078,136.562
1.8,22.172,20.977,0.324,1366.382,133.493
1.8,22.685,21.39,0.333,1451.574,137.088
1.8,22.558,21.816,0.254,1490.367,138.283
1.8,22.096,21.683,0.192,1450.896,136.588
1.8,22.552,20.975,0.367,1428.901,136.293
1.8,22.544,20.971,0.367,1403.388,135.649
1.8,22.371,21.599,0.261,1436.148,136.475
1.8,22.266,22.028,0.146,1455.205,137.204
1.8,22.085,21.366,0.253,1405.131,135.063
1.8,22.585,21.679,0.28,1457.242,137.464
1.8,22.44,21.86,0.226,1487.294,138.533
1.8,21.997,21.807,0.131,1418.448,136.258
1.8,22.505,21.685,0.267,1467.429,137.572
1.8,22.17,21.345,0.27,1429.13,136.138
1.8,22.376,21.916,0.202,1492.948,138.531
1.8,21.75,21.544,0.137,1400.798,134.791
1.8,22.021,21.756,0.155,1465.054,137.324
1.8,21.757,21.416,0.177,1413.044,135.126
1.8,22.211,21.101,0.312,1405.656,134.964
1.8,22.419,21.694,0.252,1470.712,137.808
1.8,21.96,21.793,0.123,1426.95,136.307
1.8,22.222,21.874,0.176,1447.61,137.236
1.8,22.055,21.42,0.238,1405.436,134.926
1.8,22.043,21.304,0.257,1406.168,135.538
1.8,22.411,21.254,0.317,1426.364,135.805
1.8,22.601,21.517,0.306,1471.055,137.606
2.4,22.537,21.662,0.276,1461.471,137.491
2.4,22.301,21.414,0.279,1435.592,136.97
2.4,22.521,21.594,0.284,1465.405,137.41
2.4,21.984,21.759,0.143,1450.257,136.9
2.4,21.992,21.255,0.257,1404.672,135.021
2.4,22.282,21.719,0.223,1447.972,137.086
