true_angle,semi_major_axis,semi_minor_axis,eccentricity,convex_hull_area,convex_hull_perimeter
17.3,1.726,1.529,0.465,7.652,10.154
17.3,1.828,1.553,0.527,8.3,10.483
17.3,1.732,1.666,0.275,7.949,10.354
17.3,1.743,1.574,0.431,8.089,10.3
17.3,1.849,1.546,0.548,8.38,10.554
17.3,1.815,1.589,0.483,8.671,10.612
17.3,1.8,1.62,0.436,8.596,10.614
17.3,1.794,1.49,0.558,7.802,10.23
17.3,1.782,1.562,0.482,8.257,10.401
17.4,1.826,1.51,0.562,8.112,10.381
17.4,1.706,1.625,0.306,8.049,10.305
17.4,1.96,1.582,0.59,8.447,10.809
17.4,1.832,1.6,0.487,8.57,10.624
17.4,1.808,1.56,0.506,8.315,10.446
17.4,1.726,1.553,0.436,7.644,10.09
17.4,1.812,1.555,0.513,8.067,10.434
17.4,1.771,1.565,0.468,7.966,10.284
17.4,1.696,1.541,0.418,7.434,10.003
17.4,1.706,1.634,0.287,7.744,10.267
17.5,1.816,1.558,0.514,8.301,10.519
17.5,1.804,1.568,0.494,8.209,10.431
17.5,1.763,1.636,0.372,8.469,10.532
17.5,1.847,1.581,0.517,8.549,10.632
17.5,1.698,1.651,0.234,8.007,10.308
17.5,1.765,1.615,0.404,8.218,10.437
17.5,1.769,1.639,0.377,8.68,10.633
17.5,1.781,1.591,0.449,8.531,10.562
17.5,1.78,1.574,0.467,8.11,10.459
17.5,1.782,1.552,0.492,7.948,10.328
17.6,1.764,1.595,0.427,7.887,10.317
17.6,1.773,1.59,0.443,7.904,10.349
17.6,1.796,1.597,0.458,8.115,10.445
17.6,1.806,1.591,0.473,8.212,10.49
17.6,1.877,1.575,0.544,8.634,10.68
17.6,1.791,1.554,0.498,7.889,10.287
17.6,1.665,1.45,0.491,6.972,9.605
17.6,1.738,1.575,0.423,7.939,10.29
17.6,1.821,1.571,0.505,8.367,10.543
17.6,1.825,1.596,0.486,8.369,10.571
17.7,1.859,1.525,0.572,8.511,10.601
17.7,1.845,1.599,0.499,8.119,10.547
17.7,7.242,2.798,0.922,17.979,17.381
17.7,1.789,1.598,0.449,8.356,10.51
17.7,1.833,1.504,0.571,8.046,10.375
17.7,1.837,1.603,0.489,8.717,10.684
17.7,1.722,1.563,0.419,7.991,10.206
17.7,1.876,1.541,0.57,8.159,10.516
17.7,1.873,1.449,0.634,7.808,10.3
17.7,1.837,1.576,0.514,7.896,10.359
17.8,1.769,1.435,0.585,7.178,9.85
17.8,1.839,1.611,0.483,8.556,10.665
17.8,1.869,1.352,0.69,6.651,9.808
17.8,1.803,1.607,0.454,8.377,10.546
17.8,1.883,1.606,0.522,8.416,10.667
17.8,1.836,1.611,0.48,8.529,10.673
17.8,1.823,1.624,0.455,8.609,10.695
17.8,1.754,1.551,0.467,7.977,10.301
17.8,1.627,1.563,0.277,6.966,9.817
17.8,1.846,1.565,0.53,8.241,10.509
17.9,1.895,1.43,0.657,7.433,10.211
17.9,1.815,1.496,0.566,7.822,10.316
17.9,1.853,1.508,0.581,8.195,10.48
17.9,1.847,1.459,0.613,7.948,10.314
17.9,1.793,1.604,0.447,7.873,10.336
17.9,1.815,1.54,0.529,7.784,10.207
17.9,1.854,1.646,0.461,8.659,10.757
17.9,1.844,1.647,0.45,8.965,10.81
17.9,1.709,1.652,0.256,7.939,10.291
17.9,1.705,1.561,0.403,7.374,10.031
18.0,1.813,1.567,0.503,7.986,10.377
18.0,1.825,1.561,0.519,8.494,10.578
18.0,1.776,1.637,0.387,8.469,10.614
18.0,1.831,1.633,0.453,8.41,10.62
18.0,1.905,1.519,0.603,8.206,10.563
18.0,1.838,1.573,0.517,7.783,10.353
18.0,1.756,1.643,0.353,8.236,10.445
18.0,1.758,1.632,0.371,8.31,10.553
18.0,1.731,1.651,0.301,7.874,10.328
18.0,1.801,1.534,0.524,8.036,10.337
18.1,1.785,1.605,0.438,8.227,10.439
18.1,1.659,1.608,0.245,7.784,10.125
18.1,1.753,1.506,0.512,7.741,10.121
18.1,1.871,1.508,0.592,8.192,10.554
18.1,1.779,1.585,0.455,8.342,10.459
18.1,1.785,1.547,0.499,8.144,10.417
18.1,1.781,1.607,0.43,8.152,10.483
18.1,1.81,1.524,0.539,7.975,10.314
18.1,1.799,1.635,0.417,8.593,10.606
18.1,1.854,1.529,0.565,8.278,10.505
18.2,1.846,1.541,0.55,8.387,10.544
18.2,1.853,1.618,0.487,8.575,10.733
18.2,1.848,1.54,0.553,8.49,10.618
18.2,1.888,1.519,0.594,8.316,10.566
18.2,1.821,1.601,0.476,8.478,10.631
18.2,1.835,1.43,0.627,7.642,10.119
18.2,1.995,1.37,0.727,7.341,10.177
18.2,1.744,1.594,0.406,7.832,10.262
18.2,1.708,1.509,0.469,7.455,9.969
18.2,1.884,1.602,0.526,8.308,10.704
18.3,1.887,1.423,0.657,7.794,10.303
18.3,1.908,1.583,0.559,8.775,10.787
18.3,1.733,1.549,0.449,7.973,10.241
18.3,1.774,1.64,0.381,8.449,10.597
18.3,1.793,1.508,0.541,7.647,10.178
18.3,1.872,1.558,0.554,8.438,10.614
18.3,1.878,1.509,0.595,8.352,10.523
18.3,1.847,1.62,0.48,8.723,10.725
18.3,1.864,1.541,0.563,8.152,10.535
18.3,1.879,1.55,0.565,8.363,10.589
18.4,1.873,1.593,0.525,8.427,10.638
18.4,1.769,1.531,0.501,7.718,10.226
18.4,1.833,1.598,0.49,8.572,10.674
18.4,1.764,1.58,0.445,8.217,10.413
18.4,1.796,1.507,0.544,7.491,10.156
18.4,1.896,1.589,0.546,8.437,10.672
18.4,1.872,1.543,0.566,8.7,10.715
18.4,2.377,1.655,0.718,10.56,12.286
18.4,1.893,1.579,0.551,8.863,10.817
18.4,1.889,1.594,0.536,8.839,10.829
18.5,1.953,1.508,0.636,8.668,10.773
18.5,1.733,1.527,0.473,7.774,10.177
18.5,1.858,1.515,0.579,7.782,10.37
18.5,1.763,1.593,0.429,7.956,10.304
18.5,1.857,1.616,0.493,8.977,10.908
18.5,1.89,1.57,0.557,8.806,10.788
18.5,1.824,1.595,0.485,8.621,10.7
18.5,1.892,1.589,0.543,8.313,10.596
18.5,1.875,1.621,0.502,8.499,10.705
18.5,1.884,1.614,0.516,8.631,10.735
18.6,1.902,1.602,0.539,9.13,10.932
18.6,1.88,1.59,0.533,8.733,10.772
18.6,1.839,1.518,0.565,8.265,10.467
18.6,1.781,1.628,0.406,8.194,10.458
18.6,1.892,1.543,0.579,8.522,10.681
18.6,1.776,1.677,0.329,8.632,10.653
18.6,1.864,1.592,0.52,8.523,10.624
18.6,1.718,1.562,0.416,8.039,10.252
18.6,1.849,1.587,0.513,8.448,10.633
18.6,1.876,1.568,0.549,8.214,10.583
18.7,1.843,1.589,0.507,8.342,10.595
18.7,1.791,1.523,0.526,7.601,10.161
18.7,1.89,1.627,0.509,8.881,10.903
18.7,1.86,1.622,0.489,8.756,10.735
18.7,1.738,1.694,0.223,8.797,10.707
18.7,5.831,2.289,0.92,24.342,20.633
18.7,1.942,1.639,0.537,9.472,11.138
18.7,1.838,1.599,0.493,8.014,10.554
18.7,1.865,1.58,0.531,8.763,10.78
18.7,1.903,1.592,0.548,8.896,10.849
18.8,1.914,1.555,0.583,8.655,10.788
18.8,1.843,1.628,0.47,9.078,10.844
18.8,1.83,1.485,0.584,7.841,10.353
18.8,1.909,1.629,0.522,9.26,10.999
18.8,1.862,1.579,0.53,8.502,10.675
18.8,1.848,1.639,0.462,8.709,10.777
18.8,1.839,1.629,0.465,8.69,10.71
18.8,1.906,1.608,0.537,8.588,10.768
18.8,1.694,1.572,0.373,7.83,10.152
18.8,1.892,1.617,0.519,8.815,10.845
18.9,1.807,1.638,0.423,8.342,10.558
18.9,1.898,1.649,0.495,9.268,11.025
18.9,1.857,1.568,0.536,8.337,10.584
18.9,1.933,1.546,0.6,8.582,10.806
18.9,1.955,1.504,0.639,8.782,10.848
18.9,1.84,1.627,0.467,8.497,10.748
18.9,1.885,1.576,0.548,7.875,10.46
18.9,1.913,1.584,0.56,8.887,10.859
18.9,1.927,1.593,0.563,8.833,10.873
18.9,1.853,1.644,0.462,9.143,10.969
19.0,1.809,1.579,0.488,8.398,10.558
19.0,1.838,1.589,0.503,8.368,10.631
19.0,1.928,1.62,0.542,9.057,10.95
19.0,1.772,1.631,0.39,8.324,10.564
19.0,1.845,1.576,0.52,8.44,10.669
19.0,1.764,1.66,0.338,8.68,10.648
19.0,1.887,1.575,0.551,8.642,10.737
19.0,1.844,1.599,0.497,8.265,10.536
19.0,1.889,1.573,0.553,8.411,10.656
19.0,1.853,1.56,0.54,8.159,10.523
19.1,1.867,1.605,0.511,8.933,10.847
19.1,1.91,1.446,0.653,7.968,10.472
19.1,1.846,1.652,0.446,8.655,10.794
19.1,1.927,1.494,0.631,8.496,10.735
19.1,1.873,1.567,0.547,8.404,10.633
19.1,1.782,1.611,0.428,8.214,10.466
19.1,3.495,2.532,0.689,18.708,17.494
19.1,1.829,1.546,0.534,8.371,10.628
19.1,1.992,1.523,0.644,8.829,10.886
19.1,1.905,1.572,0.565,8.328,10.657
19.2,1.904,1.63,0.516,9.024,10.959
19.2,1.967,1.582,0.594,8.882,10.941
19.2,1.906,1.513,0.608,8.469,10.66
19.2,1.78,1.649,0.376,8.189,10.523
19.2,1.993,1.581,0.609,8.584,10.897
19.2,1.886,1.567,0.556,8.657,10.744
19.2,1.891,1.598,0.535,9.042,10.904
19.2,1.931,1.488,0.637,8.249,10.674
19.2,1.895,1.551,0.575,8.385,10.69
19.2,1.804,1.646,0.409,8.681,10.718
19.3,1.867,1.624,0.493,8.854,10.851
19.3,1.839,1.638,0.454,8.635,10.717
19.3,1.841,1.541,0.547,8.247,10.553
19.3,1.868,1.542,0.564,8.573,10.642
19.3,2.51,1.494,0.804,10.778,12.476
19.3,1.933,1.553,0.595,8.705,10.834
19.3,1.915,1.576,0.568,8.739,10.813
19.3,1.738,1.58,0.417,7.994,10.313
19.3,1.944,1.544,0.607,8.539,10.81
19.3,1.853,1.607,0.497,8.28,10.572
19.4,1.994,1.591,0.602,8.92,10.977
19.4,2.266,1.819,0.596,10.821,12.416
19.4,1.79,1.587,0.462,8.441,10.57
19.4,1.948,1.565,0.596,8.891,10.949
19.4,1.911,1.582,0.561,8.979,10.961
19.4,1.876,1.566,0.551,8.245,10.596
19.4,2.1,1.557,0.671,8.018,10.75
19.4,1.876,1.67,0.456,9.183,11.013
19.4,1.895,1.625,0.514,8.763,10.866
19.4,1.944,1.737,0.45,9.503,11.437
19.5,1.947,1.65,0.53,9.47,11.203
19.5,1.879,1.657,0.471,8.831,10.922
19.5,1.844,1.581,0.515,8.398,10.578
19.5,1.848,1.467,0.608,7.642,10.271
19.5,1.974,1.563,0.611,8.944,10.943
19.5,1.809,1.635,0.428,8.469,10.676
19.5,1.82,1.635,0.44,8.265,10.61
19.5,1.923,1.672,0.493,9.174,11.071
19.5,1.872,1.607,0.513,8.262,10.625
19.5,1.855,1.687,0.416,9.168,10.958
19.6,1.914,1.67,0.489,9.422,11.176
19.6,1.869,1.683,0.435,9.028,10.992
19.6,1.878,1.627,0.5,8.958,10.924
19.6,1.952,1.671,0.517,9.612,11.227
19.6,1.914,1.611,0.54,9.018,10.954
19.6,1.95,1.605,0.568,9.198,11.077
19.6,1.941,1.65,0.526,9.268,11.097
19.6,1.88,1.592,0.532,8.906,10.779
19.6,1.743,1.562,0.444,7.692,10.158
19.6,1.936,1.647,0.526,9.296,11.118
19.7,1.994,1.543,0.633,8.946,11.013
19.7,1.984,1.626,0.573,9.412,11.186
19.7,1.952,1.621,0.558,9.344,11.147
19.7,1.944,1.659,0.521,9.556,11.242
19.7,1.93,1.699,0.474,9.223,11.157
19.7,2.508,1.908,0.649,11.849,13.163
19.7,1.946,1.594,0.574,9.17,11.05
19.7,1.96,1.595,0.581,9.097,11.044
19.7,1.926,1.659,0.508,9.308,11.098
19.7,1.93,1.548,0.597,8.716,10.916
19.8,1.918,1.619,0.536,8.664,10.857
19.8,1.899,1.643,0.502,9.008,11.039
19.8,1.955,1.628,0.554,9.589,11.203
19.8,2.014,1.508,0.663,8.502,10.841
19.8,1.959,1.691,0.504,9.637,11.309
19.8,1.936,1.682,0.495,8.881,11.028
19.8,2.046,1.524,0.667,8.632,10.874
19.8,1.871,1.633,0.488,8.962,10.89
19.8,1.924,1.549,0.593,8.669,10.762
19.8,1.897,1.625,0.516,9.168,10.987
19.9,1.812,1.517,0.546,7.92,10.326
19.9,1.91,1.602,0.545,8.471,10.752
19.9,1.769,1.627,0.392,8.622,10.633
19.9,1.993,1.594,0.601,9.466,11.226
19.9,2.059,1.573,0.645,9.346,11.205
19.9,1.825,1.597,0.484,8.143,10.448
19.9,1.938,1.637,0.535,9.384,11.144
19.9,1.882,1.647,0.484,9.162,10.975
19.9,1.826,1.618,0.464,8.571,10.623
19.9,1.914,1.613,0.538,9.056,10.962
20.0,1.836,1.682,0.401,8.884,10.883
20.0,1.925,1.464,0.649,8.131,10.522
20.0,1.94,1.505,0.631,8.679,10.762
20.0,1.935,1.639,0.532,8.987,11.097
20.0,1.989,1.61,0.587,9.611,11.264
20.0,2.023,1.566,0.633,9.033,11.112
20.0,1.968,1.631,0.56,9.198,11.154
20.0,1.928,1.611,0.549,9.146,11.046
20.0,1.967,1.612,0.574,9.47,11.228
20.0,2.047,1.492,0.685,8.813,10.97
20.1,1.887,1.657,0.479,9.191,10.978
20.1,1.952,1.571,0.593,8.649,10.845
20.1,1.962,1.57,0.599,8.903,10.995
20.1,1.874,1.54,0.57,8.446,10.664
20.1,1.942,1.595,0.57,9.044,11.083
20.1,1.908,1.604,0.542,8.907,10.909
20.1,1.832,1.55,0.533,8.344,10.574
20.1,1.957,1.632,0.552,9.222,11.12
20.1,1.917,1.583,0.564,8.816,10.876
20.1,2.004,1.606,0.598,9.167,11.113
20.2,2.036,1.51,0.671,8.587,10.921
20.2,1.983,1.617,0.578,9.254,11.165
20.2,1.955,1.637,0.547,9.338,11.127
20.2,1.928,1.565,0.584,8.617,10.859
20.2,1.919,1.605,0.548,8.714,10.91
20.2,1.958,1.629,0.555,9.152,11.079
20.2,1.952,1.637,0.544,9.219,11.121
20.2,1.924,1.678,0.489,9.198,11.098
20.2,2.004,1.571,0.621,9.093,11.134
20.2,2.016,1.563,0.632,8.925,11.055
20.3,2.021,1.609,0.605,9.547,11.259
20.3,1.996,1.631,0.577,9.658,11.304
20.3,1.993,1.675,0.542,9.411,11.293
20.3,1.93,1.701,0.472,8.99,11.067
20.3,1.978,1.625,0.57,9.504,11.202
20.3,2.069,1.565,0.654,9.369,11.257
20.3,1.904,1.667,0.483,9.065,11.033
20.3,1.959,1.72,0.479,9.801,11.392
20.3,2.017,1.639,0.583,9.876,11.41
20.3,1.9,1.651,0.495,8.881,10.888
20.4,2.032,1.624,0.601,9.481,11.325
20.4,1.85,1.607,0.495,8.673,10.786
20.4,1.97,1.544,0.621,8.988,10.962
20.4,2.019,1.613,0.601,9.417,11.222
20.4,1.921,1.666,0.498,8.306,10.835
20.4,1.857,1.648,0.461,8.522,10.774
20.4,1.941,1.663,0.516,9.209,11.121
20.4,2.037,1.567,0.639,9.306,11.206
20.4,1.968,1.661,0.536,9.442,11.276
20.4,2.664,1.803,0.736,13.209,13.884
20.5,1.876,1.577,0.541,8.656,10.867
20.5,1.833,1.657,0.427,8.831,10.855
20.5,1.932,1.609,0.553,9.109,11.02
20.5,1.986,1.539,0.632,8.72,10.93
20.5,1.895,1.606,0.53,8.889,10.905
20.5,2.014,1.676,0.554,10.037,11.493
20.5,1.988,1.699,0.52,9.839,11.4
20.5,1.946,1.59,0.576,8.699,10.904
20.5,1.941,1.603,0.564,8.671,10.973
20.5,1.976,1.625,0.569,9.308,11.133
20.6,2.05,1.57,0.643,9.355,11.22
20.6,1.991,1.659,0.553,9.41,11.241
20.6,1.988,1.741,0.482,9.744,11.493
20.6,2.001,1.662,0.557,9.591,11.327
20.6,2.053,1.633,0.606,9.825,11.48
20.6,1.98,1.628,0.569,9.482,11.237
20.6,1.994,1.603,0.595,9.531,11.258
20.6,2.574,1.59,0.787,11.669,13.046
20.6,1.942,1.645,0.532,9.377,11.118
20.6,1.967,1.587,0.591,8.724,11.023
20.7,1.878,1.669,0.459,9.132,10.972
20.7,1.981,1.624,0.573,9.168,11.128
20.7,2.012,1.609,0.6,9.341,11.232
20.7,1.928,1.691,0.48,9.606,11.261
20.7,1.897,1.718,0.425,9.672,11.273
20.7,1.918,1.667,0.495,9.103,11.139
20.7,1.86,1.628,0.484,8.652,10.799
20.7,2.021,1.654,0.574,9.89,11.466
20.7,2.015,1.667,0.562,9.956,11.522
20.7,2.056,1.573,0.644,9.046,11.104
20.8,1.992,1.621,0.581,9.473,11.243
20.8,1.973,1.624,0.568,9.659,11.32
20.8,2.017,1.632,0.588,9.734,11.401
20.8,2.038,1.592,0.625,9.555,11.293
20.8,2.049,1.61,0.619,9.767,11.399
20.8,2.052,1.617,0.616,10.019,11.525
20.8,2.001,1.63,0.58,9.566,11.275
20.8,2.085,1.598,0.642,9.254,11.238
20.8,1.929,1.722,0.451,9.881,11.361
20.8,2.01,1.674,0.554,9.733,11.391
20.9,1.884,1.68,0.452,9.345,11.053
20.9,2.092,1.652,0.614,9.993,11.571
20.9,2.005,1.599,0.603,9.507,11.307
20.9,1.899,1.719,0.424,9.472,11.186
20.9,1.998,1.711,0.517,9.825,11.451
20.9,2.013,1.655,0.569,9.822,11.424
20.9,2.032,1.653,0.582,9.863,11.525
20.9,1.918,1.592,0.558,8.759,10.844
20.9,1.976,1.7,0.51,9.834,11.475
20.9,1.963,1.531,0.625,8.502,10.772
21.0,2.054,1.593,0.631,9.829,11.465
21.0,2.102,1.621,0.637,9.849,11.546
21.0,1.915,1.575,0.569,8.879,10.841
21.0,1.973,1.633,0.562,9.125,11.139
21.0,2.039,1.664,0.578,10.032,11.48
21.0,1.989,1.741,0.484,9.786,11.486
21.0,2.016,1.593,0.613,8.857,11.041
21.0,2.088,1.654,0.61,9.596,11.512
21.0,2.086,1.662,0.605,9.48,11.41
21.0,1.987,1.583,0.605,9.176,11.078
21.1,2.092,1.65,0.615,9.743,11.496
21.1,1.895,1.63,0.51,8.991,11.069
21.1,1.871,1.624,0.496,8.905,10.887
21.1,2.014,1.569,0.627,9.068,11.087
21.1,2.072,1.607,0.631,9.551,11.377
21.1,2.088,1.641,0.618,10.103,11.664
21.1,2.019,1.654,0.573,9.66,11.443
21.1,2.028,1.75,0.506,9.666,11.505
21.1,2.009,1.544,0.64,9.22,11.128
21.1,2.049,1.685,0.569,10.176,11.672
21.2,2.071,1.597,0.637,9.79,11.453
21.2,2.144,1.574,0.679,10.067,11.663
21.2,2.052,1.725,0.542,9.902,11.594
21.2,1.999,1.688,0.535,10.074,11.537
21.2,2.027,1.657,0.576,9.384,11.303
21.2,1.963,1.641,0.549,9.588,11.257
21.2,1.978,1.721,0.493,9.62,11.372
21.2,2.036,1.696,0.553,10.161,11.637
21.2,2.0,1.637,0.575,9.62,11.303
21.2,2.013,1.697,0.538,10.028,11.527
21.3,2.025,1.67,0.566,9.611,11.391
21.3,1.954,1.575,0.592,8.965,10.994
21.3,2.056,1.63,0.609,9.966,11.538
21.3,2.018,1.683,0.552,9.764,11.431
21.3,2.163,1.521,0.711,9.214,11.321
21.3,1.944,1.709,0.477,9.589,11.328
21.3,2.022,1.613,0.603,9.617,11.381
21.3,2.051,1.652,0.593,9.619,11.401
21.3,2.029,1.596,0.618,9.576,11.331
21.3,2.036,1.648,0.587,9.978,11.495
21.4,2.147,1.598,0.668,10.003,11.583
21.4,2.047,1.625,0.608,9.777,11.489
21.4,2.148,1.615,0.659,8.259,11.033
21.4,1.994,1.501,0.658,8.656,10.912
21.4,2.028,1.663,0.572,9.944,11.541
21.4,2.017,1.571,0.627,9.337,11.243
21.4,2.018,1.699,0.539,9.296,11.358
21.4,2.137,1.485,0.719,9.274,11.285
21.4,2.099,1.728,0.568,10.144,11.697
21.4,2.068,1.684,0.58,10.083,11.57
21.5,2.059,1.636,0.607,9.77,11.473
21.5,2.049,1.645,0.596,9.815,11.514
21.5,2.053,1.573,0.642,9.48,11.314
21.5,2.143,1.682,0.62,10.476,11.841
21.5,2.065,1.747,0.533,10.175,11.704
21.5,1.937,1.625,0.544,8.994,11.08
21.5,2.136,1.641,0.64,9.958,11.685
21.5,1.976,1.512,0.644,8.668,10.804
21.5,2.04,1.638,0.596,8.814,11.134
21.5,2.073,1.723,0.556,10.52,11.756
21.6,2.123,1.717,0.588,10.798,11.962
21.6,1.944,1.744,0.442,9.775,11.376
21.6,1.998,1.651,0.564,9.978,11.436
21.6,2.111,1.678,0.606,10.122,11.799
21.6,2.178,1.587,0.685,9.68,11.605
21.6,2.035,1.615,0.608,9.255,11.265
21.6,2.1,1.695,0.59,10.304,11.78
21.6,2.119,1.699,0.597,9.958,11.691
21.6,2.177,1.544,0.705,9.396,11.391
21.6,2.111,1.704,0.59,10.604,11.857
21.7,1.985,1.737,0.484,10.267,11.622
21.7,2.074,1.726,0.554,10.21,11.708
21.7,2.083,1.712,0.57,10.275,11.77
21.7,2.042,1.609,0.616,9.678,11.429
21.7,2.075,1.721,0.559,10.348,11.716
21.7,2.12,1.662,0.621,10.136,11.733
21.7,1.994,1.759,0.471,10.031,11.551
21.7,2.138,1.626,0.65,10.42,11.794
21.7,2.14,1.637,0.644,10.182,11.748
21.7,2.046,1.641,0.598,9.778,11.491
21.8,2.165,1.655,0.644,10.222,11.771
21.8,2.04,1.594,0.624,9.375,11.301
21.8,2.175,1.662,0.645,10.469,11.893
21.8,2.079,1.634,0.618,9.767,11.514
21.8,2.042,1.607,0.617,9.69,11.389
21.8,2.048,1.62,0.612,9.515,11.35
21.8,2.106,1.651,0.621,9.923,11.653
21.8,2.097,1.762,0.543,10.909,11.969
21.8,2.058,1.696,0.566,10.053,11.605
21.8,2.079,1.585,0.647,9.154,11.236
21.9,1.998,1.708,0.519,9.596,11.382
21.9,3.35,1.986,0.805,17.578,16.308
21.9,2.211,1.645,0.668,10.284,11.894
21.9,2.17,1.657,0.646,10.29,11.817
21.9,2.095,1.624,0.632,9.901,11.557
21.9,2.141,1.726,0.592,10.242,11.859
21.9,2.88,1.51,0.852,11.846,13.97
21.9,2.163,1.618,0.663,10.242,11.773
21.9,2.147,1.622,0.655,10.362,11.812
21.9,2.175,1.715,0.615,10.669,12.043
22.0,2.124,1.664,0.621,10.463,11.796
22.0,2.093,1.657,0.611,10.063,11.648
22.0,2.109,1.7,0.592,10.518,11.888
22.0,2.025,1.622,0.599,9.352,11.33
22.0,2.128,1.575,0.672,9.808,11.532
22.0,2.203,1.72,0.625,10.688,12.052
22.0,2.114,1.702,0.593,10.23,11.78
22.0,2.017,1.686,0.549,9.852,11.48
22.0,1.968,1.669,0.53,9.336,11.281
22.0,2.119,1.652,0.626,9.891,11.608
22.1,2.134,1.689,0.611,10.333,11.896
22.1,2.017,1.695,0.542,9.783,11.499
22.1,2.021,1.696,0.544,10.235,11.639
22.1,2.16,1.713,0.609,10.165,11.788
22.1,2.132,1.577,0.673,9.861,11.534
22.1,1.987,1.724,0.497,9.996,11.497
22.1,2.177,1.625,0.666,10.087,11.714
22.1,2.084,1.695,0.582,10.232,11.706
22.1,2.211,1.595,0.692,9.852,11.664
22.1,2.151,1.657,0.638,10.171,11.809
22.2,2.128,1.683,0.612,10.31,11.784
22.2,2.193,1.691,0.636,10.576,12.059
22.2,2.227,1.586,0.702,10.157,11.835
22.2,2.051,1.652,0.593,9.463,11.465
22.2,1.932,1.636,0.532,8.889,11.039
22.2,2.062,1.735,0.54,10.088,11.651
22.2,2.188,1.7,0.63,10.858,12.083
22.2,2.362,1.737,0.677,10.693,12.568
22.2,2.028,1.623,0.6,9.401,11.258
22.2,2.113,1.7,0.594,10.529,11.938
22.3,2.122,1.609,0.652,10.099,11.7
22.3,2.126,1.751,0.567,10.446,11.927
22.3,2.186,1.568,0.697,9.803,11.596
22.3,2.166,1.562,0.693,9.972,11.624
22.3,2.209,1.687,0.646,10.612,12.056
22.3,2.129,1.737,0.578,10.551,11.916
22.3,2.166,1.694,0.623,10.642,12.024
22.3,2.872,1.819,0.774,12.055,13.465
22.3,2.062,1.686,0.576,10.27,11.7
22.3,2.073,1.708,0.567,10.284,11.773
22.4,2.154,1.705,0.611,9.753,11.688
22.4,2.158,1.67,0.633,10.746,11.966
22.4,2.197,1.725,0.619,10.41,11.998
22.4,2.189,1.698,0.631,10.509,11.982
22.4,2.164,1.699,0.619,10.918,12.088
22.4,2.11,1.645,0.626,10.422,11.8
22.4,2.181,1.76,0.591,11.038,12.216
22.4,2.123,1.633,0.639,10.213,11.753
22.4,2.156,1.7,0.615,10.548,12.003
22.4,1.964,1.643,0.548,9.215,11.183
22.5,2.12,1.689,0.604,10.219,11.784
22.5,2.177,1.639,0.658,10.008,11.825
22.5,2.225,1.603,0.693,10.31,11.955
22.5,2.212,1.644,0.669,10.022,11.756
22.5,2.181,1.701,0.626,10.961,12.115
22.5,2.195,1.704,0.63,11.161,12.181
22.5,2.14,1.65,0.637,9.956,11.746
22.5,2.17,1.656,0.646,10.721,11.97
22.5,2.162,1.696,0.621,10.617,12.006
22.5,2.11,1.72,0.58,10.409,11.855
22.6,2.174,1.685,0.632,10.467,12.016
22.6,2.13,1.712,0.595,10.411,11.907
22.6,2.204,1.629,0.673,10.295,11.956
22.6,2.139,1.711,0.6,10.553,11.934
22.6,2.195,1.689,0.639,10.426,11.953
22.6,2.111,1.702,0.592,10.438,11.795
22.6,2.064,1.687,0.576,10.111,11.717
22.6,2.144,1.705,0.606,10.544,11.986
22.6,2.253,1.637,0.687,10.783,12.152
22.6,2.18,1.755,0.594,11.04,12.229
22.7,2.042,1.569,0.64,9.317,11.33
22.7,2.069,1.722,0.554,10.064,11.639
22.7,2.294,1.632,0.703,11.064,12.252
22.7,2.271,1.626,0.698,10.211,12.013
22.7,2.027,1.729,0.521,10.184,11.723
22.7,2.235,1.673,0.663,11.19,12.238
22.7,2.139,1.733,0.586,10.57,12.007
22.7,2.107,1.748,0.558,10.606,11.92
22.7,2.232,1.765,0.612,11.593,12.445
22.7,2.101,1.677,0.602,10.423,11.8
22.8,2.243,1.628,0.688,10.824,12.109
22.8,2.111,1.726,0.576,10.726,11.927
22.8,2.133,1.679,0.617,10.445,11.876
22.8,2.248,1.732,0.637,11.161,12.293
22.8,2.184,1.711,0.621,10.885,12.1
22.8,2.319,1.564,0.738,10.61,12.116
22.8,2.023,1.635,0.589,9.943,11.454
22.8,2.129,1.821,0.518,10.713,12.108
22.8,2.051,1.735,0.533,10.124,11.707
22.8,2.144,1.65,0.638,10.176,11.719
22.9,2.197,1.676,0.647,10.615,12.095
22.9,2.086,1.74,0.552,10.887,12.001
22.9,2.243,1.69,0.658,10.541,12.168
22.9,2.273,1.74,0.644,11.778,12.531
22.9,2.187,1.485,0.734,9.228,11.428
22.9,2.125,1.76,0.561,10.633,12.002
22.9,2.271,1.74,0.643,11.131,12.305
22.9,2.139,1.75,0.575,10.922,12.152
22.9,2.221,1.756,0.613,11.465,12.396
22.9,2.025,1.641,0.586,9.537,11.373
23.0,2.33,1.631,0.714,10.948,12.387
23.0,4.803,2.921,0.794,30.064,21.774
23.0,2.281,1.714,0.66,11.827,12.559
23.0,9.128,3.817,0.908,33.143,23.262
23.0,2.231,1.693,0.651,11.161,12.279
23.0,2.278,1.801,0.612,11.35,12.535
23.0,2.278,1.725,0.653,10.99,12.362
23.0,2.261,1.731,0.643,11.584,12.475
23.0,2.134,1.76,0.565,11.101,12.142
23.0,2.144,1.688,0.616,10.588,11.995
23.1,2.292,1.583,0.723,10.564,12.145
23.1,2.292,1.738,0.652,11.68,12.568
