true_angle,semi_major_axis,semi_minor_axis,eccentricity,convex_hull_area,convex_hull_perimeter,eccentricity_ratio,aspect_ratio,theta
23.0,1.596,1.283,0.595,5.75,8.919,0.804,1.259,0.237
23.0,1.531,1.332,0.493,5.718,8.864,0.87,1.099,-0.059
23.0,1.528,1.299,0.526,5.478,8.655,0.851,0.996,-2.505
23.0,1.561,1.374,0.475,6.009,9.051,0.88,1.052,-0.177
23.0,1.634,1.363,0.551,6.033,9.1,0.834,1.153,-0.107
23.0,1.548,1.249,0.591,5.542,8.657,0.807,1.21,-0.001
23.0,1.47,1.444,0.188,5.721,8.846,1.018,1.099,-0.821
23.0,1.514,1.324,0.485,5.234,8.706,0.875,1.148,-0.178
23.0,1.489,1.398,0.345,6.106,9.019,1.065,0.987,-1.275
23.0,1.618,1.187,0.679,5.328,8.607,0.734,1.339,0.028
23.0,1.455,1.267,0.491,5.174,8.355,0.871,1.201,-0.231
23.0,1.507,1.34,0.457,5.801,8.776,0.889,1.139,0.2
23.0,1.521,1.418,0.36,6.15,9.099,0.933,1.061,-0.287
23.0,1.482,1.292,0.49,5.473,8.566,0.872,1.149,-0.009
23.0,1.539,1.417,0.391,6.017,9.011,1.086,1.02,0.799
23.0,1.504,1.395,0.373,5.571,8.735,0.928,1.042,-0.069
23.0,1.5,1.376,0.397,5.991,9.018,0.918,1.083,0.176
23.1,1.595,1.341,0.541,5.987,8.99,0.841,1.164,-0.327
23.1,1.587,1.414,0.454,6.419,9.249,0.891,1.142,0.036
23.1,1.521,1.391,0.406,6.216,9.044,0.914,1.059,0.455
23.1,1.458,1.403,0.274,5.572,8.71,1.04,1.007,-1.852
23.1,1.541,1.361,0.469,5.933,8.972,0.883,1.05,0.39
23.1,1.642,1.266,0.637,5.567,8.812,0.771,1.249,-0.01
23.1,1.712,1.244,0.687,5.71,8.935,1.376,1.107,-2.175
23.1,1.547,1.388,0.441,6.105,8.999,0.897,1.072,0.355
23.1,1.475,1.35,0.404,5.677,8.755,0.915,1.157,0.193
23.1,1.458,1.369,0.343,5.506,8.636,0.939,1.08,-0.004
23.1,1.554,1.378,0.463,5.581,8.822,0.886,1.045,0.166
23.1,1.581,1.316,0.554,5.903,8.935,0.833,1.164,-0.436
23.1,1.55,1.349,0.493,5.705,8.948,0.87,1.2,0.173
23.1,1.523,1.367,0.44,6.081,8.933,0.898,1.057,-0.066
23.1,1.364,1.351,0.138,5.338,8.433,0.99,0.991,-0.569
23.1,1.456,1.408,0.256,5.846,8.886,0.967,1.033,3.888
23.1,1.581,1.434,0.421,6.499,9.286,0.907,1.106,-0.157
23.1,1.533,1.402,0.404,6.095,9.028,0.915,1.088,0.137
23.1,1.456,1.375,0.329,5.757,8.754,0.944,1.106,-0.15
23.1,1.486,1.396,0.342,5.554,8.739,0.94,1.037,-0.207
23.1,1.561,1.305,0.549,5.885,8.9,0.836,1.099,-0.086
23.1,1.534,1.285,0.547,5.53,8.672,0.837,1.115,0.606
23.1,1.546,1.358,0.478,5.656,8.791,0.878,1.152,-0.06
23.1,1.533,1.379,0.437,6.117,9.041,0.899,1.187,0.139
23.1,1.506,1.379,0.402,5.707,8.84,0.916,1.1,-0.242
23.1,1.537,1.309,0.524,5.82,8.847,0.852,1.096,-0.448
23.1,1.59,1.344,0.535,5.923,9.017,0.845,1.209,-0.207
23.1,1.624,1.289,0.608,6.008,9.038,0.794,1.2,-0.317
23.1,1.555,1.339,0.508,5.294,8.71,0.861,1.116,-0.271
23.1,1.428,1.294,0.423,5.003,8.287,0.906,1.129,-0.594
23.1,1.533,1.288,0.543,5.772,8.784,0.84,1.234,-0.105
23.1,1.467,1.416,0.26,5.931,8.914,1.036,1.088,2.458
23.1,1.537,1.269,0.565,5.259,8.627,0.825,1.325,0.14
23.1,1.494,1.261,0.537,5.062,8.39,0.844,1.105,0.021
23.1,1.552,1.305,0.542,5.459,8.695,0.84,1.236,-0.196
23.1,1.494,1.286,0.509,5.084,8.4,1.162,1.032,-2.138
23.1,1.557,1.371,0.474,5.565,8.87,0.881,1.007,3.567
23.1,1.565,1.356,0.499,6.256,9.067,0.866,1.154,0.085
23.1,1.425,1.393,0.21,5.677,8.72,1.023,1.036,0.285
23.1,1.55,1.316,0.528,5.883,8.837,1.177,1.02,2.347
23.1,1.486,1.373,0.382,5.682,8.753,0.924,1.084,-0.508
23.1,1.453,1.378,0.317,5.594,8.69,0.948,0.979,-0.091
23.1,1.588,1.416,0.452,5.987,9.014,0.892,1.003,-3.351
23.1,1.566,1.453,0.373,6.265,9.281,0.928,1.106,-0.051
23.1,1.535,1.431,0.363,6.306,9.135,0.932,1.095,-0.306
23.1,1.564,1.402,0.443,6.308,9.143,0.897,1.077,0.394
23.1,1.576,1.21,0.641,5.254,8.599,0.768,1.201,-0.208
23.1,1.543,1.288,0.551,5.513,8.695,0.835,1.171,0.273
23.1,1.537,1.383,0.435,6.024,8.957,0.9,1.12,0.248
23.1,1.594,1.22,0.644,5.077,8.563,0.765,1.273,-0.007
23.2,1.509,1.371,0.417,6.018,8.938,0.909,1.069,0.014
23.2,1.511,1.428,0.326,5.477,8.788,0.945,1.07,0.369
23.2,1.475,1.44,0.215,5.991,8.977,0.977,1.054,-0.118
23.2,1.422,1.276,0.441,5.145,8.411,1.114,0.902,0.476
23.2,1.55,1.337,0.506,5.802,8.853,1.159,1.009,-2.467
23.2,1.53,1.345,0.476,5.782,8.817,0.879,1.12,-0.058
23.2,1.415,1.407,0.111,5.588,8.728,1.006,0.987,-2.134
23.2,1.467,1.152,0.62,4.826,8.141,0.785,1.162,-0.516
23.2,1.538,1.367,0.458,6.053,8.969,0.889,1.09,0.46
23.2,1.565,1.426,0.411,6.474,9.271,0.911,1.101,-0.001
23.2,1.475,1.373,0.365,5.566,8.771,1.074,1.007,2.11
23.2,1.554,1.389,0.448,6.179,9.079,0.894,1.102,0.293
23.2,1.539,1.379,0.445,6.018,9.034,0.896,1.091,0.324
23.2,1.512,1.361,0.436,5.639,8.766,0.9,1.103,0.327
23.2,1.444,1.379,0.297,5.499,8.668,1.047,1.003,-2.724
23.2,1.479,1.174,0.608,5.044,8.286,0.794,1.165,0.462
23.2,1.51,1.368,0.424,5.752,8.823,0.906,1.06,0.168
23.2,1.569,1.336,0.524,5.99,8.977,0.851,1.161,-0.013
23.2,1.546,1.354,0.483,5.319,8.688,0.876,1.068,0.08
23.2,1.498,1.341,0.446,5.19,8.546,0.895,1.08,-0.353
23.2,1.579,1.386,0.479,6.323,9.132,0.878,1.11,0.136
23.2,1.494,1.322,0.465,5.799,8.76,0.885,1.085,-0.204
23.2,1.496,1.36,0.416,5.658,8.712,1.1,1.008,2.904
23.2,1.591,1.291,0.584,5.835,8.868,0.812,1.182,0.206
23.2,1.575,1.416,0.438,6.174,9.097,0.899,1.041,-0.073
23.2,1.589,1.302,0.573,5.271,8.63,0.82,1.097,-0.638
23.2,1.555,1.375,0.467,5.684,8.914,1.131,1.04,-0.83
23.2,1.565,1.338,0.519,5.301,8.71,0.855,1.228,-0.036
23.2,1.529,1.426,0.36,6.399,9.179,0.933,1.135,0.147
23.2,1.439,1.358,0.331,5.159,8.424,1.06,0.898,-0.362
23.2,1.597,1.347,0.537,6.033,9.023,0.843,1.137,-0.25
23.2,1.584,1.403,0.464,6.275,9.185,0.886,1.126,0.108
23.2,1.417,1.378,0.232,5.567,8.636,0.973,1.001,-3.392
23.2,1.546,1.378,0.453,5.839,8.937,0.892,0.982,-3.017
23.2,1.6,1.367,0.519,5.962,9.051,0.855,1.196,-0.064
23.2,1.381,1.303,0.331,5.132,8.348,0.944,1.055,-0.405
23.2,1.637,1.272,0.63,5.589,8.9,0.777,1.323,-0.094
23.2,1.502,1.402,0.358,5.743,8.811,0.934,1.044,-0.253
23.2,1.533,1.356,0.467,5.788,8.853,0.884,1.223,0.103
23.2,1.433,1.306,0.412,5.229,8.453,0.911,1.067,0.37
23.2,1.539,1.306,0.529,5.749,8.812,0.849,1.177,-0.251
23.2,1.583,1.257,0.608,5.23,8.565,0.794,1.113,0.003
23.2,1.593,1.327,0.553,6.016,8.999,0.833,1.131,-0.187
23.2,1.562,1.311,0.543,5.947,8.911,0.839,1.144,-0.042
23.2,1.549,1.414,0.409,6.137,9.102,0.913,1.104,0.156
23.2,1.562,1.343,0.511,5.865,8.897,0.86,1.181,0.323
23.2,1.477,1.422,0.271,6.113,9.043,0.963,0.996,-2.815
23.2,1.457,1.315,0.431,5.505,8.58,0.902,1.083,-0.335
23.2,1.571,1.389,0.467,5.704,8.929,0.884,1.11,-0.531
23.2,1.549,1.395,0.435,6.001,9.017,0.9,1.127,0.092
23.3,1.546,1.342,0.496,6.053,9.009,0.868,1.077,0.266
23.3,1.631,1.278,0.621,6.116,9.082,0.784,1.299,0.058
23.3,1.516,1.301,0.513,5.17,8.459,0.858,0.95,-0.312
23.3,1.585,1.266,0.602,5.54,8.811,0.799,1.258,0.038
23.3,1.534,1.413,0.39,5.586,8.908,0.921,1.117,0.028
23.3,1.409,1.259,0.45,4.976,8.173,1.12,1.023,2.287
23.3,1.507,1.359,0.432,5.928,8.911,0.902,1.021,-0.077
23.3,1.462,1.325,0.424,5.539,8.663,0.906,1.118,-0.484
23.3,1.579,1.386,0.478,6.364,9.195,0.878,1.145,-0.276
23.3,1.489,1.328,0.453,5.619,8.696,0.892,0.985,2.227
23.3,1.511,1.279,0.533,5.237,8.529,1.181,0.9,-0.674
23.3,1.453,1.27,0.486,4.982,8.371,0.874,1.212,-0.225
23.3,1.564,1.352,0.503,6.102,9.077,0.865,1.134,0.144
23.3,1.468,1.262,0.511,5.047,8.473,0.859,1.249,0.093
23.3,1.476,1.389,0.338,5.866,8.917,0.941,1.102,-0.292
23.3,1.616,1.156,0.699,4.842,8.349,0.715,1.331,0.135
23.3,1.426,1.37,0.277,5.555,8.665,0.961,1.074,-0.072
23.3,1.552,1.432,0.386,6.185,9.151,0.923,1.097,0.05
23.3,1.518,1.315,0.5,5.663,8.718,1.155,1.007,-2.085
23.3,1.632,1.249,0.644,5.58,8.82,0.765,1.353,0.245
23.3,1.523,1.374,0.431,5.989,8.922,0.903,1.057,0.366
23.3,1.484,1.229,0.56,5.24,8.475,0.829,1.205,0.11
23.3,1.437,1.338,0.365,5.404,8.551,0.931,1.041,-0.484
23.3,1.531,1.31,0.517,5.791,8.791,0.856,1.218,-0.07
23.3,1.48,1.462,0.157,6.067,9.053,0.988,1.011,-0.232
23.3,1.542,1.342,0.492,5.873,8.854,0.871,1.127,-0.392
23.3,1.572,1.335,0.528,5.507,8.824,0.849,1.254,-0.054
23.3,1.576,1.382,0.481,6.101,9.052,0.877,1.069,0.073
23.3,1.497,1.277,0.522,5.334,8.52,0.853,1.179,-0.196
23.3,1.643,1.389,0.535,6.065,9.134,0.845,1.081,-0.239
23.3,1.518,1.424,0.346,6.128,9.039,0.938,1.169,0.133
23.3,1.598,1.391,0.492,6.447,9.258,0.87,1.081,0.072
23.3,1.48,1.257,0.528,5.207,8.471,1.178,0.904,-0.19
23.3,1.51,1.345,0.454,5.675,8.778,0.891,0.993,2.231
23.3,1.564,1.434,0.399,6.447,9.261,0.917,1.094,-0.098
23.3,1.493,1.333,0.45,5.699,8.812,0.893,1.146,-0.1
23.3,1.516,1.196,0.614,5.26,8.5,0.789,1.177,-0.431
23.3,1.611,1.425,0.467,6.337,9.266,0.884,1.119,-0.158
23.3,1.615,1.343,0.555,6.256,9.164,0.832,1.224,0.207
23.3,1.553,1.23,0.611,5.382,8.597,0.792,1.182,-0.262
23.3,1.463,1.343,0.396,5.844,8.763,0.918,1.085,0.406
23.3,1.559,1.386,0.458,6.263,9.143,0.889,1.108,0.188
23.3,1.501,1.453,0.251,5.899,9.024,0.968,1.076,0.265
23.3,1.602,1.426,0.456,6.475,9.309,0.89,1.186,-0.085
23.3,1.557,1.303,0.547,5.903,8.86,0.837,1.158,0.178
23.3,1.499,1.252,0.551,5.117,8.41,0.835,0.95,-0.89
23.3,1.598,1.314,0.569,6.141,9.006,0.822,1.22,0.002
23.3,1.608,1.397,0.496,6.692,9.358,0.869,1.147,0.14
23.3,1.557,1.384,0.459,6.136,9.04,0.888,1.094,-0.375
23.3,1.613,1.293,0.598,5.555,8.788,0.802,1.12,0.117
23.4,1.473,1.373,0.363,5.692,8.765,0.932,0.972,0.225
23.4,1.552,1.369,0.472,6.172,9.08,0.882,1.058,-0.507
23.4,1.496,1.409,0.336,5.759,8.88,0.942,1.141,-0.099
23.4,1.625,1.331,0.574,6.145,9.106,0.819,1.154,-0.028
23.4,1.576,1.434,0.415,6.288,9.224,0.91,1.041,-0.129
23.4,1.583,1.397,0.471,6.43,9.247,0.882,1.068,-0.091
23.4,1.385,1.225,0.467,4.683,7.984,0.884,1.054,0.721
23.4,1.588,1.342,0.535,6.075,9.126,0.845,1.186,-0.026
23.4,1.472,1.436,0.22,6.062,8.986,0.976,1.057,-0.176
23.4,1.558,1.362,0.485,6.033,8.984,0.874,1.135,0.2
23.4,1.463,1.337,0.406,5.619,8.664,0.914,1.126,0.048
23.4,1.501,1.286,0.516,5.679,8.663,0.857,1.125,-0.452
23.4,1.474,1.352,0.399,5.36,8.7,0.917,1.128,0.003
23.4,1.572,1.341,0.521,5.762,8.956,0.853,1.165,-0.108
23.4,1.54,1.347,0.484,5.959,8.958,0.875,1.036,0.251
23.4,1.596,1.417,0.461,6.154,9.202,0.887,1.033,-0.266
23.4,1.607,1.366,0.528,6.33,9.185,0.85,1.157,0.315
23.4,1.61,1.412,0.48,6.456,9.273,0.877,1.077,0.162
23.4,1.498,1.358,0.422,5.818,8.852,1.103,0.971,-4.047
23.4,1.479,1.4,0.324,5.958,8.916,0.946,1.127,-0.103
23.4,1.596,1.328,0.555,5.916,8.947,0.832,1.136,-0.017
23.4,1.604,1.316,0.571,5.787,8.91,0.821,1.215,0.098
23.4,1.501,1.393,0.372,6.094,8.996,0.928,1.038,-0.029
23.4,1.649,1.297,0.618,5.795,9.01,0.786,1.231,-0.325
23.4,1.634,1.248,0.645,5.865,8.96,0.764,1.283,-0.149
23.4,1.454,1.347,0.377,5.317,8.491,0.926,1.113,0.419
23.4,1.591,1.375,0.503,5.615,8.939,0.864,1.07,3.961
23.4,1.583,1.304,0.567,5.84,8.97,0.824,1.129,0.149
23.4,1.527,1.397,0.404,6.147,9.099,0.915,1.077,-0.233
23.4,1.515,1.377,0.417,5.365,8.67,1.1,1.059,0.488
23.4,1.549,1.306,0.538,5.639,8.769,0.843,1.16,0.274
23.4,1.444,1.354,0.346,5.371,8.642,1.066,0.963,0.676
23.4,1.505,1.412,0.346,5.905,8.919,1.066,0.989,-1.256
23.4,1.572,1.404,0.45,6.176,9.104,0.893,1.073,0.533
23.4,1.521,1.447,0.308,6.43,9.191,0.951,1.08,0.145
23.4,1.49,1.32,0.465,5.524,8.598,0.886,1.087,-0.577
23.4,1.617,1.402,0.499,6.255,9.196,0.867,1.073,0.149
23.4,1.498,1.383,0.383,6.076,8.983,0.924,1.082,0.455
23.4,1.618,1.291,0.603,5.756,8.889,0.798,1.224,0.187
23.4,1.61,1.432,0.458,6.226,9.213,0.889,1.087,0.441
23.4,1.563,1.309,0.547,5.818,8.865,0.837,1.109,-0.02
23.4,1.468,1.331,0.422,5.394,8.595,0.907,1.116,0.417
23.4,1.443,1.369,0.315,5.476,8.639,1.053,0.979,-0.33
23.4,1.506,1.411,0.35,6.001,9.011,0.937,1.082,-0.357
23.4,1.561,1.255,0.595,5.336,8.605,0.804,1.208,0.073
23.4,1.507,1.392,0.382,5.761,8.876,1.082,0.901,0.543
23.4,1.518,1.28,0.538,5.754,8.707,0.843,1.162,0.315
23.4,1.571,1.314,0.548,5.706,8.816,0.837,1.158,-0.467
23.4,1.615,1.263,0.623,5.677,8.881,0.783,1.205,0.195
23.4,1.579,1.346,0.522,6.232,9.119,0.853,1.237,-0.029
23.5,1.414,1.297,0.399,5.168,8.446,0.917,1.05,-0.4
23.5,1.498,1.374,0.398,5.573,8.752,0.917,1.112,-0.337
23.5,1.532,1.322,0.506,5.483,8.691,0.863,1.043,0.663
23.5,1.591,1.356,0.523,6.104,9.053,0.852,1.13,-0.234
23.5,1.621,1.352,0.552,6.279,9.191,0.834,1.192,-0.121
23.5,1.558,1.415,0.418,6.315,9.156,0.908,1.069,0.034
23.5,1.519,1.419,0.357,6.162,9.028,0.934,1.057,0.068
23.5,1.688,1.163,0.725,5.453,8.762,0.689,1.189,-0.534
23.5,1.652,1.412,0.519,6.175,9.255,0.855,1.072,-0.324
23.5,1.432,1.356,0.321,5.428,8.555,0.947,1.019,-0.218
23.5,1.618,1.383,0.519,6.321,9.218,0.855,1.146,-0.1
23.5,1.506,1.392,0.382,6.138,8.979,0.924,1.083,0.089
23.5,1.645,1.238,0.659,5.529,8.726,0.752,1.204,0.311
23.5,1.557,1.306,0.544,5.628,8.827,1.192,1.029,2.188
23.5,1.579,1.447,0.399,6.481,9.286,0.917,1.087,0.047
23.5,1.625,1.349,0.557,6.295,9.168,0.83,1.179,-0.027
23.5,1.604,1.349,0.54,6.117,9.069,0.841,1.117,0.48
23.5,1.475,1.369,0.373,5.62,8.768,1.078,0.971,-0.634
23.5,1.599,1.14,0.702,5.157,8.491,0.713,1.3,0.21
23.5,1.451,1.391,0.285,5.801,8.751,0.959,0.993,2.786
23.5,1.501,1.294,0.507,5.536,8.652,0.862,1.139,0.515
23.5,1.597,1.444,0.428,6.515,9.326,0.904,1.063,0.07
23.5,1.54,1.314,0.521,5.715,8.767,0.853,1.168,0.286
23.5,1.495,1.376,0.391,5.997,8.865,0.92,1.108,0.223
23.5,1.493,1.299,0.492,5.181,8.418,1.149,0.956,0.996
23.5,1.602,1.311,0.575,6.131,9.056,0.818,1.227,0.043
23.5,1.513,1.252,0.562,5.59,8.631,0.827,1.229,0.292
23.5,1.52,1.446,0.308,5.662,8.913,0.951,1.095,-2.098
23.5,1.604,1.319,0.569,6.092,9.072,0.822,1.207,-0.124
23.5,1.595,1.357,0.526,5.796,9.009,0.85,1.405,0.031
23.5,1.633,1.337,0.574,5.991,9.056,0.819,1.161,0.19
23.5,1.584,1.335,0.539,5.684,8.877,0.842,1.045,-0.805
23.5,1.534,1.359,0.463,6.053,8.946,0.886,1.146,0.008
23.5,1.443,1.345,0.364,5.371,8.55,0.932,1.045,-0.433
23.5,1.513,1.37,0.425,5.695,8.794,0.905,1.058,0.308
23.5,1.547,1.323,0.518,5.679,8.83,0.856,1.094,-0.159
23.5,1.606,1.229,0.644,5.303,8.646,0.765,1.159,-0.291
23.5,1.572,1.311,0.551,5.81,8.898,0.834,1.196,-0.398
23.5,1.593,1.385,0.494,6.468,9.225,0.869,1.159,-0.039
23.5,1.66,1.366,0.568,6.345,9.252,0.823,1.144,-0.177
23.5,1.558,1.361,0.486,6.059,9.001,0.874,1.073,-0.404
23.5,1.628,1.321,0.584,5.703,8.899,0.812,1.117,0.553
23.5,1.546,1.231,0.604,5.495,8.607,0.797,1.273,0.132
23.5,1.468,1.35,0.393,5.637,8.773,0.92,1.09,0.113
23.5,1.618,1.268,0.621,5.333,8.655,0.784,0.983,2.925
23.5,1.546,1.384,0.446,6.252,9.091,0.895,1.084,0.227
23.5,1.514,1.355,0.446,5.508,8.704,0.895,1.063,0.575
23.5,1.444,1.419,0.185,5.89,8.887,1.018,0.959,0.198
23.5,1.589,1.33,0.547,5.908,8.968,0.837,1.197,0.177
23.5,1.603,1.399,0.489,6.44,9.294,0.872,1.104,0.163
23.6,1.503,1.323,0.474,5.463,8.687,0.881,1.304,-0.037
23.6,1.57,1.396,0.458,6.296,9.161,0.889,1.187,0.03
23.6,1.489,1.391,0.358,5.836,8.855,1.071,0.98,1.266
23.6,1.49,1.393,0.354,5.783,8.869,0.935,1.152,-0.588
23.6,1.527,1.398,0.402,6.15,9.0,0.915,1.055,0.668
23.6,1.616,1.389,0.511,6.514,9.286,0.86,1.174,0.328
23.6,1.555,1.449,0.362,6.654,9.319,0.932,1.047,0.289
23.6,1.582,1.313,0.557,5.859,8.925,0.83,1.096,-0.309
23.6,1.602,1.312,0.574,6.029,9.046,0.819,1.205,0.2
23.6,1.544,1.305,0.535,5.5,8.712,0.845,1.188,-0.212
23.6,1.691,1.246,0.676,5.224,8.707,0.737,1.236,-0.158
23.6,1.506,1.302,0.502,5.559,8.586,0.865,1.059,0.239
23.6,1.491,1.449,0.237,5.662,8.896,1.029,1.067,0.103
23.6,1.611,1.329,0.565,5.343,8.753,0.825,0.972,2.819
23.6,1.557,1.2,0.637,4.709,8.219,0.771,0.975,2.204
23.6,1.629,1.384,0.527,6.123,9.171,0.85,1.134,0.021
23.6,1.507,1.452,0.269,6.183,9.13,0.963,1.07,0.351
23.6,1.579,1.412,0.448,6.241,9.129,0.894,1.101,0.091
23.6,1.551,1.397,0.434,6.004,8.973,0.901,1.058,-0.156
23.6,1.58,1.354,0.515,5.912,8.972,0.857,1.143,0.193
23.6,1.627,1.407,0.502,6.371,9.258,0.865,1.13,-0.219
23.6,1.606,1.393,0.497,5.866,9.093,0.868,1.137,0.079
23.6,1.456,1.294,0.458,5.104,8.406,0.889,1.089,-0.826
23.6,1.542,1.382,0.443,5.797,8.93,0.896,1.115,0.036
23.6,1.428,1.425,0.065,5.707,8.796,0.998,1.032,0.485
23.6,1.503,1.385,0.388,5.452,8.684,1.085,0.943,0.598
23.6,1.519,1.383,0.414,5.699,8.86,0.91,1.054,0.043
23.6,1.54,1.377,0.448,6.114,9.048,0.894,1.057,-0.412
23.6,1.586,1.378,0.496,6.137,9.071,0.869,1.069,0.111
23.6,1.585,1.329,0.545,5.972,8.954,0.838,1.063,-0.58
23.6,1.424,1.39,0.217,5.397,8.607,1.025,1.045,0.056
23.6,1.573,1.353,0.51,6.005,8.996,0.86,1.152,0.122
23.6,1.589,1.243,0.623,5.533,8.727,0.782,1.219,0.459
23.6,1.638,1.37,0.548,5.386,8.84,0.836,1.022,6.89
23.6,1.552,1.298,0.548,5.884,8.84,0.837,1.086,0.53
23.6,1.614,1.367,0.532,6.031,9.085,0.847,1.194,-0.186
23.6,1.546,1.453,0.341,5.961,9.058,1.064,0.975,1.264
23.6,1.544,1.311,0.528,5.852,8.859,0.849,1.178,0.431
23.6,1.54,1.405,0.41,5.739,8.878,0.912,0.976,0.226
23.6,1.488,1.281,0.509,5.481,8.614,1.162,1.026,2.511
23.6,1.444,1.401,0.243,5.536,8.683,1.031,1.017,0.524
23.6,1.483,1.414,0.301,5.379,8.738,0.954,1.23,-0.493
23.6,1.469,1.347,0.399,5.239,8.55,0.917,1.079,-0.255
23.6,1.415,1.386,0.2,5.45,8.569,1.021,0.972,0.381
23.6,1.52,1.325,0.49,5.28,8.585,1.147,0.935,-0.916
23.6,1.533,1.357,0.465,6.162,9.037,0.885,1.091,-0.675
23.6,1.628,1.29,0.61,6.192,9.07,0.793,1.169,-0.127
23.6,1.541,1.223,0.608,5.322,8.505,1.26,0.813,0.285
23.6,1.506,1.436,0.301,6.226,9.061,0.954,1.02,0.717
23.6,1.504,1.378,0.402,5.926,8.915,0.916,0.988,-2.416
23.7,1.582,1.373,0.497,6.082,9.039,0.867,1.161,-0.014
23.7,1.5,1.319,0.477,4.886,8.407,0.879,1.109,-0.593
23.7,1.577,1.335,0.532,5.969,8.979,0.847,1.199,-0.129
23.7,1.588,1.431,0.433,6.181,9.171,0.901,1.178,0.124
23.7,1.446,1.413,0.214,5.907,8.867,1.024,0.967,-2.326
23.7,1.395,1.266,0.419,4.869,8.262,1.101,0.954,-0.823
23.7,1.571,1.337,0.524,5.958,9.028,0.851,1.121,-0.212
23.7,1.648,1.31,0.607,6.064,9.071,0.795,1.16,0.031
23.7,1.515,1.324,0.486,5.503,8.804,0.874,1.146,0.103
23.7,1.48,1.352,0.406,5.869,8.786,1.094,0.928,0.209
23.7,1.438,1.281,0.454,5.157,8.365,0.891,1.11,0.132
23.7,1.528,1.283,0.544,5.275,8.662,0.839,1.098,-0.362
23.7,1.597,1.378,0.505,6.147,9.105,0.863,1.093,-0.126
23.7,1.462,1.335,0.409,5.378,8.597,1.096,0.825,0.586
23.7,1.578,1.269,0.595,5.682,8.759,0.804,1.147,-0.527
23.7,1.611,1.404,0.491,6.324,9.28,0.871,1.083,-0.08
23.7,1.63,1.322,0.585,5.82,8.955,0.811,1.151,-0.31
23.7,1.572,1.442,0.399,6.256,9.206,0.917,1.201,0.18
23.7,1.577,1.41,0.448,5.87,9.059,0.894,1.049,0.696
23.7,1.453,1.316,0.425,5.504,8.579,1.105,0.934,2.316
23.7,1.593,1.283,0.593,5.812,8.903,0.805,1.191,-0.283
23.7,1.596,1.369,0.514,5.944,9.028,0.858,1.148,0.016
23.7,1.531,1.284,0.545,5.63,8.709,0.839,1.135,-0.251
23.7,1.541,1.337,0.497,5.76,8.875,0.868,1.15,-0.226
23.7,1.371,1.322,0.265,5.139,8.398,0.964,1.065,0.163
23.7,1.582,1.443,0.409,6.101,9.163,0.912,1.116,0.086
23.7,1.644,1.355,0.566,6.056,9.147,0.824,1.189,-0.412
23.7,1.591,1.356,0.524,5.721,8.938,0.852,1.1,-0.513
23.7,1.553,1.302,0.546,5.818,8.816,1.193,0.938,-0.513
23.7,1.442,1.388,0.271,5.731,8.739,0.962,1.049,0.144
23.7,1.506,1.299,0.506,5.392,8.529,1.16,0.93,-0.958
23.7,1.678,1.214,0.691,5.462,8.773,0.723,1.305,-0.237
23.7,1.537,1.381,0.438,6.105,9.096,0.899,1.098,0.213
23.7,1.645,1.29,0.621,5.664,8.895,0.784,1.291,0.286
23.7,1.503,1.344,0.447,5.644,8.839,0.894,1.081,0.225
23.7,1.592,1.35,0.53,6.01,8.969,0.848,1.008,3.587
23.7,1.547,1.256,0.583,4.798,8.285,0.812,1.15,-0.17
23.7,1.523,1.256,0.566,5.46,8.595,0.824,1.197,0.221
23.7,1.522,1.331,0.484,5.578,8.717,0.875,1.004,3.428
23.7,1.639,1.252,0.645,5.819,8.88,0.764,1.245,0.345
23.7,1.531,1.289,0.54,5.615,8.725,0.842,1.094,0.375
23.7,1.598,1.421,0.457,6.17,9.196,0.889,1.14,0.41
23.7,1.526,1.355,0.459,5.984,8.959,0.888,1.107,0.187
23.7,1.566,1.411,0.434,6.303,9.182,0.901,1.151,0.634
23.7,1.606,1.353,0.538,6.143,9.177,0.843,1.243,0.208
23.7,1.515,1.279,0.535,5.299,8.556,1.184,1.008,2.86
23.7,1.465,1.293,0.47,5.386,8.524,1.133,0.848,0.265
23.7,1.553,1.409,0.421,6.195,9.121,0.907,1.143,-0.072
23.7,1.499,1.366,0.412,5.593,8.762,0.911,1.072,0.087
23.7,1.576,1.436,0.411,5.832,9.068,0.911,1.211,-0.062
23.8,1.529,1.458,0.3,6.36,9.197,0.954,1.073,0.39
23.8,1.461,1.338,0.402,5.768,8.685,1.092,0.946,-0.204
23.8,1.504,1.446,0.274,6.217,9.084,0.962,1.015,0.704
23.8,1.462,1.265,0.501,5.313,8.403,0.865,1.0,-0.783
23.8,1.571,1.251,0.604,5.438,8.621,0.797,1.158,-0.343
23.8,1.537,1.445,0.34,6.238,9.175,0.94,1.02,-0.284
23.8,1.469,1.355,0.387,5.533,8.626,0.922,1.105,-0.218
23.8,1.645,1.457,0.464,6.245,9.295,0.886,1.108,0.1
23.8,1.564,1.383,0.467,6.112,9.147,0.884,1.088,-0.231
23.8,1.671,1.249,0.664,5.511,8.756,0.748,1.251,0.177
23.8,1.534,1.427,0.367,6.446,9.241,0.93,1.02,-0.239
23.8,1.523,1.346,0.468,5.97,8.943,0.884,1.123,-0.192
23.8,1.571,1.394,0.461,6.119,9.06,0.887,1.094,-0.379
23.8,1.481,1.345,0.419,5.365,8.606,0.908,1.06,0.027
