true_angle,semi_major_axis,semi_minor_axis,eccentricity,convex_hull_area,convex_hull_perimeter,eccentricity_ratio,aspect_ratio,theta
7.4,1.32,1.28,0.245,4.622,7.928,1.032,1.016,-0.144
7.4,1.245,1.191,0.292,3.844,7.324,0.956,1.08,0.055
7.4,1.291,1.193,0.383,4.329,7.627,1.082,0.99,-3.974
7.4,1.333,1.273,0.298,4.898,8.067,1.048,0.915,-0.191
7.4,1.358,1.212,0.452,3.787,7.468,1.121,0.975,1.168
7.4,1.332,1.18,0.464,4.084,7.51,1.129,0.944,0.63
7.4,1.331,1.233,0.376,4.533,7.812,0.926,0.988,-5.396
7.5,1.312,1.072,0.576,3.884,7.321,0.817,1.261,0.202
7.5,1.319,1.204,0.409,4.674,7.844,0.912,1.085,-0.068
7.5,1.277,1.161,0.416,4.212,7.53,1.1,0.987,3.95
7.5,1.378,1.119,0.584,4.278,7.67,0.812,1.148,0.337
7.5,1.347,1.184,0.477,4.198,7.63,1.138,0.904,-0.339
7.5,1.365,1.262,0.381,4.782,8.012,1.081,0.957,0.319
7.5,1.332,1.064,0.602,4.032,7.472,1.252,0.822,-0.064
7.5,1.352,1.167,0.504,4.133,7.565,0.864,1.051,-0.208
7.5,1.306,1.285,0.178,4.795,8.015,0.984,1.021,-0.658
7.5,1.339,1.215,0.42,4.427,7.809,1.102,0.876,-0.194
7.5,1.37,1.167,0.523,4.429,7.78,0.852,1.136,-0.201
7.5,1.331,1.268,0.303,4.815,7.995,0.953,1.03,-0.25
7.5,1.294,1.234,0.301,4.627,7.823,0.954,1.015,2.362
7.5,1.363,1.136,0.553,3.924,7.581,1.2,0.858,0.059
7.5,1.324,1.2,0.423,4.375,7.728,1.104,0.942,-0.606
7.5,1.355,1.33,0.189,5.024,8.216,1.018,1.014,-0.098
7.5,1.274,1.195,0.347,4.28,7.57,0.938,1.025,0.032
7.5,1.301,1.113,0.518,4.026,7.38,0.856,1.07,-0.463
7.5,1.334,1.283,0.273,4.93,8.073,0.962,1.022,0.615
7.5,1.287,1.215,0.329,4.415,7.678,0.944,0.975,-0.319
7.5,1.399,1.209,0.503,4.511,7.909,1.157,1.005,-2.659
7.5,1.321,1.286,0.229,4.549,7.908,0.973,0.921,-5.545
7.5,1.338,1.185,0.464,4.495,7.789,1.129,0.856,-0.167
7.5,1.355,1.142,0.538,4.453,7.688,1.186,1.006,-0.732
7.5,1.279,1.186,0.374,4.132,7.542,0.927,1.021,-0.297
7.5,1.37,1.311,0.29,4.567,7.99,1.045,0.927,0.303
7.5,1.355,1.218,0.438,4.642,7.951,0.899,1.023,0.544
7.5,1.298,1.189,0.401,4.373,7.711,0.916,1.075,0.383
7.5,1.334,1.03,0.635,3.753,7.23,0.772,1.141,-0.27
7.5,1.403,1.191,0.529,4.147,7.61,0.849,0.922,0.077
7.5,1.255,1.068,0.526,3.577,7.109,0.851,1.154,0.256
7.5,1.271,1.226,0.265,4.553,7.755,0.964,0.956,-0.501
7.5,1.298,1.269,0.213,4.525,7.873,0.977,1.054,-0.673
7.5,1.301,1.238,0.307,4.553,7.817,1.051,0.912,0.112
7.5,1.274,1.241,0.227,4.524,7.781,1.027,0.98,0.006
7.5,1.311,1.241,0.322,4.572,7.802,1.056,0.955,0.182
7.5,1.331,1.223,0.394,4.525,7.862,0.919,1.093,-0.117
7.5,1.355,1.234,0.413,4.703,7.957,1.098,0.997,4.047
7.5,1.32,1.102,0.55,4.023,7.457,1.197,0.868,0.137
7.5,1.353,1.314,0.238,5.167,8.243,1.03,0.989,0.167
7.5,1.272,1.19,0.352,4.254,7.615,0.936,1.02,-0.278
7.5,1.284,1.253,0.22,4.497,7.786,0.976,1.0,3.483
7.5,1.346,1.156,0.512,4.472,7.763,1.164,0.94,-0.563
7.5,1.33,1.195,0.439,4.046,7.507,0.898,1.009,-1.439
7.5,1.298,1.128,0.496,4.003,7.496,0.869,1.113,-0.158
7.5,1.294,1.14,0.472,4.187,7.554,1.134,0.864,-0.464
7.5,1.299,1.275,0.194,4.829,7.981,1.019,0.97,0.289
7.5,1.312,1.229,0.349,4.611,7.835,0.937,0.97,0.018
7.5,1.352,1.209,0.448,4.576,7.836,0.894,1.062,-0.096
7.5,1.323,1.201,0.421,4.638,7.873,1.102,0.988,0.862
7.6,1.327,1.293,0.225,4.82,8.063,1.026,0.967,-2.213
7.6,1.282,1.243,0.246,4.509,7.762,1.032,0.979,-0.073
7.6,1.353,1.233,0.413,4.623,7.894,0.911,0.983,5.42
7.6,1.254,1.144,0.409,4.01,7.327,0.912,1.043,-0.588
7.6,1.331,1.23,0.382,4.739,7.912,1.082,0.973,0.701
7.6,1.291,1.173,0.418,4.268,7.586,1.101,0.973,0.539
7.6,1.341,1.126,0.543,4.052,7.537,1.191,0.91,0.661
7.6,1.382,1.134,0.572,4.131,7.516,0.821,1.089,0.375
7.6,1.383,1.123,0.583,4.155,7.587,1.231,0.97,0.077
7.6,1.354,1.283,0.321,4.864,8.065,1.056,0.949,-3.95
7.6,1.289,1.192,0.38,4.251,7.591,1.081,0.94,0.09
7.6,1.271,1.251,0.174,4.527,7.792,0.985,0.993,2.415
7.6,1.334,1.239,0.371,4.848,7.991,0.929,1.056,-0.411
7.6,1.334,1.276,0.29,4.591,7.939,1.045,0.974,-0.439
7.6,1.327,1.146,0.504,4.414,7.677,1.158,0.931,-0.471
7.6,1.354,1.194,0.471,4.506,7.809,1.134,0.918,0.125
7.6,1.341,1.208,0.433,4.425,7.802,0.901,1.05,-0.595
7.6,1.345,1.306,0.239,5.013,8.134,0.971,1.042,0.226
7.6,1.288,1.234,0.286,4.528,7.765,1.044,0.969,0.743
7.6,1.296,1.188,0.399,4.337,7.647,1.091,1.017,8.62
7.6,1.268,1.114,0.478,3.779,7.256,0.878,1.123,0.081
7.6,1.295,1.191,0.392,4.305,7.625,0.92,1.065,0.24
7.6,1.351,1.224,0.424,4.698,7.892,1.104,0.904,0.484
7.6,1.343,1.131,0.539,4.169,7.642,0.842,1.064,3.884
7.6,1.338,1.159,0.5,4.45,7.75,1.154,0.999,-10.22
7.6,1.363,1.183,0.496,4.656,7.876,0.868,1.079,-0.45
7.6,1.309,1.283,0.199,4.767,7.994,1.02,1.019,0.187
7.6,1.363,1.272,0.359,4.943,8.122,0.933,1.06,-0.392
7.6,1.319,1.179,0.45,4.256,7.614,0.893,1.052,0.719
7.6,1.427,1.195,0.547,4.492,7.936,0.837,1.018,-3.815
7.6,1.341,1.197,0.45,4.389,7.742,1.12,0.904,0.367
7.6,1.267,1.142,0.433,4.045,7.431,1.109,1.021,2.098
7.6,1.272,1.208,0.312,4.001,7.495,0.95,1.104,3.915
7.6,1.279,1.219,0.301,4.143,7.578,1.049,0.912,0.389
7.6,1.302,1.064,0.576,3.972,7.33,0.817,1.11,-0.608
7.6,1.266,1.224,0.254,4.112,7.514,1.034,0.993,0.022
7.6,1.368,1.226,0.444,4.49,7.835,0.896,1.049,-0.063
7.6,1.412,1.147,0.583,4.344,7.751,0.812,1.082,0.196
7.6,1.323,1.204,0.416,4.553,7.795,0.909,1.088,0.258
7.6,1.374,1.135,0.563,4.505,7.82,0.826,1.093,-0.608
7.6,1.305,1.212,0.372,4.215,7.623,1.077,0.948,0.005
7.6,1.327,1.296,0.215,4.921,8.078,0.977,0.994,2.649
7.6,1.375,1.237,0.437,4.987,8.082,0.9,1.051,-0.577
7.6,1.359,1.167,0.512,4.437,7.751,1.164,0.878,0.042
7.6,1.339,1.17,0.487,4.369,7.713,1.145,1.037,2.19
7.6,1.337,1.133,0.531,3.887,7.395,1.18,0.989,-3.447
7.6,1.33,1.147,0.506,4.345,7.645,1.159,0.895,0.146
7.6,1.359,1.255,0.383,4.76,7.993,0.924,0.987,-1.98
7.6,1.306,1.192,0.407,4.405,7.713,1.095,0.92,0.303
7.6,1.255,1.16,0.383,4.202,7.482,0.924,0.98,2.344
7.7,1.297,1.184,0.41,3.873,7.428,1.096,0.919,0.045
7.7,1.313,1.231,0.347,4.501,7.8,0.938,1.053,-0.503
7.7,1.33,1.29,0.244,4.044,7.69,1.031,0.866,-0.007
7.7,1.284,1.215,0.325,4.265,7.579,1.057,0.917,0.355
7.7,1.303,1.188,0.411,4.375,7.71,0.912,1.075,0.286
7.7,1.288,1.172,0.415,4.3,7.619,1.099,0.948,0.575
7.7,1.292,1.233,0.299,4.637,7.861,0.954,1.024,-0.364
7.7,1.38,1.11,0.594,4.345,7.705,0.804,1.168,-0.243
7.7,1.235,1.136,0.392,3.992,7.354,1.087,0.925,0.319
7.7,1.3,1.253,0.267,4.594,7.843,1.038,1.008,-2.032
7.7,1.306,1.219,0.359,4.011,7.506,1.072,0.904,-2.278
7.7,1.305,0.99,0.652,3.602,7.093,1.319,0.774,-0.22
7.7,1.298,1.139,0.479,4.128,7.511,0.878,1.159,0.007
7.7,1.232,1.174,0.306,4.167,7.488,1.05,1.035,0.399
7.7,1.337,1.251,0.353,4.768,7.948,1.069,0.969,0.349
7.7,1.409,1.099,0.626,4.167,7.595,0.78,1.118,-0.423
7.7,1.26,1.205,0.294,4.358,7.618,1.046,0.949,0.113
7.7,1.395,1.186,0.527,4.624,7.944,0.85,1.092,0.536
7.7,1.338,1.165,0.492,4.609,7.831,1.149,0.93,-0.278
7.7,1.242,0.971,0.624,3.423,6.829,0.782,1.159,0.49
7.7,1.328,1.268,0.299,5.005,8.076,0.954,1.015,0.377
7.7,1.356,1.22,0.437,4.687,7.919,0.899,1.0,-2.577
7.7,1.324,1.148,0.497,4.339,7.66,1.153,0.949,-0.541
7.7,1.308,1.182,0.428,4.587,7.736,0.904,1.05,-0.482
7.7,1.304,1.186,0.416,3.935,7.458,0.909,1.08,0.281
7.7,1.255,1.173,0.355,4.031,7.425,0.935,1.025,-0.006
7.7,1.319,1.23,0.36,4.534,7.831,1.072,0.887,0.043
7.7,1.284,1.192,0.372,4.43,7.695,1.077,0.984,0.37
7.7,1.364,1.211,0.461,4.38,7.762,0.887,1.072,0.075
7.7,1.365,1.263,0.38,5.043,8.149,0.925,1.074,0.025
7.7,1.375,1.262,0.398,4.766,8.038,0.917,1.034,0.371
7.7,1.312,1.15,0.482,4.375,7.613,0.876,1.087,-0.348
7.7,1.358,1.199,0.469,4.349,7.7,1.132,0.918,-0.62
7.7,1.389,1.184,0.523,4.282,7.753,0.852,1.078,-0.517
7.7,1.326,1.225,0.382,4.681,7.864,0.924,1.055,0.598
7.7,1.283,1.261,0.186,4.654,7.865,0.983,1.001,3.785
7.7,1.333,1.275,0.291,4.733,7.954,1.045,1.02,0.364
7.7,1.271,1.259,0.137,4.576,7.783,0.991,0.965,0.066
7.7,1.342,1.241,0.381,4.423,7.799,1.081,1.004,-2.967
7.7,1.162,1.104,0.312,3.551,6.96,1.053,1.007,1.861
7.7,1.288,1.177,0.406,4.344,7.633,0.914,1.094,0.201
7.7,1.322,1.194,0.429,4.553,7.787,1.107,0.901,-0.109
7.7,1.34,1.232,0.394,4.513,7.86,0.919,1.151,-0.112
7.7,1.324,1.156,0.487,4.383,7.689,0.873,1.084,0.401
7.7,1.32,1.213,0.395,4.482,7.758,0.919,1.034,2.417
7.7,1.326,1.185,0.448,4.377,7.701,0.894,1.107,0.45
7.7,1.332,1.258,0.33,4.814,7.981,1.059,0.954,-0.725
7.7,1.246,1.212,0.232,4.367,7.586,0.973,1.001,3.418
7.7,1.374,1.166,0.529,4.274,7.736,1.178,0.832,0.5
7.7,1.264,1.195,0.325,4.404,7.623,0.946,1.08,0.17
7.8,1.309,1.243,0.313,4.564,7.824,0.95,1.05,0.462
7.8,1.441,1.039,0.693,3.712,7.418,1.386,1.066,-2.104
7.8,1.246,1.221,0.2,4.293,7.631,0.98,0.981,-0.488
7.8,1.317,1.288,0.207,4.868,8.058,0.978,0.962,0.592
7.8,1.239,1.175,0.317,4.158,7.418,0.948,1.048,-0.202
7.8,1.324,1.103,0.553,4.124,7.542,0.833,1.317,0.022
7.8,1.351,1.172,0.497,4.264,7.655,1.153,1.017,2.602
7.8,1.348,1.22,0.426,4.529,7.839,0.905,1.059,-0.37
7.8,1.364,1.183,0.498,4.486,7.799,0.867,1.009,3.565
7.8,1.302,1.166,0.444,4.423,7.704,0.896,1.064,-0.113
7.8,1.265,1.195,0.328,4.138,7.583,0.945,0.99,2.236
7.8,1.333,1.144,0.514,4.213,7.59,1.166,0.876,0.363
7.8,1.312,1.238,0.331,4.758,7.907,1.06,0.987,0.133
7.8,1.338,1.2,0.443,4.329,7.672,0.897,1.064,-0.191
7.8,1.293,1.217,0.339,4.352,7.665,1.063,0.95,-0.702
7.8,1.355,1.26,0.367,4.833,8.016,0.93,1.009,3.612
7.8,1.303,1.22,0.352,4.638,7.847,0.936,1.056,-0.485
7.8,1.241,1.182,0.304,3.911,7.493,1.05,0.886,0.007
7.8,1.297,1.223,0.334,4.261,7.668,1.061,0.949,0.225
7.8,1.473,1.12,0.649,3.985,7.494,0.761,1.063,-0.422
7.8,1.372,1.233,0.438,4.891,8.063,1.112,0.939,0.364
7.8,1.311,1.172,0.449,4.465,7.681,0.894,1.174,-0.073
7.8,1.324,1.271,0.28,4.789,7.982,0.96,1.019,2.418
7.8,1.361,1.221,0.442,4.298,7.778,1.115,0.924,-0.901
7.8,1.383,1.125,0.581,4.351,7.71,0.814,0.957,-2.097
7.8,1.288,1.257,0.22,4.499,7.833,1.025,0.904,0.678
7.8,1.346,1.253,0.367,4.911,8.082,0.93,1.011,-7.004
7.8,1.343,1.289,0.28,5.012,8.144,1.042,0.954,-0.055
7.8,1.172,1.126,0.278,3.485,7.002,0.961,1.007,-0.274
7.8,1.385,1.11,0.598,4.278,7.638,1.247,0.847,-0.321
7.8,1.323,1.223,0.381,4.799,7.943,0.925,1.024,-0.597
7.8,1.281,1.21,0.328,4.19,7.587,0.945,1.077,0.058
7.8,1.337,1.215,0.418,4.54,7.792,0.909,1.029,-0.545
7.8,1.25,1.175,0.341,3.648,7.21,0.94,1.039,-0.593
7.8,1.309,1.168,0.452,4.32,7.642,0.892,1.091,0.283
7.8,1.417,1.137,0.597,4.427,7.767,0.802,1.163,-0.2
7.8,1.392,1.198,0.509,4.551,7.878,0.861,1.06,0.404
7.8,1.35,1.265,0.348,4.845,8.055,0.937,1.037,0.911
7.8,1.373,1.095,0.604,4.268,7.65,0.797,1.242,-0.239
7.8,1.31,1.186,0.424,4.344,7.679,0.906,1.06,-0.38
7.8,1.307,1.131,0.501,4.221,7.553,0.866,1.102,-0.444
7.8,1.398,1.176,0.541,4.793,7.978,0.841,1.012,-3.806
7.8,1.375,1.2,0.488,4.648,7.936,1.146,0.899,-0.242
7.8,1.293,1.103,0.522,3.864,7.331,1.172,0.988,7.051
7.8,1.293,1.275,0.165,4.496,7.804,0.986,0.985,0.236
7.8,1.304,1.259,0.26,4.303,7.708,0.966,1.018,0.306
7.8,1.357,1.299,0.289,4.836,8.094,1.044,1.04,-0.322
7.8,1.329,1.228,0.382,4.611,7.857,1.082,0.947,0.701
7.8,1.315,1.203,0.404,4.241,7.66,1.093,0.958,0.979
7.8,1.32,1.242,0.338,4.583,7.859,1.063,0.96,3.964
7.9,1.37,1.252,0.405,4.665,7.993,0.914,1.128,-0.058
7.9,1.345,1.107,0.569,3.828,7.349,1.216,0.91,-0.398
7.9,1.258,1.096,0.491,3.607,7.12,0.871,1.07,0.191
7.9,1.293,1.144,0.466,4.177,7.528,1.13,0.941,0.627
7.9,1.313,1.222,0.364,4.48,7.803,1.074,0.935,0.647
7.9,1.228,1.136,0.379,3.4,7.075,1.081,0.951,-0.078
7.9,1.31,1.27,0.245,4.765,7.965,1.031,0.98,0.294
7.9,1.356,1.161,0.516,4.499,7.783,0.856,0.966,-2.129
7.9,1.341,1.089,0.584,4.266,7.594,0.812,1.221,-0.05
7.9,1.299,1.169,0.436,4.069,7.543,1.111,0.897,0.185
7.9,1.213,1.132,0.36,3.814,7.174,0.933,1.09,-0.414
7.9,1.337,1.321,0.154,5.027,8.16,0.988,0.966,-0.783
7.9,1.321,1.234,0.355,4.34,7.707,0.935,0.989,-1.913
7.9,1.323,1.193,0.432,4.642,7.824,0.902,1.076,0.265
7.9,1.443,1.162,0.593,4.303,7.775,0.805,1.196,-0.061
7.9,1.303,1.203,0.384,4.375,7.718,1.083,0.955,0.288
7.9,1.421,1.217,0.516,4.718,8.002,0.856,1.044,0.243
7.9,1.339,1.171,0.485,4.514,7.77,0.874,1.094,0.466
7.9,1.343,1.203,0.445,4.546,7.811,0.896,1.09,0.211
7.9,1.318,1.244,0.332,4.485,7.813,0.943,1.044,0.769
7.9,1.338,1.217,0.417,4.263,7.742,0.909,1.054,0.41
7.9,1.372,1.296,0.327,4.824,8.11,0.945,1.009,3.702
7.9,1.408,1.135,0.592,4.336,7.76,0.806,1.288,-0.124
7.9,1.313,1.253,0.3,4.478,7.827,1.048,0.84,-0.119
7.9,1.372,1.255,0.403,4.665,8.003,1.093,0.944,-0.915
7.9,1.318,1.198,0.416,4.137,7.598,0.909,1.044,-0.37
7.9,1.316,1.219,0.377,4.429,7.726,1.08,0.91,0.266
7.9,1.26,1.183,0.345,4.187,7.499,1.066,0.933,-0.347
7.9,1.337,1.265,0.325,4.692,7.939,0.946,0.977,2.448
7.9,1.367,1.275,0.36,4.976,8.142,0.933,1.087,-0.117
7.9,1.371,1.161,0.532,4.282,7.623,0.847,0.988,2.849
7.9,1.468,0.971,0.75,3.648,7.267,0.662,1.281,0.329
7.9,1.288,1.251,0.238,4.639,7.869,1.03,1.004,2.602
7.9,1.38,1.147,0.556,4.275,7.699,0.831,1.104,-0.493
7.9,1.399,1.135,0.584,3.811,7.571,1.232,0.972,-3.593
7.9,1.295,1.226,0.323,4.485,7.753,1.057,0.895,-0.074
7.9,1.385,1.159,0.547,4.179,7.652,1.195,0.95,0.614
7.9,1.344,1.203,0.446,4.524,7.836,0.895,1.089,-0.249
7.9,1.295,1.222,0.331,4.501,7.732,0.944,1.094,-0.383
7.9,1.272,1.167,0.397,4.196,7.543,0.918,0.996,-2.796
7.9,1.412,1.104,0.623,4.464,7.77,1.278,0.819,-0.201
7.9,1.347,1.273,0.327,4.76,8.043,0.945,1.082,0.581
7.9,1.336,1.213,0.42,4.475,7.784,1.102,0.989,-3.755
7.9,1.33,1.252,0.339,4.784,7.987,1.063,0.949,0.145
7.9,1.298,1.199,0.384,3.969,7.527,0.923,1.121,0.121
7.9,1.336,1.21,0.424,4.675,7.866,1.104,0.991,3.75
7.9,1.33,1.23,0.379,4.556,7.859,0.925,1.037,0.95
7.9,1.395,1.048,0.66,3.992,7.504,1.331,0.808,-0.301
7.9,1.264,1.168,0.382,4.091,7.519,0.924,1.114,0.3
7.9,1.31,1.278,0.217,4.991,8.073,1.024,0.948,-2.235
8.0,1.285,1.113,0.5,3.909,7.404,1.155,0.894,-0.189
8.0,1.285,1.21,0.337,4.108,7.588,1.062,1.02,0.906
8.0,1.354,1.204,0.458,4.451,7.914,0.889,1.099,-0.383
8.0,1.388,1.091,0.618,4.254,7.647,0.786,0.927,0.842
8.0,1.298,1.259,0.242,4.634,7.9,0.97,1.031,0.057
8.0,1.326,1.31,0.153,4.845,8.072,1.012,0.906,-0.609
8.0,1.324,1.212,0.402,4.537,7.798,0.916,1.066,0.457
8.0,1.31,1.127,0.51,4.069,7.471,1.162,0.992,3.802
8.0,1.244,1.217,0.207,4.255,7.555,1.022,1.011,-0.385
8.0,1.285,1.228,0.294,4.597,7.815,0.956,1.059,0.157
8.0,1.331,1.264,0.315,4.882,8.034,0.949,1.0,3.938
8.0,1.324,1.215,0.398,4.572,7.816,1.09,0.949,0.397
8.0,1.206,1.148,0.306,4.017,7.286,0.952,1.094,-0.183
8.0,1.4,1.246,0.456,4.631,7.981,1.124,0.986,-3.703
8.0,1.415,1.184,0.547,4.399,7.829,0.837,1.057,-0.217
8.0,1.32,1.292,0.204,4.863,8.049,1.022,0.98,0.071
8.0,1.331,1.246,0.352,4.818,8.016,0.936,1.02,0.576
8.0,1.374,1.097,0.603,4.044,7.511,0.798,1.203,0.28
8.0,1.314,1.074,0.577,3.985,7.352,1.224,0.902,0.571
8.0,1.272,1.24,0.222,4.447,7.694,1.026,0.947,0.212
8.0,1.357,1.196,0.472,4.64,7.886,0.881,1.121,-0.091
8.0,1.405,1.151,0.573,4.28,7.687,1.22,0.942,0.02
8.0,1.298,1.062,0.576,3.73,7.162,0.818,1.14,-0.371
8.0,1.327,1.263,0.306,4.4,7.812,0.952,1.068,0.357
8.0,1.259,1.21,0.277,4.332,7.612,0.961,1.021,-0.25
8.0,1.318,1.267,0.275,4.704,7.953,1.04,0.956,-0.066
8.0,1.385,1.152,0.555,4.418,7.73,1.202,1.06,-2.233
8.0,1.328,1.205,0.42,4.293,7.657,0.907,1.009,-0.046
8.0,1.287,1.185,0.391,4.381,7.65,1.086,0.94,0.398
8.0,1.315,1.186,0.432,4.056,7.547,0.902,1.232,0.418
8.0,1.323,1.198,0.424,4.541,7.808,1.104,0.911,-0.157
8.0,1.313,1.257,0.289,4.588,7.88,1.045,0.967,-0.715
8.0,1.247,1.156,0.375,4.089,7.453,1.079,0.989,3.95
8.0,1.323,1.043,0.615,3.686,7.306,0.788,1.167,-0.391
8.0,1.343,1.161,0.503,4.316,7.646,0.864,1.113,-0.29
8.0,1.342,1.296,0.259,5.075,8.188,1.035,0.931,-0.007
8.0,1.325,1.202,0.42,4.245,7.677,0.907,1.012,3.58
8.0,1.307,1.156,0.467,4.259,7.561,1.131,0.936,0.193
8.0,1.341,1.14,0.527,4.256,7.624,1.176,0.943,0.284
8.0,1.334,1.271,0.303,4.729,7.981,1.049,0.962,0.679
8.0,1.352,1.195,0.466,4.628,7.904,0.885,1.087,-0.288
8.0,1.323,1.156,0.487,4.353,7.674,0.874,1.084,-0.566
8.0,1.287,1.211,0.338,4.531,7.75,0.941,1.072,0.305
8.0,1.266,1.199,0.32,4.268,7.618,0.947,1.03,-0.673
8.0,1.294,1.167,0.432,3.592,7.18,0.902,0.953,0.175
8.0,1.338,1.13,0.536,4.371,7.701,0.844,1.163,0.155
8.0,1.346,1.186,0.472,4.186,7.688,0.881,1.133,-0.268
8.0,1.325,1.198,0.427,4.155,7.635,1.106,1.051,0.186
8.0,1.295,1.226,0.323,4.582,7.8,1.056,0.979,-0.018
8.0,1.322,1.248,0.331,4.683,7.927,0.944,0.992,2.779
8.1,1.392,1.193,0.515,4.539,7.923,0.857,1.175,0.23
8.1,1.281,1.168,0.409,3.501,7.306,0.912,1.023,3.543
8.1,1.283,1.194,0.365,4.399,7.699,0.931,1.01,-1.35
8.1,1.364,1.247,0.404,4.84,8.025,0.915,1.084,-0.205
8.1,1.194,1.157,0.247,3.863,7.209,1.032,0.953,-0.51
8.1,1.306,1.19,0.412,4.254,7.633,1.098,0.946,-0.465
8.1,1.352,1.191,0.474,4.305,7.715,0.881,1.083,-0.468
8.1,1.331,1.247,0.348,4.757,7.967,0.937,1.04,-0.024
8.1,1.329,1.203,0.425,4.621,7.852,1.105,0.961,0.686
8.1,1.397,1.121,0.597,4.48,7.78,0.802,1.229,-0.261
8.1,1.297,1.206,0.369,4.359,7.75,0.93,1.086,-0.082
8.1,1.228,1.207,0.182,4.267,7.547,0.983,0.986,-0.146
8.1,1.232,1.104,0.444,3.701,7.161,1.116,1.023,2.265
8.1,1.369,1.219,0.456,4.656,7.962,1.124,0.94,-0.22
8.1,1.334,1.294,0.243,4.46,7.874,0.97,0.998,-2.743
8.1,1.327,1.191,0.44,4.376,7.669,1.114,1.032,-0.892
8.1,1.468,1.07,0.685,3.934,7.454,0.729,1.083,-0.03
8.1,1.381,1.142,0.563,4.352,7.742,1.21,0.847,0.13
8.1,1.311,1.161,0.465,4.181,7.533,0.885,1.107,-0.537
8.1,1.345,1.186,0.471,4.542,7.775,1.134,0.948,0.366
8.1,1.408,1.082,0.64,4.072,7.616,0.768,1.208,0.259
8.1,1.237,1.163,0.34,3.957,7.303,0.94,1.026,0.445
8.1,1.373,1.223,0.453,4.683,7.919,1.122,0.961,0.16
8.1,1.305,1.145,0.48,4.149,7.519,0.877,1.123,-0.414
8.1,1.301,1.167,0.442,4.054,7.513,0.897,1.028,9.78
8.1,1.308,1.256,0.281,4.554,7.852,1.042,0.983,-4.012
8.1,1.259,1.124,0.45,3.997,7.388,1.12,0.856,0.028
8.1,1.358,1.284,0.324,4.643,7.985,0.946,1.072,0.353
8.1,1.301,1.093,0.542,4.086,7.438,1.19,0.944,0.494
8.1,1.357,1.233,0.419,4.732,7.946,0.908,1.077,-0.107
8.1,1.38,1.165,0.536,4.54,7.852,0.844,1.139,-0.189
8.1,1.383,1.041,0.659,3.968,7.424,1.329,0.98,-3.8
8.1,1.336,1.163,0.492,4.441,7.674,0.871,1.074,-0.478
8.1,1.358,1.305,0.277,4.884,8.13,1.041,1.043,-0.359
8.1,1.363,1.185,0.495,4.766,7.913,0.869,1.099,0.055
8.1,1.361,1.2,0.472,4.454,7.788,1.134,0.96,-0.43
8.1,1.346,1.262,0.348,4.86,8.032,0.938,1.005,-3.789
8.1,1.323,1.276,0.264,4.472,7.83,1.037,1.011,5.518
8.1,1.331,1.169,0.479,4.309,7.627,1.139,0.989,-3.844
8.1,1.366,1.029,0.658,3.957,7.422,1.328,0.814,-0.307
8.1,1.314,1.201,0.406,4.366,7.711,0.914,1.032,0.272
8.1,1.334,1.231,0.385,4.574,7.852,0.923,1.025,-0.57
8.1,1.292,1.227,0.314,4.533,7.755,1.053,0.958,-0.064
8.1,1.347,1.304,0.251,5.024,8.153,0.968,1.042,-2.253
8.1,1.318,1.227,0.365,4.271,7.753,0.931,1.099,0.053
8.1,1.307,1.182,0.427,4.349,7.698,0.904,1.111,-0.021
8.1,1.31,1.284,0.2,4.891,8.038,0.98,1.037,-0.42
8.1,1.336,1.252,0.349,4.716,7.977,1.067,1.005,-2.653
8.1,1.338,1.164,0.494,4.189,7.617,1.15,0.925,0.067
8.1,1.306,1.215,0.367,4.205,7.607,1.075,0.949,0.228
8.2,1.369,1.173,0.515,4.254,7.735,0.857,1.154,-0.482
8.2,1.419,1.122,0.612,4.045,7.596,1.265,0.99,3.85
8.2,1.384,1.174,0.53,4.605,7.876,0.848,1.121,0.296
8.2,1.328,1.192,0.441,4.134,7.642,0.898,1.155,-0.08
8.2,1.362,1.202,0.47,4.861,7.954,1.133,0.91,-0.222
8.2,1.333,1.215,0.411,4.754,7.91,0.911,1.062,0.232
8.2,1.363,1.286,0.33,4.626,7.982,1.059,1.038,-0.384
8.2,1.324,1.192,0.435,4.407,7.686,1.111,0.933,0.222
8.2,1.316,1.248,0.318,4.548,7.89,1.055,0.938,-0.1
8.2,1.339,1.3,0.239,4.54,7.994,1.03,0.956,2.321
8.2,1.389,1.214,0.486,4.705,8.021,0.874,1.022,-3.663
8.2,1.281,1.26,0.181,4.516,7.863,0.984,0.927,2.804
8.2,1.364,1.311,0.274,4.996,8.196,0.962,1.041,-0.325
8.2,1.292,1.203,0.365,4.083,7.567,0.931,1.033,0.912
8.2,1.303,1.256,0.266,4.555,7.851,0.964,1.048,-3.979
8.2,1.411,1.214,0.509,4.368,7.829,1.162,0.936,-0.456
8.2,1.276,1.152,0.43,4.115,7.477,0.903,1.168,-0.296
8.2,1.293,1.169,0.427,4.378,7.652,0.904,0.985,2.559
8.2,1.291,1.148,0.458,4.356,7.633,1.125,0.915,0.261
8.2,1.304,1.166,0.449,4.337,7.635,1.119,0.952,0.309
8.2,1.263,1.248,0.15,4.402,7.749,0.989,0.999,-2.934
8.2,1.4,1.084,0.633,4.193,7.545,0.774,1.125,0.488
8.2,1.28,1.181,0.384,4.273,7.598,0.923,1.074,-0.511
8.2,1.269,1.165,0.397,4.102,7.457,0.918,1.072,0.105
