true_angle,mean_x,mean_y,std_x,std_y,skew_x,skew_y,kurt_x,kurt_y,mean_distance,max_distance,hull_area,hull_perimeter
32.9,0.682,0.077,0.818,0.674,-0.701,0.303,0.174,-0.288,1.303,3.824,7.88,9.779
32.9,0.859,0.121,0.806,0.61,-0.95,0.278,0.537,0.059,1.215,3.661,7.593,8.443
32.9,0.888,-0.07,0.867,0.638,-0.702,0.129,0.042,-0.514,1.321,3.661,7.78,10.028
32.9,0.852,0.111,0.802,0.631,-0.648,0.183,0.208,-0.03,1.239,3.967,9.047,9.705
32.9,0.988,-0.023,0.732,0.598,-0.364,-0.01,-0.004,0.179,1.162,3.787,7.719,9.991
32.9,0.923,0.04,0.761,0.616,-0.211,0.005,-0.379,-0.377,1.206,3.559,7.219,8.764
33.0,0.943,-0.012,0.797,0.759,-0.56,0.133,0.355,-0.551,1.364,3.815,8.486,8.949
33.0,0.747,0.039,0.799,0.701,-0.737,-0.075,0.086,-0.197,1.295,3.63,7.988,9.052
33.0,0.921,-0.06,0.817,0.687,-0.374,-0.263,-0.136,-0.044,1.315,3.818,8.367,9.851
33.0,0.824,0.077,0.873,0.663,-0.44,-0.108,-0.556,-0.505,1.364,3.809,7.933,9.341
33.0,0.849,0.1,0.804,0.722,-0.576,0.05,-0.221,-0.594,1.34,3.778,8.445,9.458
33.0,0.813,-0.014,0.781,0.672,-0.348,-0.109,-0.489,-0.427,1.271,3.459,7.548,9.956
33.0,0.779,-0.033,0.791,0.675,-0.349,0.005,-0.281,-0.474,1.29,3.656,8.18,10.014
33.0,0.807,0.03,0.683,0.782,-0.171,0.193,-0.383,-0.724,1.287,3.519,7.127,9.379
33.0,0.959,-0.08,0.788,0.608,-0.422,-0.03,-0.287,0.067,1.223,3.674,7.774,9.142
33.0,0.95,0.003,0.832,0.743,-0.595,0.033,-0.284,-0.715,1.383,3.639,8.215,8.992
33.1,0.951,0.064,0.754,0.697,-0.413,-0.088,-0.156,-0.386,1.273,3.658,8.036,9.711
33.1,0.84,-0.014,0.843,0.69,-0.453,0.221,-0.51,-0.234,1.348,3.429,8.017,9.48
33.1,0.868,0.041,0.882,0.697,-0.64,-0.095,0.138,-0.461,1.391,4.027,8.256,10.479
33.1,0.736,0.065,0.921,0.761,-0.39,0.029,-0.583,-0.583,1.497,3.776,8.157,9.677
33.1,0.947,-0.156,0.85,0.621,-0.777,-0.201,0.386,-0.338,1.288,3.872,7.417,10.257
33.1,0.984,-0.089,0.75,0.671,-0.499,-0.137,0.08,-0.095,1.225,3.642,8.246,9.442
33.1,0.93,-0.075,0.667,0.708,-0.037,0.079,-0.301,-0.536,1.211,3.29,7.091,9.08
33.1,0.84,0.033,0.895,0.762,-0.612,-0.062,-0.176,-0.555,1.46,3.821,8.815,9.988
33.1,0.783,0.064,0.78,0.68,-0.001,-0.133,-0.492,-0.36,1.29,3.731,7.485,9.502
33.1,0.881,0.069,0.859,0.599,-0.586,0.018,0.204,-0.067,1.277,3.958,8.219,9.732
33.2,0.95,0.035,0.761,0.66,-0.199,-0.202,-0.769,-0.175,1.258,3.301,6.813,9.168
33.2,0.675,0.005,0.875,0.716,-0.528,-0.062,-0.499,-0.592,1.402,3.736,8.527,9.86
33.2,0.895,0.029,0.811,0.653,-0.673,-0.078,0.363,-0.259,1.277,3.803,8.296,9.291
33.2,0.649,-0.048,0.877,0.666,-0.436,0.088,-0.321,-0.106,1.352,3.819,8.08,9.919
33.2,0.849,0.029,0.819,0.614,-0.452,-0.281,0.122,0.091,1.255,3.839,7.45,9.184
33.2,0.878,0.051,0.765,0.71,-0.334,-0.157,0.05,-0.389,1.294,3.843,8.066,9.22
33.2,0.884,-0.029,0.773,0.582,-0.387,0.086,-0.417,-0.146,1.192,3.378,7.056,9.223
33.2,0.991,-0.007,0.818,0.64,-0.569,0.174,-0.08,-0.073,1.284,3.904,7.792,8.737
33.2,0.83,-0.097,0.752,0.717,-0.141,0.158,-0.285,-0.139,1.285,3.398,7.958,9.174
33.2,1.006,-0.028,0.68,0.666,-0.568,0.111,0.729,-0.007,1.17,3.58,7.704,8.454
33.3,1.024,0.031,0.673,0.66,-0.822,-0.16,1.209,-0.052,1.16,3.789,7.248,8.091
33.3,0.753,-0.017,0.899,0.7,-0.326,-0.066,-0.499,-0.66,1.416,3.705,8.228,9.61
33.3,0.852,-0.039,0.805,0.702,-0.276,0.014,-0.318,-0.192,1.335,3.648,8.114,9.839
33.3,0.816,0.073,0.907,0.67,-0.441,-0.109,-0.085,-0.621,1.385,3.952,8.559,9.338
33.3,0.818,-0.041,0.718,0.663,-0.491,0.103,0.114,-0.274,1.208,3.709,7.489,9.71
33.3,0.71,0.005,0.843,0.72,-0.565,-0.143,0.0,-0.183,1.354,3.834,8.296,9.616
33.3,0.798,-0.046,0.77,0.688,-0.344,-0.138,-0.224,-0.289,1.283,3.575,8.167,9.25
33.3,0.766,0.08,0.877,0.664,-0.579,-0.019,-0.194,-0.44,1.366,3.696,7.743,9.21
33.3,0.745,-0.017,0.817,0.638,-0.765,0.546,0.328,0.094,1.265,3.833,8.035,9.247
33.3,0.836,-0.046,0.885,0.66,-0.757,0.061,-0.009,-0.212,1.356,3.953,8.797,9.223
33.4,0.756,0.084,0.815,0.731,-0.366,-0.063,-0.198,-0.396,1.36,3.864,8.996,10.099
33.4,0.735,0.092,0.922,0.729,-0.259,-0.064,-0.618,-0.368,1.467,3.65,8.336,10.18
33.4,0.897,0.056,0.855,0.724,-0.565,-0.004,0.058,-0.2,1.384,3.784,9.173,10.717
33.4,0.764,-0.072,0.902,0.659,-0.433,-0.11,-0.634,-0.38,1.38,3.75,8.143,8.369
33.4,0.82,0.05,0.841,0.733,-0.032,0.06,-0.71,-0.476,1.388,3.527,8.003,8.966
33.4,0.858,0.025,0.849,0.67,-0.484,0.052,-0.118,-0.514,1.342,3.839,7.759,9.808
33.4,0.85,-0.026,0.775,0.722,-0.698,-0.022,0.16,-0.499,1.299,3.721,8.838,9.962
33.4,0.621,-0.101,0.912,0.732,-0.242,-0.018,-0.741,-0.767,1.457,3.896,8.681,9.814
33.4,1.072,-0.114,0.726,0.624,-0.505,0.04,0.531,0.14,1.166,3.686,8.593,9.976
33.4,0.833,-0.061,0.912,0.704,-0.664,0.021,0.081,-0.453,1.415,3.981,9.052,9.569
33.5,0.73,0.042,0.846,0.602,-0.4,-0.211,0.275,0.072,1.266,3.848,7.819,9.667
33.5,0.901,-0.033,0.69,0.631,-0.572,-0.153,0.491,0.591,1.131,3.604,7.77,8.653
33.5,0.764,-0.01,0.881,0.665,-0.569,-0.01,-0.349,-0.028,1.351,3.723,8.913,9.495
33.5,0.993,0.042,0.86,0.681,-0.47,-0.161,-0.489,-0.017,1.358,3.493,7.746,9.639
33.5,0.806,0.156,0.832,0.723,-0.369,-0.301,-0.504,-0.189,1.367,3.736,8.501,9.479
33.5,0.765,-0.033,0.839,0.639,-0.637,0.213,0.329,0.008,1.28,3.858,8.668,9.614
33.5,0.829,-0.042,0.875,0.539,-0.549,-0.094,0.065,0.242,1.24,3.83,7.883,8.775
33.5,0.841,-0.029,0.823,0.696,-0.497,-0.184,0.192,-0.114,1.322,3.96,8.558,9.603
33.5,0.892,-0.069,0.854,0.601,-0.57,0.28,0.098,0.187,1.262,3.905,8.145,9.497
33.5,0.788,-0.005,0.862,0.71,-0.444,0.061,-0.19,-0.213,1.385,3.722,8.751,9.778
33.6,0.949,-0.081,0.868,0.615,-0.86,0.121,0.328,0.849,1.283,3.872,7.843,8.082
33.6,0.814,0.055,0.866,0.664,-0.777,-0.005,0.314,-0.072,1.322,3.891,8.544,10.097
33.6,0.819,0.013,0.814,0.603,-0.362,0.032,-0.463,-0.019,1.245,3.65,7.628,9.819
33.6,0.859,-0.137,0.744,0.715,-0.713,-0.022,0.522,-0.467,1.267,3.62,8.309,10.176
33.6,0.681,0.086,0.823,0.647,-0.613,-0.289,-0.169,0.114,1.293,3.791,7.75,9.523
33.6,0.975,0.092,0.682,0.638,-0.671,0.055,0.694,-0.021,1.147,3.672,7.58,8.705
33.6,0.838,0.01,0.854,0.591,-0.504,-0.225,-0.215,-0.0,1.27,3.854,7.571,9.11
33.6,0.56,-0.01,0.859,0.719,-0.327,0.131,-0.103,-0.38,1.389,3.943,8.901,9.817
33.6,0.76,0.084,0.895,0.723,-0.299,0.116,-0.342,-0.563,1.43,3.888,8.321,10.439
33.6,0.858,0.265,0.664,0.681,-0.303,0.093,0.612,-0.584,1.167,3.684,7.701,9.14
33.7,0.756,-0.021,0.857,0.737,-0.84,0.134,0.416,-0.552,1.394,3.901,8.364,8.77
33.7,0.939,0.081,0.744,0.648,-0.917,-0.037,0.999,-0.292,1.201,3.788,8.112,9.996
33.7,0.875,-0.003,0.788,0.615,-0.653,-0.141,0.568,0.112,1.201,3.797,8.149,9.934
33.7,0.712,0.088,0.888,0.689,-0.43,0.046,-0.264,-0.463,1.392,3.852,7.822,9.063
33.7,0.942,0.231,0.847,0.638,-0.894,0.035,0.607,-0.173,1.29,3.902,8.802,10.498
33.7,0.728,0.001,0.874,0.722,-0.687,-0.092,0.02,-0.51,1.391,4.027,8.739,10.103
33.7,0.889,-0.084,0.83,0.686,-0.79,-0.037,0.758,-0.428,1.313,3.94,8.945,10.048
33.7,0.681,0.016,0.814,0.627,-0.252,0.009,-0.367,-0.236,1.269,3.79,6.986,9.288
33.7,0.674,0.036,0.902,0.676,-0.535,-0.173,-0.237,0.019,1.391,4.062,8.757,9.578
33.7,0.735,-0.132,0.84,0.612,-0.463,0.103,-0.228,-0.302,1.271,3.826,7.462,8.995
33.8,0.789,-0.025,0.668,0.73,-0.198,-0.09,-0.229,-0.588,1.229,3.275,6.962,9.175
33.8,0.793,-0.09,0.887,0.699,-0.675,-0.229,0.09,-0.548,1.389,3.922,8.276,9.921
33.8,0.728,-0.071,0.832,0.77,-0.481,-0.061,-0.395,-0.758,1.417,3.768,8.485,9.594
33.8,0.672,-0.077,0.905,0.73,-0.503,-0.069,-0.541,-0.596,1.44,3.76,8.314,9.643
33.8,0.796,0.136,0.892,0.561,-0.741,-0.256,0.304,0.061,1.273,3.928,7.754,10.542
33.8,0.732,0.063,0.893,0.679,-0.666,-0.12,-0.271,-0.445,1.365,3.757,8.638,9.884
33.8,0.713,-0.107,0.854,0.651,-0.31,0.344,-0.331,-0.028,1.333,4.052,8.73,8.687
33.8,0.877,0.004,0.79,0.717,-0.517,0.157,-0.33,-0.567,1.332,3.442,7.49,9.543
33.8,0.804,-0.044,0.794,0.729,-0.62,0.111,0.555,-0.66,1.323,3.881,9.1,10.385
33.8,0.766,-0.052,0.91,0.706,-0.624,0.283,0.037,-0.195,1.413,4.033,8.75,10.683
33.9,0.791,-0.126,0.736,0.665,-0.926,0.19,0.986,-0.093,1.209,3.713,7.527,8.868
33.9,0.763,-0.068,0.922,0.656,-0.935,0.332,0.297,0.091,1.374,3.873,8.392,10.009
33.9,0.742,-0.014,0.713,0.772,-0.537,0.012,0.1,-0.907,1.31,3.521,7.624,9.677
33.9,0.762,0.004,0.826,0.758,-0.59,-0.088,0.361,-0.82,1.392,4.013,8.904,8.8
33.9,0.896,0.092,0.784,0.698,-0.592,0.014,0.384,-0.71,1.298,3.941,8.186,10.245
33.9,0.86,-0.011,0.775,0.691,-0.488,0.043,0.093,-0.239,1.283,3.702,7.749,9.725
33.9,0.93,0.017,0.815,0.691,-0.799,-0.159,1.118,-0.202,1.308,3.9,8.244,10.181
33.9,0.832,0.047,0.817,0.606,-0.948,0.302,1.027,0.194,1.218,3.829,8.54,9.557
33.9,0.751,0.03,0.779,0.684,-0.697,0.048,0.521,-0.584,1.278,3.914,8.029,8.533
33.9,0.781,0.102,0.897,0.674,-0.692,-0.101,-0.054,-0.147,1.381,4.107,8.261,9.948
34.0,0.885,0.022,0.765,0.666,-0.39,0.04,-0.405,-0.43,1.261,3.875,8.071,9.245
34.0,0.777,-0.056,0.806,0.633,-0.882,0.015,1.029,0.034,1.242,3.994,8.548,9.933
34.0,0.596,0.014,0.838,0.767,-0.354,0.006,-0.838,-0.801,1.421,3.501,8.215,9.622
34.0,0.595,-0.045,0.911,0.622,-0.453,0.366,-0.42,-0.422,1.357,3.95,7.538,8.911
34.0,0.822,0.108,0.892,0.685,-0.617,0.04,0.045,-0.208,1.365,3.814,8.932,9.491
34.0,0.788,-0.093,0.877,0.724,-0.475,0.109,-0.417,-0.718,1.422,3.822,8.533,9.456
34.0,0.72,0.113,0.864,0.596,-0.5,-0.156,-0.288,0.752,1.28,3.834,8.965,10.207
34.0,0.781,0.041,0.823,0.774,-0.522,-0.198,-0.403,-0.625,1.408,3.492,8.115,9.869
34.0,0.709,0.001,0.967,0.688,-0.375,0.106,-0.373,-0.364,1.469,4.072,8.963,11.008
34.0,0.612,0.054,0.85,0.664,-0.205,-0.27,-0.187,0.147,1.329,4.016,8.463,9.982
34.1,0.647,-0.008,0.882,0.683,-0.654,0.028,-0.241,-0.286,1.368,3.679,8.516,9.97
34.1,0.776,-0.04,0.936,0.668,-0.503,-0.136,-0.258,-0.06,1.413,3.954,9.001,9.978
34.1,0.736,-0.18,0.952,0.673,-0.592,0.121,-0.357,-0.52,1.427,4.026,8.304,10.041
34.1,0.779,0.063,0.891,0.672,-0.593,-0.149,-0.023,-0.345,1.377,4.097,8.562,9.818
34.1,0.609,-0.084,0.965,0.671,-0.361,0.432,-0.451,-0.123,1.447,3.938,8.889,10.427
34.1,0.737,0.022,0.871,0.782,-0.582,0.096,-0.029,-0.811,1.461,4.053,8.865,9.922
34.1,0.666,-0.005,0.938,0.712,-0.629,0.152,-0.482,-0.231,1.45,3.864,9.052,9.427
34.1,0.889,-0.054,0.83,0.661,-0.685,0.237,0.313,-0.475,1.309,3.988,8.31,8.708
34.1,0.692,0.071,0.942,0.698,-0.631,-0.144,-0.311,-0.082,1.444,4.027,9.032,9.936
34.1,0.748,0.118,0.79,0.67,-0.728,-0.005,0.534,-0.435,1.264,3.741,7.789,9.291
34.2,0.809,-0.043,0.784,0.729,-0.724,-0.34,0.604,-0.21,1.312,3.811,8.405,10.551
34.2,0.7,-0.042,0.889,0.74,-0.705,-0.012,0.076,-0.479,1.432,4.023,9.515,10.326
34.2,0.711,-0.038,0.851,0.645,-0.441,0.194,-0.26,-0.015,1.314,3.724,8.203,9.793
34.2,0.636,0.071,0.806,0.684,-0.262,0.125,-0.462,-0.1,1.308,3.799,8.537,10.354
34.2,0.658,0.133,0.917,0.639,-0.684,-0.148,-0.137,-0.064,1.364,4.062,8.761,10.186
34.2,0.695,0.11,0.765,0.73,-0.364,0.153,-0.48,-0.472,1.313,3.498,7.887,9.587
34.2,0.702,-0.158,0.84,0.751,-0.559,0.215,0.381,-0.424,1.386,3.984,9.77,10.442
34.2,0.666,0.131,0.909,0.65,-0.64,-0.359,-0.324,0.135,1.366,3.883,8.228,9.695
34.2,0.677,0.07,0.818,0.624,-0.592,-0.401,0.32,0.614,1.25,3.942,8.331,9.585
34.2,0.758,-0.037,0.811,0.617,-0.683,-0.031,0.173,0.188,1.238,3.831,7.925,9.267
34.3,0.729,0.05,0.698,0.615,-0.718,0.084,0.86,0.148,1.131,3.88,8.328,9.818
34.3,0.789,-0.012,0.947,0.62,-0.699,-0.198,-0.183,-0.116,1.373,3.952,8.28,8.709
34.3,0.657,-0.078,0.879,0.742,-0.47,-0.153,-0.184,-0.377,1.423,4.058,9.449,9.416
34.3,0.671,-0.043,0.903,0.701,-0.742,-0.053,0.132,-0.316,1.405,3.891,8.569,9.245
34.3,0.816,-0.087,0.816,0.582,-0.546,0.32,-0.003,0.606,1.218,3.638,7.677,9.813
34.3,0.696,-0.061,0.914,0.702,-0.674,-0.124,-0.228,-0.168,1.409,3.884,8.891,9.946
34.3,0.789,0.001,0.912,0.663,-0.597,-0.108,-0.167,-0.062,1.379,3.906,9.069,10.105
34.3,0.703,0.014,0.923,0.714,-0.474,-0.028,-0.326,-0.423,1.436,3.992,9.398,10.399
34.3,0.848,-0.009,0.736,0.698,-0.466,-0.11,0.086,-0.375,1.25,3.65,7.73,9.854
34.3,0.842,-0.032,0.834,0.737,-0.61,0.007,0.503,-0.523,1.372,4.084,9.064,9.322
34.4,0.818,0.056,0.903,0.705,-0.341,-0.065,-0.411,-0.264,1.415,3.952,8.905,10.896
34.4,0.738,0.035,0.813,0.666,-0.557,0.179,0.08,0.19,1.278,3.719,8.0,10.262
34.4,0.723,-0.1,0.857,0.657,-0.61,0.255,0.338,-0.222,1.316,4.055,8.953,9.504
34.4,0.747,-0.088,0.851,0.726,-0.547,0.132,0.087,-0.344,1.383,4.035,8.799,8.982
34.4,0.656,-0.023,0.823,0.645,-0.593,-0.312,0.321,-0.26,1.278,3.987,8.416,10.345
34.4,0.805,0.087,0.766,0.718,-0.437,-0.339,-0.359,-0.277,1.291,3.616,7.674,8.847
34.4,0.582,-0.045,0.947,0.751,-0.3,-0.057,-0.298,-0.43,1.506,4.118,9.554,10.432
34.4,0.723,0.109,0.781,0.738,-0.456,-0.031,-0.088,-0.392,1.326,3.434,7.978,8.753
34.4,0.731,-0.054,0.761,0.654,-0.541,0.006,0.179,0.294,1.226,3.692,8.115,8.85
34.4,0.909,0.045,0.799,0.644,-0.37,-0.3,-0.068,-0.154,1.268,3.868,8.245,9.49
34.5,0.702,0.092,0.819,0.666,-0.853,-0.059,0.64,0.142,1.283,3.935,8.838,10.371
34.5,0.629,0.028,0.988,0.676,-0.494,-0.0,-0.283,-0.25,1.469,3.968,9.491,10.125
34.5,0.67,0.107,0.977,0.597,-0.524,0.008,-0.659,0.15,1.388,3.946,7.821,10.2
34.5,0.533,-0.103,0.862,0.786,-0.376,-0.071,0.106,-0.844,1.449,4.106,9.225,9.705
34.5,0.575,-0.094,0.783,0.671,-0.5,0.152,0.236,-0.103,1.265,3.849,8.712,10.347
34.5,0.701,0.041,0.832,0.664,-0.814,0.082,0.668,-0.131,1.296,4.075,8.505,9.468
34.5,0.697,0.047,0.81,0.683,-0.632,-0.458,0.196,-0.065,1.3,3.858,7.925,9.559
34.5,0.621,0.163,0.844,0.708,-0.432,-0.123,-0.188,-0.533,1.36,4.09,9.194,10.464
34.5,0.68,0.014,0.874,0.66,-0.383,0.335,-0.06,0.027,1.353,3.937,8.271,9.27
34.5,0.611,-0.07,0.897,0.709,-0.466,-0.005,-0.037,-0.438,1.423,4.072,8.41,10.28
34.6,0.747,-0.03,0.912,0.724,-0.491,-0.042,-0.211,-0.293,1.442,3.994,9.255,10.803
34.6,0.737,0.014,0.907,0.676,-0.886,0.252,0.694,-0.181,1.37,4.112,8.993,11.048
34.6,0.695,-0.01,0.925,0.733,-0.769,0.149,-0.101,-0.481,1.447,3.886,9.173,10.251
34.6,0.475,0.067,0.871,0.766,-0.487,-0.034,-0.034,-0.319,1.439,3.93,9.52,10.03
34.6,0.639,0.047,0.732,0.661,-0.475,0.162,0.139,-0.199,1.209,3.709,7.364,9.603
34.6,0.751,-0.086,0.892,0.61,-0.557,-0.065,-0.131,0.153,1.316,3.8,8.454,8.592
34.6,0.8,-0.06,0.884,0.73,-0.471,-0.113,-0.026,-0.303,1.414,3.873,8.596,9.712
34.6,0.582,-0.066,0.985,0.633,-0.454,-0.028,-0.506,-0.17,1.442,3.98,8.911,9.805
34.6,0.787,-0.187,0.838,0.731,-0.587,0.156,-0.222,-0.235,1.371,3.684,9.003,10.052
34.6,0.697,0.047,0.88,0.66,-0.238,0.092,-0.54,-0.149,1.364,3.765,8.291,9.808
34.7,0.674,-0.074,0.977,0.711,-0.537,0.079,-0.46,-0.519,1.496,4.044,9.615,10.263
34.7,0.791,-0.022,0.823,0.696,-0.603,-0.341,0.334,0.149,1.315,4.136,8.845,10.205
34.7,0.765,-0.007,0.898,0.641,-0.505,0.03,-0.157,-0.271,1.346,4.049,9.282,10.198
34.7,0.605,0.006,0.891,0.693,-0.612,-0.133,0.16,-0.488,1.389,4.12,9.487,10.157
34.7,0.645,-0.041,0.824,0.687,-0.675,0.387,0.076,-0.009,1.322,3.949,8.311,9.375
34.7,0.652,-0.08,0.917,0.672,-0.517,0.24,-0.362,-0.224,1.406,4.095,9.09,9.94
34.7,0.789,-0.029,0.821,0.757,-0.461,-0.234,-0.015,-0.617,1.388,3.865,8.67,9.541
34.7,0.741,0.051,0.888,0.724,-0.762,0.071,0.219,-0.692,1.4,4.053,8.554,8.797
34.7,0.696,0.111,0.871,0.692,-0.33,0.021,-0.229,-0.667,1.38,3.819,8.4,9.55
34.7,0.535,-0.005,0.86,0.755,-0.325,-0.381,-0.556,-0.538,1.423,3.758,8.416,10.401
34.8,0.654,-0.084,0.947,0.699,-0.54,0.258,-0.192,-0.172,1.456,4.143,9.114,9.137
34.8,0.721,0.062,0.883,0.653,-0.807,-0.263,0.494,-0.423,1.332,4.17,8.577,9.699
34.8,0.588,0.046,0.848,0.645,-0.65,0.099,0.402,-0.013,1.305,4.033,8.266,8.68
34.8,0.755,-0.199,0.773,0.726,-0.435,-0.022,-0.198,-0.092,1.313,3.585,8.504,9.905
34.8,0.79,0.156,0.902,0.602,-0.758,-0.191,0.239,0.441,1.301,3.957,8.349,10.37
34.8,0.778,0.067,0.816,0.626,-0.579,0.134,0.054,-0.306,1.268,3.842,7.839,9.81
34.8,0.616,-0.078,0.929,0.731,-0.628,-0.02,-0.245,-0.446,1.454,3.697,8.671,10.179
34.8,0.6,-0.03,0.937,0.722,-0.445,-0.055,-0.325,-0.553,1.462,4.194,9.536,9.415
34.8,0.696,0.09,0.904,0.712,-0.581,-0.024,-0.171,-0.061,1.424,3.985,8.48,9.529
34.8,0.575,-0.017,0.849,0.728,-0.004,0.121,-0.712,-0.2,1.393,3.424,7.874,9.852
34.9,0.735,-0.133,0.858,0.646,-0.677,0.276,0.293,0.404,1.306,3.914,8.412,9.682
34.9,0.65,-0.005,0.688,0.769,-0.143,0.178,-0.52,-0.404,1.274,3.516,7.685,8.953
34.9,0.751,0.122,0.887,0.619,-0.72,-0.25,0.253,0.623,1.307,3.928,8.901,9.405
34.9,0.592,-0.123,0.835,0.726,-0.527,0.378,0.211,-0.304,1.344,3.931,9.263,9.889
34.9,0.634,0.039,0.879,0.722,-0.372,-0.262,-0.532,-0.354,1.404,3.9,9.244,10.106
34.9,0.591,-0.032,0.852,0.734,-0.489,0.012,-0.311,-0.004,1.379,3.693,8.759,10.702
34.9,0.78,0.03,0.778,0.741,-0.566,0.193,0.16,-0.394,1.319,3.575,8.499,10.548
34.9,0.563,-0.056,0.856,0.635,-0.566,-0.03,-0.383,-0.213,1.303,4.005,8.045,9.097
34.9,0.487,-0.056,0.988,0.671,-0.464,0.106,-0.283,-0.589,1.471,4.188,9.069,10.332
34.9,0.634,-0.08,0.904,0.675,-0.65,0.169,-0.032,-0.043,1.382,4.016,8.963,9.838
35.0,0.667,-0.056,0.839,0.728,-0.499,0.208,-0.269,-0.378,1.38,3.671,8.616,10.362
35.0,0.557,-0.07,0.876,0.708,-0.483,-0.26,-0.07,-0.776,1.403,4.112,8.065,9.115
35.0,0.576,0.036,0.881,0.709,-0.409,0.085,-0.295,0.146,1.396,3.982,8.535,10.573
35.0,0.664,0.059,0.916,0.673,-0.594,0.085,0.048,-0.108,1.393,4.065,9.336,10.983
35.0,0.64,-0.014,0.897,0.667,-0.836,-0.047,0.514,-0.033,1.343,4.156,9.295,10.012
35.0,0.631,-0.091,0.877,0.628,-0.417,-0.064,-0.207,0.025,1.322,3.955,8.198,10.143
35.0,0.714,0.043,0.958,0.626,-0.726,-0.049,0.099,0.536,1.386,4.12,9.826,10.63
35.0,0.689,-0.124,0.894,0.732,-0.46,-0.056,-0.314,-0.448,1.438,4.028,9.648,9.005
35.0,0.684,-0.006,0.836,0.803,-0.541,0.079,-0.027,-0.859,1.441,3.898,8.838,8.982
35.0,0.696,-0.124,0.912,0.725,-0.498,0.005,-0.543,-0.348,1.448,3.889,8.731,9.698
35.1,0.645,0.084,0.841,0.797,-0.387,-0.049,-0.012,-0.709,1.451,3.849,8.76,9.708
35.1,0.497,0.217,0.824,0.723,-0.593,-0.026,0.208,-0.638,1.345,4.04,9.1,10.521
35.1,0.687,-0.043,0.895,0.674,-0.259,0.001,-0.499,-0.177,1.38,3.779,8.859,9.364
35.1,0.721,0.02,0.839,0.677,-0.633,0.181,0.32,-0.131,1.314,4.03,9.33,10.588
35.1,0.494,0.057,0.855,0.663,-0.57,0.148,-0.11,-0.046,1.328,3.926,8.4,9.805
35.1,0.674,-0.024,0.952,0.586,-0.875,-0.387,0.297,0.626,1.334,4.147,8.852,11.098
35.1,0.836,-0.105,0.782,0.664,-0.57,-0.178,0.281,-0.303,1.265,3.666,7.47,9.81
35.1,0.686,-0.055,0.895,0.653,-0.56,-0.198,0.202,-0.095,1.35,4.096,8.074,7.97
35.1,0.728,-0.115,0.954,0.637,-0.829,-0.025,0.469,-0.472,1.395,4.242,8.682,9.445
35.1,0.444,0.018,0.935,0.687,-0.683,0.171,-0.15,-0.376,1.417,4.025,8.126,9.219
35.2,0.563,0.022,0.827,0.797,-0.669,-0.045,-0.004,-0.929,1.424,4.032,9.711,10.568
35.2,0.642,0.047,0.917,0.721,-0.687,0.153,0.434,-0.358,1.436,4.199,8.976,10.52
35.2,0.752,-0.097,0.967,0.72,-0.609,0.065,-0.149,-0.76,1.499,4.016,9.017,10.577
35.2,0.678,-0.081,1.023,0.612,-0.62,-0.086,-0.154,0.381,1.438,4.166,9.259,9.24
35.2,0.528,0.07,0.897,0.81,-0.584,0.101,0.016,-0.373,1.49,4.106,9.579,9.66
35.2,0.591,-0.045,0.992,0.667,-0.497,0.112,-0.251,-0.359,1.472,4.149,9.652,9.702
35.2,0.473,0.101,1.045,0.705,-0.425,0.006,-0.732,-0.408,1.557,3.98,9.637,10.622
35.2,0.682,-0.047,0.861,0.661,-0.574,-0.021,0.233,-0.305,1.333,4.222,9.112,10.677
35.2,0.756,0.026,0.918,0.632,-0.752,-0.264,0.08,-0.297,1.349,4.071,8.657,10.717
35.2,0.659,-0.137,0.867,0.695,-0.542,0.035,0.132,-0.351,1.366,4.039,9.436,9.08
35.3,0.355,-0.005,0.823,0.691,-0.263,-0.298,-0.153,-0.506,1.327,3.979,8.886,9.757
35.3,0.526,0.063,0.922,0.691,-0.149,-0.014,-0.661,-0.07,1.429,3.91,9.486,10.529
35.3,0.421,-0.044,0.936,0.711,-0.508,0.206,-0.412,-0.623,1.456,4.075,9.0,9.959
35.3,0.5,-0.165,0.844,0.665,-0.577,0.185,-0.273,-0.548,1.327,4.156,8.463,10.077
35.3,0.637,-0.002,0.888,0.698,-0.603,-0.186,0.435,-0.34,1.387,4.167,9.121,8.922
35.3,0.687,-0.011,0.836,0.682,-0.599,0.139,-0.202,0.134,1.321,3.677,8.674,9.468
35.3,0.574,-0.004,0.944,0.67,-0.333,0.12,-0.441,-0.184,1.423,3.976,8.417,9.351
35.3,0.717,-0.012,0.824,0.647,-0.742,-0.344,0.726,0.275,1.284,3.995,7.911,8.111
35.3,0.477,0.067,0.96,0.607,-0.66,-0.06,-0.018,0.875,1.368,4.196,9.11,10.925
35.3,0.424,-0.131,0.992,0.671,-0.327,-0.223,-0.632,-0.05,1.48,4.069,9.367,9.881
35.4,0.572,0.031,0.811,0.76,-0.391,0.28,-0.195,-0.48,1.386,3.894,8.938,10.172
35.4,0.728,-0.04,0.859,0.687,-0.688,0.152,0.589,0.111,1.342,4.24,8.975,10.053
35.4,0.525,-0.043,0.914,0.745,-0.373,-0.119,-0.394,-0.611,1.471,4.133,9.537,10.85
35.4,0.687,-0.245,0.782,0.699,-0.437,0.264,-0.411,-0.179,1.298,3.515,7.998,10.164
35.4,0.637,-0.048,0.912,0.649,-0.652,0.226,0.083,-0.215,1.368,4.01,8.548,9.282
